Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,941,Jiseok Lee,Korea,"Garganacl, Gholdengo, Baxcalibur, Mimikyu, Paldean Tauros Aqua Breed, Meowscarada"
2,130,Chuppa Cross IV,USA,"Pawmot, Gholdengo, Arcanine, Tatsugiri, Dondozo, Meowscarada"
3,313,Jeudy Azzarelli,USA,"Kingambit, Gholdengo, Salamence, Pelipper, Palafin, Amoonguss"
4,1693,Aaron Brok,USA,"Farigiraf, Kingambit, Hariyama, Pelipper, Drednaw, Meowscarada"
5,157,Emilio Forbes,USA,"Sylveon, Glimmora, Talonflame, Tatsugiri, Dondozo, Meowscarada"
6,190,Giovanni Costa,USA,"Dragonite, Gholdengo, Talonflame, Gothitelle, Paldean Tauros Blaze Breed, Meowscarada"
7,1028,James Evans,USA,"Hydreigon, Abomasnow, Cetitan, Gothitelle, Paldean Tauros Aqua Breed, Heat Rotom"
8,1274,Giovanni Cischke,USA,"Garganacl, Gholdengo, Baxcalibur, Mimikyu, Paldean Tauros Aqua Breed, Meowscarada"
9,319,Gavin Michaels,USA,"Kingambit, Gholdengo, Dragonite, Pelipper, Palafin, Amoonguss"
10,188,Alberto Lara,USA,"Hydreigon, Gholdengo, Garchomp, Grimmsnarl, Skeledirge, Corviknight"
11,25,Wolfe Glick,USA,"Sylveon, Annihilape, Armarouge, Tatsugiri, Dondozo, Meowscarada"
12,1016,Angel Miranda,USA,"Kingambit, Gholdengo, Mimikyu, Pelipper, Paldean Tauros Aqua Breed, Amoonguss"
13,1773,Marco Martinez,USA,"Hydreigon, Gholdengo, Baxcalibur, Salazzle, Paldean Tauros Aqua Breed, Amoonguss"
14,1287,Ezequiel Cordero,USA,"Kingambit, Gholdengo, Dragonite, Pelipper, Palafin, Amoonguss"
15,1267,Zach Carlson,USA,"Pawmot, Gholdengo, Talonflame, Tatsugiri, Dondozo, Meowscarada"
16,197,Brady Smith,USA,"Talonflame, Gholdengo, Garchomp, Grimmsnarl, Wash Rotom, Amoonguss"
17,1728,Ryan Haig,USA,"Dragonite, Gholdengo, Volcarona, Sableye, Paldean Tauros Aqua Breed, Amoonguss"
18,1700,Chase Tiedtke,USA,"Mimikyu, Kingambit, Baxcalibur, Salazzle, Paldean Tauros Aqua Breed, Amoonguss"
19,1480,Stefan Mott,Switzerland,"Pawmot, Annihilape, Scizor, Murkrow, Maushold, Meowscarada"
20,888,Alberto Renero,Mexico,"Azumarill, Gholdengo, Garchomp, Murkrow, Heat Rotom, Amoonguss"
21,1560,Norah Bowman,USA,"Hydreigon, Kingambit, Medicham, Mimikyu, Gyarados, Amoonguss"
22,391,Cedric Bernier,USA,"Pawmot, Kingambit, Salamence, Pelipper, Palafin, Amoonguss"
23,161,Collin Heier,USA,"Sylveon, Kingambit, Baxcalibur, Volcarona, Paldean Tauros Aqua Breed, Garganacl"
24,1234,Dawei Si,USA,"Sylveon, Annihilape, Armarouge, Talonflame, Maushold, Meowscarada"
25,1230,Nathan Ortiz,USA,"Salamence, Gholdengo, Armarouge, Female Indeedee, Skeledirge, Breloom"
26,195,Joshua Lorcy,USA,"Hydreigon, Annihilape, Arcanine, Maushold, Wash Rotom, Amoonguss"
27,1774,Jonathan Zuniga,N/A,"Azumarill, Gholdengo, Dragonite, Maushold, Skeledirge, Meowscarada"
28,198,James Baek,USA,"Hydreigon, Gholdengo, Talonflame, Glimmora, Paldean Tauros Aqua Breed, Amoonguss"
