Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,1932,Justin Tang,USA,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Gothitelle"
2,1561,Aaron Clemons,USA,"Iron Hands, Torkoal, Armarouge, Female Indeedee, Murkrow, Garchomp"
3,1680,Luca Paz,USA,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Roaring Moon"
4,129,Nick Navarre,USA,"Great Tusk, Lilligant, Torkoal, Kingambit, Flutter Mane, Dragonite"
5,25,Wolfe Glick,USA,"Iron Hands, Great Tusk, Gholdengo, Iron Bundle, Gothitelle, Iron Jugulis"
6,110,Carson Confer,USA,"Flamigo, Maushold, Flutter Mane, Dondozo, Tatsugiri, Gholdengo"
7,1616,Zackary Thornberg,USA,"Sylveon, Meowscarada, Flutter Mane, Dondozo, Tatsugiri, Gholdengo"
8,168,Justin Carris,USA,"Great Tusk, Tyranitar, Talonflame, Iron Bundle, Flutter Mane, Gothitelle"
9,1930,Jonathan DeKoekkoek,USA,"Great Tusk, Tyranitar, Talonflame, Iron Bundle, Flutter Mane, Abomasnow"
10,1933,Thomas DeRosa,USA,"Flamigo, Maushold, Flutter Mane, Dondozo, Tatsugiri, Gholdengo"
11,1773,Marco Martinez,USA,"Great Tusk, Maushold, Kingambit, Iron Bundle, Flutter Mane, Dragonite"
12,197,Brady Smith,USA,"Iron Hands, Gothitelle, Garganacl, Iron Bundle, Flutter Mane, Dragonite"
13,188,Alberto Lara,USA,"Garchomp, Corviknight, Volcarona, Iron Bundle, Klefki, Roaring Moon"
14,132,Ashton Cox,USA,"Iron Hands, Gardevoir, Gholdengo, Dondozo, Tatsugiri Droopy Form, Roaring Moon"
15,1088,Joseph Ugarte,USA,"Great Tusk, Amoonguss, Arcanine, Iron Bundle, Mimikyu, Kingambit"
16,199,Toler Webb,USA,"Great Tusk, Tyranitar, Talonflame, Iron Bundle, Flutter Mane, Gothitelle"
17,1565,Marcus Dion,Canada,"Pawmot, Glimmora, Arcanine, Dondozo, Tatsugiri, Talonflame"
18,205,Jon Hu,USA,"Torkoal, Jumpluff, Ceruledge, Wash Rotom, Flutter Mane, Garchomp"
19,1572,Darsh Patel,USA,"Stonjourner, Maushold, Gholdengo, Palafin, Flutter Mane, Salamence"
20,150,Paul Chua,USA,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Roaring Moon"
21,1934,Patrick Minchey,USA,"Sandy Shocks, Amoonguss, Arcanine, Iron Bundle, Iron Jugulis, Baxcalibur"
22,1485,Zee Costagliola,USA,"Great Tusk, Maushold, Ceruledge, Iron Bundle, Gholdengo, Dragonite"
23,1935,Enrique Grimaldo,Mexico,"Iron Hands, Grimmsnarl, Volcarona, Dondozo, Tatsugiri, Gholdengo"
24,1936,Will Inabinet,USA,"Great Tusk, Gholdengo, Talonflame, Iron Bundle, Houndstone, Tyranitar"
25,919,Benjamin Ghirardelli,Chile,"Great Tusk, Maushold, Talonflame, Iron Bundle, Gholdengo, Dragonite"
26,195,Joshua Lorcy,USA,"Iron Hands, Amoonguss, Arcanine, Iron Bundle, Gholdengo, Roaring Moon"
27,1139,Cameron Kicak,USA,"Iron Hands, Corviknight, Arcanine, Gyarados, Flutter Mane, Garchomp"
28,334,Caleb Ryor,USA,"Great Tusk, Maushold, Kingambit, Iron Bundle, Flutter Mane, Dragonite"
29,1937,Anthony Sabol,USA,"Iron Hands, Iron Bundle, Gholdengo, Dondozo, Tatsugiri Stretchy Form, Dragapult"
30,1766,Luka Trejgut,USA,"Kingambit, Amoonguss, Arcanine, Iron Bundle, Flutter Mane, Dragonite"
31,1938,Andrew Johnson,USA,"Electrode, Hydreigon, Arcanine, Stonjourner, Flutter Mane, Dragonite"
32,1892,Yotam Cohen,USA,"Great Tusk, Tyranitar, Talonflame, Iron Bundle, Flutter Mane, Gothitelle"
33,1939,Olivia Moledzki,Canada,"Great Tusk, Maushold, Kingambit, Iron Bundle, Flutter Mane, Dragonite"
34,1940,Joshua Denk,USA,"Iron Hands, Amoonguss, Volcarona, Iron Bundle, Klefki, Roaring Moon"
35,1941,Gregory Marinakis,USA,"Sandy Shocks, Brute Bonnet, Talonflame, Iron Bundle, Flutter Mane, Dragonite"
36,1942,Benjamin Romas,USA,"Annihilape, Maushold, Arcanine, Iron Bundle, Gholdengo, Roaring Moon"
37,1943,Ben Larson,USA,"Iron Hands, Abomasnow, Garganacl, Iron Bundle, Flutter Mane, Palafin"
38,663,Ben Grissmer,USA,"Iron Hands, Brute Bonnet, Armarouge, Female Indeedee, Annihilape, Vivillon"
39,1905,Jered Hunn,USA,"Great Tusk, Amoonguss, Talonflame, Kingambit, Flutter Mane, Baxcalibur"
40,1582,Matthew Woodruff,USA,"Iron Hands, Amoonguss, Armarouge, Female Indeedee, Hatterene, Kingambit"
41,1890,Wu Yichun,China,"Great Tusk, Tyranitar, Talonflame, Iron Bundle, Flutter Mane, Volcarona"
42,286,Kazuki Kanehira,USA,"Great Tusk, Tyranitar, Talonflame, Iron Bundle, Flutter Mane, Gothitelle"
43,202,Chris Danzo,USA,"Iron Hands, Amoonguss, Pelipper, Palafin, Gholdengo, Dragonite"
44,1944,Daniel Song,USA,"Iron Hands, Amoonguss, Pelipper, Palafin, Flutter Mane, Roaring Moon"
45,1945,Dillon Kleinvehn,USA,"Mimikyu, Maushold, Paldean Tauros Blaze Breed, Iron Bundle, Gholdengo, Dragonite"
46,1946,Emmanuel Wignall,USA,"Iron Hands, Amoonguss, Baxcalibur, Iron Bundle, Gholdengo, Dragonite"
47,343,Brian Youm,USA,"Iron Hands, Maushold, Ceruledge, Iron Bundle, Flutter Mane, Vivillon"
48,1947,Garrett Wilson,USA,"Iron Hands, Amoonguss, Arcanine, Iron Bundle, Flutter Mane, Tyranitar"
49,1684,Galo Orbea,Ecuador,"Iron Hands, Amoonguss, Arcanine, Iron Bundle, Garganacl, Roaring Moon"
50,1948,Duncan Bryk,USA,"Iron Hands, Pelipper, Arcanine, Palafin, Flutter Mane, Gothitelle"
51,1949,Jimmy Friedle,USA,"Iron Hands, Scream Tail, Talonflame, Palafin, Ceruledge, Hydreigon"
52,1950,Anthony Lugenbeal,USA,"Great Tusk, Umbreon, Talonflame, Iron Bundle, Flutter Mane, Kingambit"
53,382,Sohaib Mufti,USA,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Roaring Moon"
54,349,Janice Lee,USA,"Iron Hands, Brute Bonnet, Armarouge, Female Indeedee, Mimikyu, Kingambit"
55,358,Alex Underhill,USA,"Great Tusk, Glimmora, Talonflame, Iron Bundle, Flutter Mane, Kingambit"
56,163,Stephen Mea,USA,"Great Tusk, Brute Bonnet, Talonflame, Iron Bundle, Gholdengo, Tyranitar"
57,148,Ian McLaughlin,USA,"Lycanroc, Tyranitar, Drifblim, Female Indeedee, Gholdengo, Garchomp"
58,1800,Benji Carney,USA,"Annihilape, Maushold, Grimmsnarl, Wash Rotom, Gholdengo, Murkrow"
59,655,Len Deuel,USA,"Corviknight, Amoonguss, Tyranitar, Gyarados, Flutter Mane, Garchomp"
60,1791,Song Yiwen,China,"Great Tusk, Female Indeedee, Armarouge, Iron Bundle, Gholdengo, Murkrow"
61,1951,Nick D,USA,"Great Tusk, Tyranitar, Talonflame, Iron Bundle, Flutter Mane, Gothitelle"
62,644,Jairo Contreras,USA,"Sandy Shocks, Kingambit, Arcanine, Iron Bundle, Flutter Mane, Dragonite"
63,338,Dylan Salvanera,USA,"Sandy Shocks, Amoonguss, Paldean Tauros Blaze Breed, Iron Bundle, Baxcalibur, Roaring Moon"
64,1689,Gabriel Berrios,USA,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Roaring Moon"
65,1811,Anton Galkin,USA,"Ceruledge, Maushold, Talonflame, Iron Bundle, Flutter Mane, Roaring Moon"
66,1952,Ryan Nesmith,USA,"Annihilape, Maushold, Amoonguss, Iron Bundle, Flutter Mane, Tyranitar"
67,1486,Jeremy Boyd,USA,"Great Tusk, Amoonguss, Torkoal, Iron Bundle, Flutter Mane, Kingambit"
68,1953,Miguel Garcia,USA,"Iron Hands, Amoonguss, Arcanine, Palafin, Gholdengo, Dragonite"
