Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,2096,Lorenzo Silvestrini,Italy,"Rillaboom, Rapid Strike Urshifu, Gholdengo, Hisuian Arcanine, Tornadus, Flutter Mane"
2,20,Nils Dunlop,Sweden,"Regidrago, Rillaboom, Gholdengo, Tornadus, Hearthflame Mask Ogerpon, Rapid Strike Urshifu"
3,2859,Sergio Ramirez,Spain,"Hearthflame Mask Ogerpon, Flutter Mane, Chien-Pao, Dragonite, Rillaboom, Rapid Strike Urshifu"
4,22,Alessio Yuri Boschetto,Italy,"Landorus Therian, Iron Hands, Gholdengo, Amoonguss, Roaring Moon, Wellspring Mask Ogerpon"
5,54,Albert Bos,Spain,"Wellspring Mask Ogerpon, Salamence, Heatran, Flutter Mane, Rillaboom, Kingambit"
6,1515,Daniele Spuntarelli,Italy,"Landorus, Wellspring Mask Ogerpon, Hisuian Arcanine, Gholdengo, Chien-Pao, Rillaboom"
7,1994,Michael Kelsch,Germany,"Dragapult, Rapid Strike Urshifu, Tornadus, Chien-Pao, Hearthflame Mask Ogerpon, Female Indeedee"
8,1177,Batuhan Can,Germany,"Amoonguss, Iron Hands, Flutter Mane, Kingambit, Heatran, Landorus Therian"
9,553,Eloy Hahn,Germany,"Cresselia, Kingambit, Rillaboom, Heatran, Ursaluna, Salamence"
10,1490,Nikolaj  Høj Nielsen,Denmark,"Farigiraf, Single Strike Urshifu, Hearthflame Mask Ogerpon, Flutter Mane, Iron Hands, Bloodmoon Ursaluna"
11,2895,Filippo Mazzurana,Italy,"Kingambit, Hearthflame Mask Ogerpon, Chien-Pao, Dragonite, Amoonguss, Rapid Strike Urshifu"
12,2230,Ilias Roufogalis,Greece,"Hearthflame Mask Ogerpon, Landorus, Kingambit, Gastrodon, Grimmsnarl, Flutter Mane"
13,2896,Florian Hoffmann,Germany,"Flutter Mane, Ursaluna, Cresselia, Heatran, Rapid Strike Urshifu, Iron Hands"
14,2754,Alexander Ubaghs,Germany,"Tornadus, Brambleghast, Rapid Strike Urshifu, Wellspring Mask Ogerpon, Gholdengo, Landorus"
15,2897,Alessandro Pietro Tucci,Italy,"Hisuian Arcanine, Tornadus, Amoonguss, Gholdengo, Iron Hands, Rapid Strike Urshifu"
16,2898,Stefano De Maria,Italy,"Flutter Mane, Heatran, Landorus Therian, Amoonguss, Roaring Moon, Iron Hands"
17,1487,Selahattin Sturm,Germany,"Farigiraf, Chien-Pao, Rillaboom, Heatran, Rapid Strike Urshifu, Dragonite"
18,317,Nemanja Sandic,Germany,"Tornadus, Basculegion, Female Indeedee, Bloodmoon Ursaluna, Armarouge, Single Strike Urshifu"
19,2006,Daniele Seghizzi,Italy,"Landorus Therian, Rillaboom, Thundurus, Chi-Yu, Flutter Mane, Rapid Strike Urshifu"
20,1499,Maurice Uteg,Germany,"Volcarona, Grimmsnarl, Landorus Therian, Iron Hands, Wellspring Mask Ogerpon, Cresselia"
21,2899,Angelo Piscitelli,Italy,"Rillaboom, Rapid Strike Urshifu, Farigiraf, Dragapult, Tornadus, Hearthflame Mask Ogerpon"
22,2024,Rahim Farzan,Germany,"Landorus Therian, Flutter Mane, Tornadus, Single Strike Urshifu, Heatran, Rillaboom"
23,6,Markus Stadter,Germany,"Rillaboom, Chien-Pao, Rapid Strike Urshifu, Heatran, Farigiraf, Dragonite"
