Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,3433,Ruben Gianzini,Italy,"Chi-Yu, Tornadus, Shadow Rider Calyrex, Mienshao, Rillaboom, Clefairy"
2,106,Luca Ceribelli,Italy,"Miraidon, Chi-Yu, Single Strike Urshifu, Iron Hands, Whimsicott, Farigiraf"
3,1517,Antonio Sánchez,Spain,"Scream Tail, Terapagos, Rapid Strike Urshifu, Raging Bolt, Rillaboom, Incineroar"
4,648,Hippolyte Bernard,France,"Clefairy, Thundurus, Rapid Strike Urshifu, Shadow Rider Calyrex, Incineroar, Rillaboom"
5,1161,Alessio Fusca,Italy,"Wellspring Mask Ogerpon, Dragapult, Incineroar, Comfey, Terapagos, Rillaboom"
6,1647,Giuseppe Alario,Italy,"Rapid Strike Urshifu, Kyogre, Incineroar, Flutter Mane, Iron Jugulis, Tsareena"
7,1481,Victor Medina,Spain,"Raging Bolt, Rapid Strike Urshifu, Incineroar, Scream Tail, Rillaboom, Terapagos"
8,124,Alessandro Fantinato,Italy,"Zamazenta, Pelipper, Incineroar, Raging Bolt, Rillaboom, Chien-Pao"
9,1994,Michael Kelsch,Germany,"Latios, Chien-Pao, Rillaboom, Pelipper, Zamazenta, Rapid Strike Urshifu"
10,1551,Adrián Isidoro,Spain,"Shadow Rider Calyrex, Rapid Strike Urshifu, Incineroar, Rillaboom, Clefairy, Mienshao"
11,3450,Lorenzo Antognoni,Italy,"Clefairy, Chi-Yu, Tornadus, Rillaboom, Mienshao, Shadow Rider Calyrex"
12,73,Luca Lussignoli,Italy,"Rapid Strike Urshifu, Shadow Rider Calyrex, Incineroar, Clefairy, Tornadus, Rillaboom"
13,2096,Lorenzo Silvestrini,Italy,"Chi-Yu, Ditto, Clefairy, Shadow Rider Calyrex, Mienshao, Rillaboom"
14,1759,Adam Cherfaoui,France,"Thundurus, Shadow Rider Calyrex, Rillaboom, Incineroar, Rapid Strike Urshifu, Clefairy"
15,3451,Alessandro Tuzi,Italy,"Incineroar, Raging Bolt, Cornerstone Mask Ogerpon, Koraidon, Gholdengo, Flutter Mane"
16,2455,Lorenzo Sollini,Italy,"Incineroar, Rapid Strike Urshifu, Shadow Rider Calyrex, Rillaboom, Raging Bolt, Clefairy"
17,1514,Milko Mattavelli,Italy,"Shadow Rider Calyrex, Raging Bolt, Chi-Yu, Clefairy, Rillaboom, Mienshao"
18,1659,Marco Zoso,Italy,"Koraidon, Amoonguss, Raging Bolt, Incineroar, Flutter Mane, Gholdengo"
19,1515,Daniele Spuntarelli,Italy,"Terapagos, Clefairy, Tornadus, Incineroar, Rillaboom, Cornerstone Mask Ogerpon"
20,3452,Javier Corrales Martinez,Spain,"Ursaluna, Single Strike Urshifu, Cornerstone Mask Ogerpon, Incineroar, Lunala, Dondozo"
21,3453,Antonio Eolo Paci,Italy,"Farigiraf, Bloodmoon Ursaluna, Whimsicott, Iron Hands, Hearthflame Mask Ogerpon, Miraidon"
22,3454,Danilo Modugno,Italy,"Chien-Pao, Tornadus, Tsareena, Kyogre, Landorus, Incineroar"
23,1165,Giacomo Bovolenta,Italy,"Chien-Pao, Dragonite, Rapid Strike Urshifu, Lunala, Ditto, Rillaboom"
24,50,Davide Carrer,Italy,"Mienshao, Chi-Yu, Raging Bolt, Clefairy, Rillaboom, Shadow Rider Calyrex"
25,1503,Giulio Tarlao,Italy,"Tornadus, Amoonguss, Incineroar, Terapagos, Rillaboom, Rapid Strike Urshifu"
26,107,Giovanni Panarello,Italy,"Ting-Lu, Amoonguss, Pelipper, Ice Rider Calyrex, Rapid Strike Urshifu, Incineroar"
27,1664,Matteo Ghisini,Italy,"Archaludon, Incineroar, Kyogre, Tornadus, Rapid Strike Urshifu, Amoonguss"
28,2441,Matteo Centrone,Italy,"Iron Hands, Kingambit, Iron Leaves, Tornadus, Farigiraf, Miraidon"
29,3455,daniele fanelli,Italy,"Rapid Strike Urshifu, Tornadus, Rillaboom, Amoonguss, Terapagos, Incineroar"
30,3456,Shai Giuseppe Rabà,Italy,"Flutter Mane, Clefairy, Chi-Yu, Calyrex, Mienshao, Rillaboom"
31,3457,Matteo Costella,Italy,"Zamazenta, Pelipper, Rillaboom, Chien-Pao, Galarian Moltres, Flutter Mane"
32,2452,Valerio Scandurra,Italy,"Mienshao, Incineroar, Whimsicott, Raging Bolt, Shadow Rider Calyrex, Cornerstone Mask Ogerpon"
33,1147,Giovanni Piscitelli,Italy,"Tornadus, Shadow Rider Calyrex, Clefairy, Incineroar, Rapid Strike Urshifu, Rillaboom"
34,1102,William Bassolino,Italy,"Chi-Yu, Koraidon, Farigiraf, Flutter Mane, Rillaboom, Raging Bolt"
35,3458,Daniel Pisani,N/A,"Grimmsnarl, Ting-Lu, Rapid Strike Urshifu, Raging Bolt, Ice Rider Calyrex, Pelipper"
36,1491,Jacopo Gardin,Italy,"Brute Bonnet, Lunala, Chi-Yu, Rillaboom, Tornadus, Single Strike Urshifu"
37,3459,Antonio Marchitelli,Italy,"Raging Bolt, Clefairy, Hearthflame Mask Ogerpon, Rillaboom, Shadow Rider Calyrex, Rapid Strike Urshifu"
38,3460,Umberto Lo giudice,Italy,"Ditto, Incineroar, Ice Rider Calyrex, Raging Bolt, Single Strike Urshifu, Bloodmoon Ursaluna"
39,3193,Mark Cotter,Ireland,"Okidogi, Whimsicott, Rapid Strike Urshifu, Female Indeedee, Shadow Rider Calyrex, Cornerstone Mask Ogerpon"
40,2762,Carlos Caño Bermúdez,Spain,"Dondozo, Ursaluna, Cornerstone Mask Ogerpon, Lunala, Single Strike Urshifu, Incineroar"
41,3461,luca gesualdo,Italy,"Tsareena, Incineroar, Raging Bolt, Kyogre, Tornadus, Flutter Mane"
42,64,Leonardo Bonanomi,Italy,"Shadow Rider Calyrex, Rillaboom, Clefairy, Raging Bolt, Chi-Yu, Mienshao"
43,1020,Riccardo Appamea,Italy,"Rillaboom, Tornadus, Single Strike Urshifu, Volcarona, Kyogre, Raging Bolt"
44,3462,Riccardo Castellari,Italy,"Shadow Rider Calyrex, Rillaboom, Clefairy, Mienshao, Flutter Mane, Chi-Yu"
45,1820,Salvatore Rega,Italy,"Miraidon, Whimsicott, Chi-Yu, Tatsugiri, Dondozo, Cornerstone Mask Ogerpon"
46,635,Guiseppe Musicco,Italy,"Tornadus, Amoonguss, Incineroar, Wellspring Mask Ogerpon, Terapagos, Gholdengo"
47,3463,Michele Perlini,Italy,"Iron Hands, Bloodmoon Ursaluna, Tornadus, Farigiraf, Miraidon, Hearthflame Mask Ogerpon"
48,575,Matteo Velata,Italy,"Incineroar, Lunala, Ursaluna, Raging Bolt, Rapid Strike Urshifu, Amoonguss"
49,1052,Marco Bertoni,Italy,"Raging Bolt, Rillaboom, Chien-Pao, Pelipper, Zamazenta, Incineroar"
50,1656,Salvatore Paratore,Italy,"Chi-Yu, Mienshao, Raging Bolt, Rillaboom, Clefairy, Shadow Rider Calyrex"
51,3464,sali resuli,Italy,"Landorus Therian, Tornadus, Chi-Yu, Flutter Mane, Iron Hands, Miraidon"
52,2784,Kosta Daidimos,Greece,"Bloodmoon Ursaluna, Farigiraf, Hisuian Goodra, Hearthflame Mask Ogerpon, Smeargle, Ice Rider Calyrex"
53,2591,Alberto Cañuelo Gómez,Spain,"Miraidon, Flutter Mane, Iron Hands, Incineroar, Clefairy, Chi-Yu"
54,606,Max Waterman,Great Britain,"Bloodmoon Ursaluna, Single Strike Urshifu, Torkoal, Farigiraf, Smeargle, Ice Rider Calyrex"
55,1091,Roberto Parente,Italy,"Cornerstone Mask Ogerpon, Female Indeedee, Whimsicott, Regidrago, Shadow Rider Calyrex, Rapid Strike Urshifu"
56,1103,Tommaso Calzolari,Italy,"Incineroar, Ice Rider Calyrex, Bloodmoon Ursaluna, Amoonguss, Female Indeedee, Single Strike Urshifu"
57,2117,Davide Fazio,Italy,"Hearthflame Mask Ogerpon, Shadow Rider Calyrex, Mienshao, Clefairy, Rillaboom, Raging Bolt"
58,2118,Andrea Maiellaro,Italy,"Chi-Yu, Amoonguss, Zacian, Regidrago, Whimsicott, Wellspring Mask Ogerpon"
59,1837,Sidy Badiane,Italy,"Tornadus, Iron Hands, Amoonguss, Flutter Mane, Chi-Yu, Terapagos"
60,3465,Rafael Burca,Italy,"Raging Bolt, Ice Rider Calyrex, Pelipper, Rapid Strike Urshifu, Incineroar, Female Indeedee"
61,3466,Gabriele Cosma Gervasi,Italy,"Rapid Strike Urshifu, Chien-Pao, Flutter Mane, Rillaboom, Zamazenta, Pelipper"
62,2458,Emanuele Quagliani,Italy,"Rapid Strike Urshifu, Incineroar, Grimmsnarl, Pelipper, Lunala, Rillaboom"
63,3467,Gianmarco Corda,Italy,"Ice Rider Calyrex, Incineroar, Rapid Strike Urshifu, Pelipper, Raging Bolt, Amoonguss"
64,1151,Roberto Ceglia,Italy,"Groudon, Tornadus, Hearthflame Mask Ogerpon, Raging Bolt, Flutter Mane, Chien-Pao"
65,3468,Sebastiano Trinchitelli,Italy,"Tornadus, Terapagos, Flutter Mane, Iron Hands, Amoonguss, Chi-Yu"
66,3469,Daniel Reitano,Italy,"Farigiraf, Ursaluna, Tornadus, Hearthflame Mask Ogerpon, Rillaboom, Lunala"
67,3470,Pierluigi Berardino,Italy,"Amoonguss, Koraidon, Garganacl, Flutter Mane, Incineroar, Raging Bolt"
68,1832,Alessandro Marchionne,Italy,"Tornadus, Incineroar, Rillaboom, Shadow Rider Calyrex, Clefairy, Rapid Strike Urshifu"
69,3471,Khalil HOGGUI,France,"Torkoal, Ice Rider Calyrex, Female Indeedee, Rapid Strike Urshifu, Bloodmoon Ursaluna, Iron Hands"
70,2461,Ivan Vespa,Italy,"Whimsicott, Flutter Mane, Chi-Yu, Raging Bolt, Gothitelle, Groudon"
71,1763,Mattia Cipro,Italy,"Landorus, Archaludon, Rillaboom, Tornadus, Kyogre, Incineroar"
72,1742,Federico Camporesi,Italy,"Whimsicott, Chi-Yu, Miraidon, Farigiraf, Single Strike Urshifu, Iron Hands"
73,2887,Enrico Sbuttoni,Italy,"Bloodmoon Ursaluna, Iron Hands, Miraidon, Chi-Yu, Whimsicott, Farigiraf"
74,3196,Munkh Munkhbat,Netherlands,"Incineroar, Annihilape, Amoonguss, Terapagos, Rillaboom, Scream Tail"
75,2442,Francesco Mammucari,Italy,"Ice Rider Calyrex, Incineroar, Rapid Strike Urshifu, Ting-Lu, Pelipper, Raging Bolt"
