Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,1994,Michael Kelsch,Germany,"Pelipper, Chien-Pao, Latios, Rillaboom, Galarian Moltres, Zamazenta"
2,1747,Joji Kaieda,Japan,"Tornadus, Cornerstone Mask Ogerpon, Flutter Mane, Amoonguss, Terapagos, Chi-Yu"
3,1066,Marco Hemantha Kaladura Silva,Italy,"Single Strike Urshifu, Ice Rider Calyrex, Gholdengo, Raging Bolt, Incineroar, Amoonguss"
4,1536,Matt Maynard,Great Britain,"Iron Hands, Whimsicott, Miraidon, Wellspring Mask Ogerpon, Farigiraf, Bloodmoon Ursaluna"
5,1638,Frederik Nielsen,Denmark,"Tornadus, Farigiraf, Chi-Yu, Miraidon, Iron Hands, Bloodmoon Ursaluna"
6,20,Nils Dunlop,Sweden,"Hearthflame Mask Ogerpon, Whimsicott, Terapagos, Rapid Strike Urshifu, Female Indeedee, Regidrago"
7,1636,Donald Smith,USA,"Latios, Rillaboom, Zamazenta, Chien-Pao, Pelipper, Galarian Moltres"
8,2436,Lorenzo Allemagna,Italy,"Single Strike Urshifu, Amoonguss, Incineroar, Ice Rider Calyrex, Raging Bolt, Gholdengo"
9,1827,Aurélien Soula,France,"Single Strike Urshifu, Terapagos, Flutter Mane, Raging Bolt, Ceruledge, Tornadus"
10,422,Teemu Mankinen,Finland,"Galarian Moltres, Ting-Lu, Grimmsnarl, Ice Rider Calyrex, Milotic, Amoonguss"
11,1503,Giulio Tarlao,Italy,"Tornadus, Amoonguss, Incineroar, Terapagos, Rillaboom, Rapid Strike Urshifu"
12,62,Hjalmar Lind,Sweden,"Bloodmoon Ursaluna, Whimsicott, Miraidon, Cornerstone Mask Ogerpon, Farigiraf, Incineroar"
13,1856,Patrick Dawson,New Zealand,"Smeargle, Shadow Rider Calyrex, Kommo-o, Tornadus, Wellspring Mask Ogerpon, Incineroar"
14,2924,Louis Markl,Germany,"Clefairy, Mienshao, Chi-Yu, Shadow Rider Calyrex, Flutter Mane, Rillaboom"
15,1481,Victor Medina,Spain,"Incineroar, Pelipper, Amoonguss, Raging Bolt, Ice Rider Calyrex, Rapid Strike Urshifu"
16,28,Alex Gómez Berna,Spain,"Pelipper, Rillaboom, Incineroar, Zamazenta, Rapid Strike Urshifu, Raging Bolt"
17,3538,Roi Gómez García,Spain,"Farigiraf, Incineroar, Bloodmoon Ursaluna, Araquanid, Miraidon, Whimsicott"
18,3038,Damahni Palmer,N/A,"Incineroar, Ice Rider Calyrex, Raging Bolt, Amoonguss, Rapid Strike Urshifu, Pelipper"
19,3,Simone Sanvito,Italy,"Ice Rider Calyrex, Incineroar, Raging Bolt, Rapid Strike Urshifu, Pelipper, Amoonguss"
20,3539,Matteo Spadaro,Italy,"Raging Bolt, Incineroar, Pelipper, Rapid Strike Urshifu, Amoonguss, Ice Rider Calyrex"
21,33,Eric Rios,Spain,"Pelipper, Zamazenta, Raging Bolt, Rapid Strike Urshifu, Incineroar, Rillaboom"
22,301,Guillermo Castilla Diaz,Spain,"Incineroar, Amoonguss, Pelipper, Zacian, Raging Bolt, Rapid Strike Urshifu"
23,3540,Mattias Olsson,Sweden,"Amoonguss, Rapid Strike Urshifu, Raging Bolt, Incineroar, Shadow Rider Calyrex, Tornadus"
24,730,Jamie Kean,Great Britain,"Grimmsnarl, Raging Bolt, Rillaboom, Cornerstone Mask Ogerpon, Koraidon, Gholdengo"
25,3541,Mika Shannon,Sweden,"Flutter Mane, Pelipper, Zamazenta, Rapid Strike Urshifu, Incineroar, Rillaboom"
26,3056,Cameron Davidson,N/A,"Pelipper, Incineroar, Flutter Mane, Wellspring Mask Ogerpon, Zamazenta, Raging Bolt"
27,12,Javier Senorena,Spain,"Gastrodon, Incineroar, Flutter Mane, Shadow Rider Calyrex, Raging Bolt, Single Strike Urshifu"
28,1153,Taran Birdee,Great Britain,"Rapid Strike Urshifu, Chi-Yu, Terapagos, Flutter Mane, Rillaboom, Tornadus"
29,3501,Alessandro Giuliani,Italy,"Flutter Mane, Gastrodon, Hearthflame Mask Ogerpon, Raging Bolt, Groudon, Incineroar"
30,2754,Alexander Ubaghs,Germany,"Galarian Moltres, Rillaboom, Zamazenta, Pelipper, Chien-Pao, Latios"
31,3542,Alvaro Pozo,Spain,"Zamazenta, Raging Bolt, Ting-Lu, Pelipper, Rillaboom, Incineroar"
32,3543,Giovanni Manuel Tonelli,Italy,"Kyogre, Incineroar, Tornadus, Flutter Mane, Archaludon, Amoonguss"
33,1854,Marco Marras,Italy,"Chien-Pao, Zamazenta, Incineroar, Raging Bolt, Pelipper, Flutter Mane"
34,76,Flavio del Pidio,Italy,"Flutter Mane, Wellspring Mask Ogerpon, Gholdengo, Terapagos, Rillaboom, Incineroar"
35,2119,Carmine Ragone,Austria,"Rillaboom, Rapid Strike Urshifu, Tornadus, Shadow Rider Calyrex, Incineroar, Archaludon"
36,1820,Salvatore Rega,Italy,"Miraidon, Whimsicott, Chi-Yu, Tatsugiri, Dondozo, Cornerstone Mask Ogerpon"
37,2780,Cian Slyne,Ireland,"Incineroar, Koraidon, Raging Bolt, Flutter Mane, Gholdengo, Amoonguss"
38,3188,Forhad Chodhoury,Spain,"Rapid Strike Urshifu, Amoonguss, Lunala, Raging Bolt, Ursaluna, Incineroar"
39,2763,Christopher Daoud,N/A,"Miraidon, Farigiraf, Incineroar, Cornerstone Mask Ogerpon, Bloodmoon Ursaluna, Whimsicott"
40,2881,Kusha Kanani,Germany,"Pelipper, Latios, Galarian Moltres, Rillaboom, Zamazenta, Chien-Pao"
41,3544,Gianmaria Sorbino,Italy,"Miraidon, Incineroar, Whimsicott, Cornerstone Mask Ogerpon, Bloodmoon Ursaluna, Farigiraf"
42,3545,David Öberg,Sweden,"Entei, Wellspring Mask Ogerpon, Single Strike Urshifu, Farigiraf, Raging Bolt, Ice Rider Calyrex"
43,3546,Davide De Sio,Italy,"Amoonguss, Rapid Strike Urshifu, Terapagos, Rillaboom, Tornadus, Incineroar"
44,3547,David Degerman,Sweden,"Alolan Ninetales, Wellspring Mask Ogerpon, Bloodmoon Ursaluna, Ditto, Sinistcha, Ice Rider Calyrex"
45,3548,Francesco Cilurzo,Italy,"Rillaboom, Tornadus, Rapid Strike Urshifu, Amoonguss, Incineroar, Terapagos"
46,2888,Juan Francisco Alcaraz Paterna,Spain,"Chien-Pao, Zamazenta, Pelipper, Raging Bolt, Amoonguss, Incineroar"
47,2419,Raj Desai,Ireland,"Raging Bolt, Ice Rider Calyrex, Rapid Strike Urshifu, Amoonguss, Pelipper, Incineroar"
48,3016,Francesco Luigi Pardini,Italy,"Incineroar, Pelipper, Amoonguss, Ice Rider Calyrex, Garganacl, Rapid Strike Urshifu"
49,3549,Victor Larsson,Sweden,"Landorus, Incineroar, Wellspring Mask Ogerpon, Regieleki, Farigiraf, Ice Rider Calyrex"
50,1091,Roberto Parente,Italy,"Raging Bolt, Smeargle, Rillaboom, Shadow Rider Calyrex, Rapid Strike Urshifu, Incineroar"
51,2016,Ciro Barbato,Italy,"Ice Rider Calyrex, Pelipper, Rillaboom, Amoonguss, Rapid Strike Urshifu, Incineroar"
52,2023,Asra Stone,Great Britain,"Wellspring Mask Ogerpon, Kommo-o, Whimsicott, Raging Bolt, Incineroar, Shadow Rider Calyrex"
53,2892,Deniz Mimaroglu,Germany,"Galarian Moltres, Rillaboom, Zamazenta, Latios, Chien-Pao, Pelipper"
54,1517,Antonio Sánchez,Spain,"Pelipper, Rapid Strike Urshifu, Raging Bolt, Amoonguss, Incineroar, Ice Rider Calyrex"
55,3378,Fabian Slany,Germany,"Cornerstone Mask Ogerpon, Incineroar, Miraidon, Farigiraf, Whimsicott, Bloodmoon Ursaluna"
56,2860,Francesco Pio Pero,Italy,"Incineroar, Rillaboom, Rapid Strike Urshifu, Clefairy, Raging Bolt, Shadow Rider Calyrex"
57,1742,Federico Camporesi,Italy,"Amoonguss, Incineroar, Raging Bolt, Rapid Strike Urshifu, Tornadus, Terapagos"
58,1023,Oliver Eskolin,Finland,"Flutter Mane, Rillaboom, Chi-Yu, Tornadus, Rapid Strike Urshifu, Terapagos"
59,2897,Alessandro Pietro Tucci,Italy,"Incineroar, Tornadus, Terapagos, Amoonguss, Rillaboom, Rapid Strike Urshifu"
60,2237,Jorge Salinas,Spain,"Cornerstone Mask Ogerpon, Bloodmoon Ursaluna, Farigiraf, Whimsicott, Incineroar, Miraidon"
61,3550,Ivan De falco,Italy,"Terapagos, Tornadus, Rapid Strike Urshifu, Amoonguss, Incineroar, Raging Bolt"
62,1933,Thomas DeRosa,USA,"Incineroar, Cornerstone Mask Ogerpon, Farigiraf, Bloodmoon Ursaluna, Whimsicott, Miraidon"
63,1490,Nikolaj  Høj Nielsen,Denmark,"Farigiraf, Tornadus, Iron Hands, Chi-Yu, Miraidon, Bloodmoon Ursaluna"
64,73,Luca Lussignoli,Italy,"Raging Bolt, Rapid Strike Urshifu, Shadow Rider Calyrex, Incineroar, Clefairy, Rillaboom"
65,2420,Audric David,France,"Chien-Pao, Incineroar, Kyogre, Tsareena, Raging Bolt, Tornadus"
66,1137,Hengyue Zhang,USA,"Rillaboom, Zacian, Pelipper, Raging Bolt, Landorus, Incineroar"
67,1170,Mattie Morgan,Ireland,"Tornadus, Baxcalibur, Incineroar, Rapid Strike Urshifu, Kyogre, Tsareena"
68,2883,Jordan Guy,N/A,"Rapid Strike Urshifu, Tornadus, Raging Bolt, Terapagos, Chi-Yu, Amoonguss"
69,1624,Rayan Guezi,France,"Rapid Strike Urshifu, Amoonguss, Thundurus, Ice Rider Calyrex, Pelipper, Incineroar"
70,3551,Mattia Patacchiola,Italy,"Raging Bolt, Zamazenta, Single Strike Urshifu, Incineroar, Amoonguss, Porygon2"
71,1626,Ranieri Calderari,Italy,"Ice Rider Calyrex, Incineroar, Amoonguss, Landorus, Raging Bolt, Rapid Strike Urshifu"
72,2115,Sam Plassgård,Norway,"Pelipper, Flutter Mane, Chien-Pao, Rillaboom, Zamazenta, Galarian Moltres"
73,4,Jamie Boyt,Great Britain,"Grimmsnarl, Chandelure, Iron Valiant, Serperior, Miraidon, Rapid Strike Urshifu"
74,2930,Pros Leerman,Belgium,"Bloodmoon Ursaluna, Cornerstone Mask Ogerpon, Farigiraf, Incineroar, Ice Rider Calyrex, Araquanid"
75,2765,Simone Di felici,Italy,"Farigiraf, Raging Bolt, Amoonguss, Single Strike Urshifu, Incineroar, Zamazenta"
76,3552,Dominik Tonn,Austria,"Chi-Yu, Flutter Mane, Amoonguss, Rillaboom, Terapagos, Whimsicott"
77,3197,Anthony MAGAIL,France,"Incineroar, Ting-Lu, Toxapex, Eternatus, Dondozo, Amoonguss"
