Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,159,Riley Factura,USA,"Cresselia, Rapid Strike Urshifu, Amoonguss, Iron Hands, Chien-Pao, Heatran"
2,25,Wolfe Glick,USA,"Flutter Mane, Rapid Strike Urshifu, Amoonguss, Iron Hands, Chi-Yu, Landorus Therian"
3,188,Alberto Lara,USA,"Flutter Mane, Kingambit, Amoonguss, Gastrodon, Heatran, Landorus Therian"
4,271,Aaron Traylor,USA,"Cresselia, Rapid Strike Urshifu, Rillaboom, Iron Hands, Heatran, Landorus Therian"
5,1931,Ofomezie Emelle,USA,"Flutter Mane, Rapid Strike Urshifu, Brambleghast, Gholdengo, Chi-Yu, Tornadus"
6,1084,Andrew Ding,USA,"Flutter Mane, Rapid Strike Urshifu, Rillaboom, Hisuian Arcanine, Chien-Pao, Tornadus"
7,313,Jeudy Azzarelli,USA,"Flutter Mane, Cresselia, Amoonguss, Iron Hands, Chi-Yu, Landorus Therian"
8,342,Rajan Bal,USA,"Flutter Mane, Single Strike Urshifu, Tornadus, Cresselia, Heatran, Landorus Therian"
9,1028,James Evans,USA,"Cresselia, Single Strike Urshifu, Gastrodon, Iron Hands, Hisuian Arcanine, Landorus Therian"
10,163,Stephen Mea,USA,"Flutter Mane, Rapid Strike Urshifu, Brambleghast, Gholdengo, Chi-Yu, Tornadus"
11,657,Kyle Livinghouse,USA,"Flutter Mane, Tornadus, Amoonguss, Iron Hands, Chi-Yu, Landorus Therian"
12,1036,Meghan Hyman,USA,"Gholdengo, Rapid Strike Urshifu, Amoonguss, Iron Hands, Chi-Yu, Tornadus"
13,168,Justin Carris,USA,"Farigiraf, Rapid Strike Urshifu, Rillaboom, Heatran, Chien-Pao, Landorus Therian"
14,1274,Giovanni Cischke,USA,"Flutter Mane, Single Strike Urshifu, Dragonite, Iron Hands, Cresselia, Ursaluna"
15,198,James Baek,USA,"Flutter Mane, Rapid Strike Urshifu, Brambleghast, Gholdengo, Chi-Yu, Tornadus"
16,1692,Baby Singh,USA,"Flutter Mane, Rapid Strike Urshifu, Amoonguss, Iron Hands, Chien-Pao, Rillaboom"
17,1088,Joseph Ugarte,USA,"Flutter Mane, Single Strike Urshifu, Gastrodon, Iron Hands, Hisuian Arcanine, Cresselia"
18,130,Chuppa Cross IV,USA,"Hisuian Arcanine, Heatran, Rillaboom, Iron Hands, Iron Bundle, Landorus Therian"
19,1809,Austin Forcinito,USA,"Gholdengo, Rapid Strike Urshifu, Rillaboom, Farigiraf, Regidrago, Tornadus"
20,1580,Justin Knox,USA,"Flutter Mane, Tornadus, Rillaboom, Iron Hands, Chi-Yu, Landorus Therian"
21,394,Brendan Zheng,USA,"Flutter Mane, Arcanine, Amoonguss, Iron Hands, Iron Bundle, Tornadus"
22,652,George Tifverman,USA,"Gholdengo, Rapid Strike Urshifu, Tornadus, Iron Hands, Farigiraf, Pelipper"
23,2517,Logan Pressley,USA,"Flutter Mane, Azumarill, Armarouge, Iron Hands, Female Indeedee, Landorus Therian"
24,1262,Jonathan Melendez,USA,"Flutter Mane, Cresselia, Torkoal, Iron Hands, Chien-Pao, Ursaluna"
25,2518,Steven McCullough,USA,"Flutter Mane, Chi-Yu, Tatsugiri Stretchy Form, Dondozo, Chien-Pao, Dragonite"
26,2519,Chase Matteo,USA,"Kingambit, Rapid Strike Urshifu, Rillaboom, Tornadus, Chien-Pao, Landorus Therian"
27,2520,Ben Gandolfi,USA,"Flutter Mane, Rapid Strike Urshifu, Amoonguss, Tornadus, Heatran, Landorus Therian"
28,2521,Zachary Goldstein,USA,"Flutter Mane, Rapid Strike Urshifu, Rillaboom, Heatran, Chien-Pao, Tornadus"
29,1601,Rob McNeilly,USA,"Flutter Mane, Tornadus, Amoonguss, Iron Hands, Chi-Yu, Landorus Therian"
30,1785,Brian Collins,Ireland,"Enamorus Therian, Single Strike Urshifu, Maushold, Bruxish, Oranguru, Ursaluna"
31,343,Brian Youm,USA,"Flutter Mane, Single Strike Urshifu, Amoonguss, Iron Hands, Chi-Yu, Gyarados"
32,2522,Brandon Bynon,USA,"Flutter Mane, Rapid Strike Urshifu, Amoonguss, Iron Hands, Chi-Yu, Tornadus"
33,2125,Huang Jianzheng,China,"Sylveon, Dondozo, Tatsugiri, Iron Hands, Chi-Yu, Tornadus"
