Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,1517,Antonio Sánchez,Spain,"Farigiraf, Flutter Mane, Rillaboom, Incineroar, Hearthflame Mask Ogerpon, Rapid Strike Urshifu"
2,76,Flavio del Pidio,Italy,"Baxcalibur, Incineroar, Rillaboom, Flutter Mane, Wellspring Mask Ogerpon, Heatran"
3,43,Eduardo Cunha,Portugal,"Single Strike Urshifu, Raging Bolt, Wellspring Mask Ogerpon, Gholdengo, Incineroar, Tornadus"
4,301,Guillermo Castilla Diaz,Spain,"Raging Bolt, Wellspring Mask Ogerpon, Hisuian Arcanine, Flutter Mane, Landorus, Single Strike Urshifu"
5,1827,Aurélien Soula,France,"Wellspring Mask Ogerpon, Single Strike Urshifu, Flutter Mane, Chi-Yu, Tornadus, Glimmora"
6,1091,Roberto Parente,Italy,"Rapid Strike Urshifu, Female Indeedee, Iron Crown, Regidrago, Hearthflame Mask Ogerpon, Tornadus"
7,16,Nico Davide Cognetta,Italy,"Cresselia, Incineroar, Single Strike Urshifu, Raging Bolt, Registeel, Rillaboom"
8,2011,Joan Perelló,Spain,"Single Strike Urshifu, Tatsugiri, Flutter Mane, Tornadus, Glimmora, Dondozo"
9,3014,Kian Gregory,N/A,"Hisuian Arcanine, Gholdengo, Wellspring Mask Ogerpon, Iron Hands, Roaring Moon, Galarian Articuno"
10,1638,Frederik Nielsen,Denmark,"Tornadus, Farigiraf, Single Strike Urshifu, Hearthflame Mask Ogerpon, Iron Hands, Bloodmoon Ursaluna"
11,1154,Alex Soto,Spain,"Female Indeedee, Kingambit, Gallade, Torkoal, Iron Crown, Hatterene"
12,1997,Kylian Duquesne,USA,"Female Indeedee, Single Strike Urshifu, Wellspring Mask Ogerpon, Landorus, Iron Crown, Tornadus"
13,606,Max Waterman,Great Britain,"Landorus Therian, Heatran, Flutter Mane, Araquanid, Rillaboom, Porygon2"
14,1088,Joseph Ugarte,USA,"Amoonguss, Gouging Fire, Kingambit, Dragonite, Wellspring Mask Ogerpon, Chien-Pao"
15,20,Nils Dunlop,Sweden,"Flutter Mane, Cornerstone Mask Ogerpon, Bloodmoon Ursaluna, Farigiraf, Torkoal, Entei"
16,2835,YUXIANG WANG,China,"Kingambit, Flutter Mane, Wellspring Mask Ogerpon, Rillaboom, Chien-Pao, Gouging Fire"
17,2912,Ross Stewart,N/A,"Articuno, Alolan Ninetales, Hisuian Arcanine, Kingambit, Wellspring Mask Ogerpon, Landorus"
18,2092,Sergio Sánchez,Spain,"Galarian Weezing, Hisuian Arcanine, Single Strike Urshifu, Raging Bolt, Roaring Moon, Gholdengo"
19,603,Jonathan Marston,Great Britain,"Torkoal, Flutter Mane, Cornerstone Mask Ogerpon, Farigiraf, Gouging Fire, Iron Hands"
20,3015,Regino Domínguez,Spain,"Iron Hands, Incineroar, Kingambit, Wellspring Mask Ogerpon, Bronzong, Landorus"
21,1865,Jack Marshall,Great Britain,"Rapid Strike Urshifu, Kingambit, Hearthflame Mask Ogerpon, Amoonguss, Chien-Pao, Dragonite"
22,3016,Francesco Luigi Pardini,Italy,"Incineroar, Tornadus, Single Strike Urshifu, Wellspring Mask Ogerpon, Raging Bolt, Gholdengo"
23,2874,Hsuan Kuo,Netherlands,"Torkoal, Single Strike Urshifu, Farigiraf, Walking Wake, Cornerstone Mask Ogerpon, Flutter Mane"
24,3017,Julian Piñeiro Fernandez,Spain,"Rapid Strike Urshifu, Pelipper, Flutter Mane, Incineroar, Amoonguss, Archaludon"
25,4,Jamie Boyt,Great Britain,"Gouging Fire, Chien-Pao, Basculegion, Ogerpon, Primarina, Corviknight"
26,2420,Audric David,France,"Flutter Mane, Entei, Wellspring Mask Ogerpon, Rillaboom, Single Strike Urshifu, Iron Jugulis"
27,1497,Jack Clarke,Great Britain,"Grimmsnarl, Wellspring Mask Ogerpon, Okidogi, Roaring Moon, Gholdengo, Entei"
28,2419,Raj Desai,Ireland,"Single Strike Urshifu, Bloodmoon Ursaluna, Farigiraf, Incineroar, Wellspring Mask Ogerpon, Flutter Mane"
29,635,Guiseppe Musicco,Italy,"Flutter Mane, Amoonguss, Raging Bolt, Wellspring Mask Ogerpon, Roaring Moon, Incineroar"
30,12,Javier Senorena,Spain,"Landorus, Incineroar, Flutter Mane, Kingambit, Latias, Wellspring Mask Ogerpon"
31,2242,Daniel Daertni,Sweden,"Cornerstone Mask Ogerpon, Bloodmoon Ursaluna, Flutter Mane, Entei, Farigiraf, Torkoal"
32,3018,Matt Rowson,N/A,"Flutter Mane, Iron Hands, Gyarados, Kingambit, Gouging Fire, Amoonguss"
33,2086,Boris Hamm,USA,"Landorus, Rillaboom, Kingambit, Wellspring Mask Ogerpon, Flutter Mane, Gouging Fire"
34,1153,Taran Birdee,Great Britain,"Pelipper, Incineroar, Rapid Strike Urshifu, Archaludon, Amoonguss, Flutter Mane"
35,2620,Marc Seguí Coll,Spain,"Dondozo, Tornadus, Glimmora, Single Strike Urshifu, Tatsugiri, Flutter Mane"
36,2865,Ibrahim Maarouf,Germany,"Bloodmoon Ursaluna, Wellspring Mask Ogerpon, Incineroar, Galarian Weezing, Latios, Farigiraf"
37,3019,Conor McCormack,Ireland,"Female Indeedee, Torkoal, Ursaluna, Hatterene, Hearthflame Mask Ogerpon, Gallade"
38,1066,Marco Hemantha Kaladura Silva,Italy,"Amoonguss, Roaring Moon, Raging Bolt, Flutter Mane, Wellspring Mask Ogerpon, Incineroar"
39,2621,Maurizio D,Italy,"Flutter Mane, Hatterene, Iron Crown, Single Strike Urshifu, Female Indeedee, Torkoal"
40,1,Baris Akcos,Germany,"Flutter Mane, Hearthflame Mask Ogerpon, Rillaboom, Farigiraf, Rapid Strike Urshifu, Incineroar"
41,1191,Alejandro Ramos Oliva,Spain,"Glimmora, Flutter Mane, Single Strike Urshifu, Chi-Yu, Wellspring Mask Ogerpon, Tornadus"
42,2454,Anthony Manolache,France,"Flutter Mane, Single Strike Urshifu, Tornadus, Incineroar, Wellspring Mask Ogerpon, Gholdengo"
43,3020,Darren Chi hung Tang,N/A,"Dragonite, Single Strike Urshifu, Tatsugiri, Dondozo, Glimmora, Hearthflame Mask Ogerpon"
44,1217,Robert Wein,Germany,"Hisuian Lilligant, Torkoal, Ursaluna, Female Indeedee, Single Strike Urshifu, Hatterene"
45,1555,Juanma Luque,Spain,"Kingambit, Wellspring Mask Ogerpon, Chien-Pao, Flutter Mane, Gouging Fire, Farigiraf"
46,3021,Edward Solarte,N/A,"Flutter Mane, Iron Crown, Female Indeedee, Wellspring Mask Ogerpon, Incineroar, Single Strike Urshifu"
47,1861,Saffron McIver,Great Britain,"Iron Hands, Ursaluna, Cresselia, Flutter Mane, Single Strike Urshifu, Dragonite"
48,3022,Femi Jordanovic,N/A,"Flutter Mane, Wellspring Mask Ogerpon, Roaring Moon, Incineroar, Raging Bolt, Amoonguss"
49,3023,Reece Mensah,N/A,"Bloodmoon Ursaluna, Single Strike Urshifu, Tornadus, Female Indeedee, Iron Crown, Galarian Zapdos"
50,1996,Simon Schlütter,Germany,"Iron Hands, Amoonguss, Roaring Moon, Incineroar, Flutter Mane, Rapid Strike Urshifu"
51,1819,Tyler Furnell,Great Britain,"Amoonguss, Ursaluna, Gholdengo, Hatterene, Incineroar, Porygon2"
52,1856,Patrick Dawson,New Zealand,"Smeargle, Tornadus, Bloodmoon Ursaluna, Flutter Mane, Single Strike Urshifu, Farigiraf"
53,3024,José Luis García Sánchez,Spain,"Walking Wake, Rillaboom, Thundurus, Incineroar, Flutter Mane, Landorus"
54,2021,Matthieu Barbe,France,"Tornadus, Glimmora, Wellspring Mask Ogerpon, Flutter Mane, Chi-Yu, Single Strike Urshifu"
55,2006,Daniele Seghizzi,Italy,"Iron Bundle, Raging Bolt, Flutter Mane, Incineroar, Amoonguss, Landorus"
56,3025,Morgan Steed,N/A,"Scream Tail, Heatran, Landorus Therian, Chien-Pao, Wash Rotom, Rillaboom"
57,3026,Kyle Doran,N/A,"Rapid Strike Urshifu, Ogerpon, Chien-Pao, Incineroar, Raging Bolt, Farigiraf"
58,2027,Guilherme Martins,Portugal,"Landorus Therian, Flutter Mane, Gastrodon, Kingambit, Entei, Cornerstone Mask Ogerpon"
59,3027,Alfonso Gonzalez Enrique,Spain,"Incineroar, Flutter Mane, Landorus, Wellspring Mask Ogerpon, Registeel, Cresselia"
60,3028,Alessandro Cinardi,Italy,"Tornadus, Raging Bolt, Rapid Strike Urshifu, Gholdengo, Rillaboom, Incineroar"
61,3029,Luca Cacciolato,Italy,"Wellspring Mask Ogerpon, Amoonguss, Roaring Moon, Raging Bolt, Incineroar, Flutter Mane"
