Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,157,Emilio Forbes,USA,"Flutter Mane, Amoonguss, Arcanine, Iron Bundle, Kingambit, Iron Hands"
2,319,Gavin Michaels,USA,"Flutter Mane, Amoonguss, Gholdengo, Azumarill, Pelipper, Iron Hands"
3,1616,Zackary Thornberg,USA,"Flutter Mane, Scream Tail, Gholdengo, Annihilape, Maushold, Talonflame"
4,159,Riley Factura,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
5,130,Chuppa Cross IV,USA,"Dragonite, Chien-Pao, Gholdengo, Great Tusk, Garchomp, Talonflame"
6,1977,Caelan Brown,USA,"Flutter Mane, Amoonguss, Arcanine, Baxcalibur, Tatsugiri Droopy Form, Dondozo"
7,188,Alberto Lara,USA,"Flutter Mane, Klefki, Chi-Yu, Roaring Moon, Garchomp, Corviknight"
8,655,Len Deuel,USA,"Flutter Mane, Tyranitar, Lycanroc, Iron Bundle, Garchomp, Corviknight"
9,1949,Jimmy Friedle,USA,"Flutter Mane, Brute Bonnet, Chi-Yu, Palafin, Scream Tail, Talonflame"
10,1784,Neil Patel,Canada,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Roaring Moon"
11,703,Henry Rich,Australia,"Flutter Mane, Scream Tail, Gholdengo, Annihilape, Maushold, Talonflame"
12,167,Joseph Selmer,USA,"Ting-Lu, Wo-Chien, Arcanine, Glimmora, Tatsugiri, Dondozo"
13,161,Collin Heier,USA,"Flutter Mane, Amoonguss, Gholdengo, Azumarill, Pelipper, Iron Hands"
14,627,Patrick Donegan,USA,"Flutter Mane, Grimmsnarl, Gholdengo, Gyarados, Ting-Lu, Iron Hands"
15,2556,Alexander DAndrea,USA,"Dragonite, Chien-Pao, Gholdengo, Great Tusk, Garchomp, Talonflame"
16,1776,Shray Chakraborty,USA,"Flutter Mane, Gothitelle, Gholdengo, Azumarill, Pelipper, Iron Hands"
17,2259,Jose Vazquez,USA,"Flutter Mane, Gyarados, Chi-Yu, Iron Bundle, Ting-Lu, Iron Hands"
18,1976,Tyler Alexander,USA,"Lycanroc, Tyranitar, Armarouge, Female Indeedee, Tatsugiri Stretchy Form, Dondozo"
19,1084,Andrew Ding,USA,"Flutter Mane, Kingambit, Arcanine, Iron Bundle, Chien-Pao, Dragonite"
20,1684,Galo Orbea,Ecuador,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
21,2397,Robert Matthews,USA,"Flutter Mane, Farigiraf, Arcanine, Iron Bundle, Ting-Lu, Iron Hands"
22,2398,Loren Klemesrud,USA,"Flutter Mane, Amoonguss, Arcanine, Palafin, Pelipper, Iron Hands"
23,2399,Will Wetzel,USA,"Flutter Mane, Gothitelle, Gholdengo, Azumarill, Pelipper, Iron Hands"
24,304,Aaron Zheng,USA,"Flutter Mane, Tyranitar, Lycanroc, Iron Bundle, Garchomp, Corviknight"
25,2400,Everett Filloon,USA,"Gothitelle, Amoonguss, Gholdengo, Murkrow, Great Tusk, Iron Hands"
26,2300,Ben Emerzian,USA,"Flutter Mane, Klefki, Chi-Yu, Roaring Moon, Garchomp, Corviknight"
27,1289,Shawn Tang,Singapore,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Baxcalibur"
28,1680,Luca Paz,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
29,2177,Vijay Sood,USA,"Gardevoir, Meowscarada, Iron Moth, Azumarill, Tinkaton, Braviary"
30,1693,Aaron Brok,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
31,2401,Andrew Sutherland,USA,"Annihilape, Maushold, Talonflame, Glimmora, Tatsugiri, Dondozo"
32,377,River Davis,USA,"Flutter Mane, Gothitelle, Gholdengo, Azumarill, Pelipper, Iron Hands"
33,1789,Ding Zishuo,China,"Dragonite, Glimmora, Chi-Yu, Iron Bundle, Tatsugiri, Dondozo"
34,1398,Erik Holmstrom,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
35,1965,Thomas Hayden,USA,"Hatterene, Lilligant, Torkoal, Female Indeedee, Armarouge, Iron Hands"
36,1971,Lev Willey,USA,"Dragonite, Glimmora, Chi-Yu, Iron Bundle, Tatsugiri, Dondozo"
37,1039,Allan Martinez,USA,"Annihilape, Maushold, Gholdengo, Iron Bundle, Ting-Lu, Gyarados"
38,1484,Zac Emerzian,USA,"Scizor, Amoonguss, Armarouge, Azumarill, Sandy Shocks, Hydreigon"
39,2157,Mason Cutler,USA,"Flutter Mane, Glimmora, Talonflame, Paldean Tauros Aqua Breed, Tatsugiri Droopy Form, Dondozo"
40,2068,Carson Jones,USA,"Flutter Mane, Glimmora, Talonflame, Scream Tail, Maushold, Annihilape"
41,2281,William Fuh,USA,"Flutter Mane, Abomasnow, Talonflame, Iron Bundle, Azumarill, Iron Hands"
42,1800,Benji Carney,USA,"Annihilape, Maushold, Talonflame, Iron Bundle, Chien-Pao, Gholdengo"
43,1932,Justin Tang,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
44,2163,Eli Knowlton,USA,"Flutter Mane, Jumpluff, Arcanine, Torkoal, Sandy Shocks, Iron Hands"
45,1088,Joseph Ugarte,USA,"Flutter Mane, Kingambit, Arcanine, Iron Bundle, Chien-Pao, Dragonite"
46,653,Aditya Subramanian,USA,"Mimikyu, Maushold, Chi-Yu, Iron Bundle, Great Tusk, Glimmora"
47,1636,Donald Smith,USA,"Flutter Mane, Chien-Pao, Orthworm, Gyarados, Ting-Lu, Dragonite"
48,2402,Tony Cornejo,USA,"Flutter Mane, Kingambit, Farigiraf, Iron Bundle, Great Tusk, Talonflame"
49,211,Grant Weldon,USA,"Glimmora, Tyranitar, Gholdengo, Iron Bundle, Great Tusk, Talonflame"
50,2403,Alexander Canseco,Mexico,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Baxcalibur"
51,1635,Logan Hirsch,Canada,"Flutter Mane, Kingambit, Chien-Pao, Gyarados, Great Tusk, Dragonite"
52,2404,TJ Specht,N/A,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Scizor, Iron Hands"
53,2405,Trevor Pennypacker,USA,"Flutter Mane, Jumpluff, Torkoal, Sylveon, Great Tusk, Kingambit"
54,2406,David Rosemon,USA,"Flutter Mane, Chien-Pao, Dragonite, Iron Bundle, Garchomp, Talonflame"
55,2407,Raaif Qazi,USA,"Flutter Mane, Jumpluff, Torkoal, Chien-Pao, Great Tusk, Slither Wing"
56,1940,Joshua Denk,USA,"Flutter Mane, Orthworm, Dragonite, Gothitelle, Ting-Lu, Iron Hands"
57,2408,Ben Flitcroft,USA,"Flutter Mane, Wo-Chien, Chi-Yu, Torkoal, Great Tusk, Roaring Moon"
58,1695,Grant Laird,USA,"Pawmot, Chien-Pao, Gholdengo, Iron Bundle, Garchomp, Talonflame"
59,1785,Brian Collins,Ireland,"Female Indeedee, Brute Bonnet, Armarouge, Azumarill, Maushold, Hatterene"
60,2409,Michael Munoz,USA,"Flutter Mane, Amoonguss, Chi-Yu, Iron Bundle, Great Tusk, Murkrow"
61,162,Gary Qian,USA,"Flutter Mane, Female Indeedee, Armarouge, Drednaw, Pelipper, Krookodile"
62,2265,Hoàng Hồ,N/A,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
63,2410,Daniel Franklin,USA,"Chien-Pao, Amoonguss, Gholdengo, Azumarill, Pelipper, Dragonite"
64,221,Nicholas Ong,Singapore,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
