Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,16,Nico Davide Cognetta,Italy,"Flutter Mane, Orthworm, Chien-Pao, Gyarados, Ting-Lu, Dragonite"
2,3,Simone Sanvito,Italy,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
3,1011,Roberto Porretti,Italy,"Flutter Mane, Breloom, Chien-Pao, Magnezone, Garchomp, Talonflame"
4,1161,Alessio Fusca,Italy,"Gholdengo, Amoonguss, Chien-Pao, Paldean Tauros Aqua Breed, Ting-Lu, Dragapult"
5,1101,Andrea Piasso,Italy,"Dragonite, Glimmora, Chien-Pao, Ting-Lu, Tatsugiri Droopy Form, Dondozo"
6,106,Luca Ceribelli,Italy,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
7,1759,Adam Cherfaoui,France,"Flutter Mane, Amoonguss, Chi-Yu, Iron Bundle, Scream Tail, Annihilape"
8,1137,Hengyue Zhang,USA,"Flutter Mane, Scizor, Chi-Yu, Iron Bundle, Great Tusk, Murkrow"
9,107,Giovanni Panarello,Italy,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
10,1498,Francesco Raga,Italy,"Flutter Mane, Kingambit, Chien-Pao, Gyarados, Great Tusk, Dragonite"
11,2424,Nicholas Belometti,Italy,"Flutter Mane, Kingambit, Chien-Pao, Iron Bundle, Great Tusk, Dragonite"
12,2425,Marco Marziali,Italy,"Annihilape, Amoonguss, Arcanine, Iron Bundle, Chien-Pao, Dragonite"
13,1481,Victor Medina,Spain,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
14,40,Francesco Pardini,Italy,"Flutter Mane, Amoonguss, Gholdengo, Iron Bundle, Grimmsnarl, Iron Hands"
15,64,Leonardo Bonanomi,Italy,"Flutter Mane, Kingambit, Arcanine, Iron Bundle, Chien-Pao, Dragonite"
16,29,Andrea Di Francesco,Italy,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Corviknight"
17,1837,Sidy Badiane,Italy,"Flutter Mane, Kingambit, Arcanine, Iron Bundle, Chien-Pao, Dragonite"
18,1507,Francesco  P Pero,Italy,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Roaring Moon"
19,2426,Tommaso Benedetti,Italy,"Flutter Mane, Amoonguss, Arcanine, Iron Bundle, Kingambit, Dragonite"
20,2427,Enrico Genovese,Italy,"Flutter Mane, Orthworm, Chi-Yu, Iron Bundle, Ting-Lu, Dragonite"
21,1651,Emanuele Briganti,Italy,"Glimmora, Wo-Chien, Volcarona, Palafin, Gothitelle, Scream Tail"
22,1853,Wang Shengyu,China,"Flutter Mane, Scizor, Chi-Yu, Iron Bundle, Great Tusk, Murkrow"
23,1659,Marco Zoso,Italy,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Garchomp, Iron Hands"
24,1817,Kurt Wonka,Austria,"Flutter Mane, Kingambit, Arcanine, Iron Bundle, Chien-Pao, Dragonite"
25,1664,Matteo Ghisini,Italy,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
26,1023,Oliver Eskolin,Finland,"Flutter Mane, Kingambit, Arcanine, Iron Bundle, Chien-Pao, Dragonite"
27,1165,Giacomo Bovolenta,Italy,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Braviary"
