Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,28,Alex Gómez Berna,Spain,"Flutter Mane, Chien-Pao, Dragapult, Dondozo, Ting-Lu, Iron Hands"
2,351,Raghav Malaviya,USA,"Flutter Mane, Amoonguss, Arcanine, Palafin, Pelipper, Iron Hands"
3,1481,Victor Medina,Spain,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
4,1088,Joseph Ugarte,USA,"Flutter Mane, Jumpluff, Torkoal, Chien-Pao, Great Tusk, Kingambit"
5,1066,Marco Hemantha Kaladura Silva,Italy,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Garchomp, Iron Hands"
6,130,Chuppa Cross IV,USA,"Gholdengo, Chien-Pao, Dragonite, Iron Bundle, Garchomp, Talonflame"
7,313,Jeudy Azzarelli,USA,"Flutter Mane, Amoonguss, Arcanine, Palafin, Pelipper, Iron Hands"
8,1580,Justin Knox,USA,"Flutter Mane, Grimmsnarl, Iron Moth, Gyarados, Gholdengo, Iron Hands"
9,1616,Zackary Thornberg,USA,"Flutter Mane, Maushold, Annihilape, Scream Tail, Kingambit, Talonflame"
10,110,Carson Confer,USA,"Gothitelle, Scream Tail, Tatsugiri, Dondozo, Ting-Lu, Flamigo"
11,382,Sohaib Mufti,USA,"Flutter Mane, Amoonguss, Arcanine, Iron Bundle, Kingambit, Iron Hands"
12,1880,Pan Si  Ming,Hong Kong,"Flutter Mane, Chien-Pao, Orthworm, Wash Rotom, Ting-Lu, Dragonite"
13,703,Henry Rich,Australia,"Flutter Mane, Maushold, Annihilape, Scream Tail, Kingambit, Talonflame"
14,657,Kyle Livinghouse,USA,"Flutter Mane, Chien-Pao, Dragapult, Dondozo, Ting-Lu, Iron Hands"
15,33,Eric Rios,Spain,"Flutter Mane, Amoonguss, Arcanine, Iron Bundle, Kingambit, Iron Hands"
16,2227,Leonard Craft  III,USA,"Flutter Mane, Maushold, Annihilape, Scream Tail, Chien-Pao, Talonflame"
17,16,Nico Davide Cognetta,Italy,"Flutter Mane, Amoonguss, Gholdengo, Iron Bundle, Grimmsnarl, Iron Hands"
18,1234,Dawei Si,USA,"Gholdengo, Meowscarada, Arcanine, Dondozo, Ting-Lu, Tatsugiri Stretchy Form"
19,25,Wolfe Glick,USA,"Gothitelle, Scream Tail, Tatsugiri, Dondozo, Ting-Lu, Flamigo"
20,1028,James Evans,USA,"Gholdengo, Chien-Pao, Talonflame, Iron Bundle, Garchomp, Iron Hands"
21,1905,Jered Hunn,USA,"Grimmsnarl, Amoonguss, Chi-Yu, Orthworm, Ting-Lu, Iron Hands"
22,177,Dorian Andre Quinones Vallejos,Peru,"Flutter Mane, Amoonguss, Arcanine, Iron Bundle, Kingambit, Iron Hands"
23,418,Alex Arand,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
24,26,Trista Medine,USA,"Flutter Mane, Chien-Pao, Chi-Yu, Dondozo, Ting-Lu, Dragonite"
25,301,Guillermo Castilla Diaz,Spain,"Flutter Mane, Amoonguss, Paldean Tauros Blaze Breed, Wash Rotom, Ting-Lu, Corviknight"
26,1260,Michael Zhang,USA,"Flutter Mane, Amoonguss, Arcanine, Iron Bundle, Tyranitar, Baxcalibur"
27,2359,Joseph Kwan,USA,"Flutter Mane, Chien-Pao, Orthworm, Wash Rotom, Ting-Lu, Dragonite"
28,1695,Grant Laird,USA,"Gholdengo, Chien-Pao, Talonflame, Pawmot, Garchomp, Dragonite"
29,1287,Ezequiel Cordero,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
30,132,Ashton Cox,USA,"Flutter Mane, Amoonguss, Arcanine, Palafin, Kingambit, Iron Hands"
31,1935,Enrique Grimaldo,Mexico,"Gholdengo, Grimmsnarl, Volcarona, Dondozo, Tatsugiri, Iron Hands"
32,1563,Siddharth Singhal,N/A,"Gholdengo, Maushold, Baxcalibur, Iron Bundle, Great Tusk, Talonflame"
33,167,Joseph Selmer,USA,"Glimmora, Wo-Chien, Arcanine, Dondozo, Ting-Lu, Tatsugiri"
34,185,Brandon Tuchtenhagen,USA,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Roaring Moon"
35,2274,Alessio Piscitelli,Canada,"Gholdengo, Chien-Pao, Talonflame, Iron Bundle, Garchomp, Iron Hands"
36,319,Gavin Michaels,USA,"Gholdengo, Amoonguss, Pelipper, Azumarill, Farigiraf, Iron Hands"
37,161,Collin Heier,USA,"Flutter Mane, Amoonguss, Gholdengo, Azumarill, Pelipper, Iron Hands"
38,1086,Calvin Foster,Great Britain,"Flutter Mane, Chien-Pao, Kingambit, Iron Bundle, Great Tusk, Dragonite"
39,1965,Thomas Hayden,USA,"Hatterene, Female Indeedee, Armarouge, Torkoal, Oranguru, Hariyama"
40,188,Alberto Lara,USA,"Flutter Mane, Klefki, Chi-Yu, Corviknight, Garchomp, Roaring Moon"
41,1560,Norah Bowman,USA,"Flutter Mane, Amoonguss, Arcanine, Kingambit, Ting-Lu, Dragonite"
42,1808,Jacob Mortenson,USA,"Flutter Mane, Amoonguss, Gholdengo, Azumarill, Pelipper, Iron Hands"
43,150,Paul Chua,USA,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Roaring Moon"
44,129,Nick Navarre,USA,"Flutter Mane, Maushold, Annihilape, Scream Tail, Gholdengo, Talonflame"
45,175,Paul Ruiz,Ecuador,"Gholdengo, Maushold, Annihilape, Iron Bundle, Great Tusk, Roaring Moon"
46,1141,Lauri Halonen,Finland,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Garchomp, Iron Hands"
47,2081,Matthew Warren,Canada,"Flutter Mane, Amoonguss, Gholdengo, Azumarill, Pelipper, Iron Hands"
48,1774,Jonathan Zuniga,N/A,"Flutter Mane, Kingambit, Arcanine, Iron Bundle, Chien-Pao, Dragonite"
49,2551,Roland Barbaza,USA,"Flutter Mane, Maushold, Chi-Yu, Wash Rotom, Annihilape, Baxcalibur"
50,1486,Jeremy Boyd,USA,"Flutter Mane, Amoonguss, Torkoal, Gyarados, Ting-Lu, Iron Hands"
51,342,Rajan Bal,USA,"Flutter Mane, Maushold, Annihilape, Scream Tail, Gholdengo, Talonflame"
