Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,199,Toler Webb,USA,"Gholdengo, Tornadus, Raging Bolt, Incineroar, Single Strike Urshifu, Wellspring Mask Ogerpon"
2,1028,James Evans,USA,"Landorus, Wellspring Mask Ogerpon, Flutter Mane, Rillaboom, Kingambit, Gouging Fire"
3,1935,Enrique Grimaldo,Mexico,"Farigiraf, Flutter Mane, Wellspring Mask Ogerpon, Amoonguss, Incineroar, Entei"
4,1680,Luca Paz,USA,"Single Strike Urshifu, Flutter Mane, Wellspring Mask Ogerpon, Landorus, Chi-Yu, Raging Bolt"
5,1932,Justin Tang,USA,"Hisuian Arcanine, Raging Bolt, Single Strike Urshifu, Flutter Mane, Landorus, Wellspring Mask Ogerpon"
6,657,Kyle Livinghouse,USA,"Single Strike Urshifu, Chi-Yu, Flutter Mane, Tornadus, Glimmora, Wellspring Mask Ogerpon"
7,3122,Averi Biery,USA,"Amoonguss, Kommo-o, Flutter Mane, Incineroar, Ting-Lu, Porygon2"
8,1560,Norah Bowman,USA,"Amoonguss, Incineroar, Farigiraf, Raging Bolt, Landorus, Rapid Strike Urshifu"
9,655,Len Deuel,USA,"Lycanroc, Corviknight, Iron Bundle, Tyranitar, Gholdengo, Garchomp"
10,1088,Joseph Ugarte,USA,"Amoonguss, Gouging Fire, Kingambit, Dragonite, Wellspring Mask Ogerpon, Chien-Pao"
11,2225,Junxi Zhu,USA,"Porygon2, Gholdengo, Amoonguss, Incineroar, Landorus, Rapid Strike Urshifu"
12,1890,Wu Yichun,China,"Raging Bolt, Single Strike Urshifu, Flutter Mane, Wellspring Mask Ogerpon, Landorus, Hisuian Arcanine"
13,3123,Greyson Hammock,USA,"Tornadus, Farigiraf, Glimmora, Bloodmoon Ursaluna, Hearthflame Mask Ogerpon, Single Strike Urshifu"
14,3124,Samuel Moore,USA,"Single Strike Urshifu, Wellspring Mask Ogerpon, Incineroar, Flutter Mane, Farigiraf, Landorus"
15,1766,Luka Trejgut,USA,"Gouging Fire, Wellspring Mask Ogerpon, Rillaboom, Chien-Pao, Flutter Mane, Kingambit"
16,666,Fiona Szymkiewicz,Canada,"Suicune, Hisuian Arcanine, Baxcalibur, Flutter Mane, Rillaboom, Landorus"
17,1631,Jesse Romolo,Canada,"Glimmora, Chi-Yu, Single Strike Urshifu, Wellspring Mask Ogerpon, Flutter Mane, Tornadus"
18,2150,Marcos Perez,USA,"Gouging Fire, Ting-Lu, Wellspring Mask Ogerpon, Single Strike Urshifu, Tornadus, Flutter Mane"
19,195,Joshua Lorcy,USA,"Iron Jugulis, Wellspring Mask Ogerpon, Flutter Mane, Bloodmoon Ursaluna, Farigiraf, Incineroar"
20,1684,Galo Orbea,Ecuador,"Wellspring Mask Ogerpon, Flutter Mane, Amoonguss, Incineroar, Raging Bolt, Roaring Moon"
21,2938,Drew Brown,USA,"Landorus, Single Strike Urshifu, Hisuian Arcanine, Raging Bolt, Wellspring Mask Ogerpon, Flutter Mane"
22,3125,Austin Le,USA,"Wellspring Mask Ogerpon, Single Strike Urshifu, Tornadus, Gholdengo, Raging Bolt, Incineroar"
23,2359,Joseph Kwan,USA,"Ting-Lu, Kommo-o, Amoonguss, Incineroar, Gholdengo, Porygon2"
24,283,Andrew Nowak,USA,"Incineroar, Flutter Mane, Wellspring Mask Ogerpon, Whimsicott, Gouging Fire, Raging Bolt"
