Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,1680,Luca Paz,USA,"Pawmot, Gholdengo, Dragonite, Tatsugiri, Dondozo, Murkrow"
2,1154,Alex Soto,Spain,"Annihilape, Torkoal, Armarouge, Female Indeedee, Hatterene, Kingambit"
3,40,Francesco Pardini,Italy,"Glimmora, Garganacl, Dragonite, Gastrodon, Paldean Tauros Blaze Breed, Dragapult"
4,1099,Faaiz Ashfaq,Germany,"Glimmora, Gholdengo, Paldean Tauros Blaze Breed, Tatsugiri, Dondozo, Meowscarada"
5,1817,Kurt Wonka,Austria,"Kingambit, Gholdengo, Dragonite, Pelipper, Palafin, Meowscarada"
6,1507,Francesco  P Pero,Italy,"Pawmot, Gholdengo, Arcanine, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
7,1147,Giovanni Piscitelli,Italy,"Baxcalibur, Kingambit, Volcarona, Mimikyu, Paldean Tauros Aqua Breed, Amoonguss"
8,1818,Claudio Giandomenico,Italy,"Dragonite, Gholdengo, Volcarona, Murkrow, Paldean Tauros Aqua Breed, Meowscarada"
9,1624,Rayan Guezi,France,"Garchomp, Gholdengo, Skeledirge, Kilowattrel, Azumarill, Amoonguss"
10,1652,Francesco Iozzia,Italy,"Hydreigon, Annihilape, Arcanine, Gastrodon, Maushold, Amoonguss"
11,1742,Federico Camporesi,Italy,"Kingambit, Gholdengo, Salamence, Pelipper, Palafin, Amoonguss"
12,1068,Sam Bentham,Great Britain,"Sylveon, Gholdengo, Garchomp, Talonflame, Gastrodon, Meowscarada"
13,106,Luca Ceribelli,Italy,"Dragonite, Gholdengo, Volcarona, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
14,1206,Christian Schulz,Germany,"Pawmot, Garganacl, Volcarona, Baxcalibur, Paldean Tauros Aqua Breed, Amoonguss"
15,1819,Tyler Furnell,Great Britain,"Kingambit, Gholdengo, Dragonite, Pelipper, Palafin, Amoonguss"
16,1820,Salvatore Rega,Italy,"Glimmora, Hariyama, Gastrodon, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
17,1481,Victor Medina,Spain,"Pawmot, Gholdengo, Volcarona, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
18,1759,Adam Cherfaoui,France,"Garchomp, Gholdengo, Skeledirge, Kilowattrel, Azumarill, Amoonguss"
19,33,Eric Rios,Spain,"Kingambit, Gholdengo, Mimikyu, Pelipper, Paldean Tauros Aqua Breed, Amoonguss"
20,50,Davide Carrer,Italy,"Pawmot, Gholdengo, Arcanine, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
21,1023,Oliver Eskolin,Finland,"Pawmot, Gholdengo, Volcarona, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
22,1141,Lauri Halonen,Finland,"Mimikyu, Garganacl, Gastrodon, Tatsugiri, Dondozo, Meowscarada"
23,1821,Julián Piñeiro,Spain,"Kingambit, Gholdengo, Salamence, Pelipper, Palafin, Amoonguss"
24,1506,Bas van  der  Heijden,USA,"Pawmot, Gholdengo, Salamence, Pelipper, Palafin, Amoonguss"
25,28,Alex Gómez Berna,Spain,"Garganacl, Gholdengo, Dragapult, Salazzle, Paldean Tauros Aqua Breed, Meowscarada"
26,15,Miguel Marti de La Torre,Spain,"Pawmot, Kingambit, Salamence, Pelipper, Palafin, Amoonguss"
27,1822,Charlie Donnelly,Ireland,"Garganacl, Kingambit, Baxcalibur, Volcarona, Azumarill, Meowscarada"
28,1823,Timo van der Vliet,USA,"Glimmora, Gholdengo, Azumarill, Murkrow, Paldean Tauros Blaze Breed, Meowscarada"
29,102,Bartosz Ekiert,Poland,"Pawmot, Kingambit, Salamence, Pelipper, Drednaw, Amoonguss"
30,1824,David Conesa,Spain,"Mimikyu, Kingambit, Salamence, Pelipper, Palafin, Amoonguss"
31,39,David Koutesh,Czech Republic,"Dragonite, Gholdengo, Torkoal, Tatsugiri, Dondozo, Lilligant"
32,1825,Jack Chapman,Great Britain,"Kingambit, Gholdengo, Salamence, Pelipper, Palafin, Amoonguss"
33,1153,Taran Birdee,Great Britain,"Amoonguss, Gholdengo, Salamence, Pelipper, Palafin, Meowscarada"
34,16,Nico Davide Cognetta,Italy,"Maushold, Annihilape, Baxcalibur, Arcanine, Wash Rotom, Amoonguss"
35,22,Alessio Yuri Boschetto,Italy,"Hydreigon, Gholdengo, Amoonguss, Pelipper, Palafin, Meowscarada"
36,1761,Rebecca Dixon,Great Britain,"Pawmot, Gholdengo, Arcanine, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
37,1497,Jack Clarke,Great Britain,"Espathra, Magnezone, Salamence, Pelipper, Quaquaval, Amoonguss"
38,1554,Yale  K  A Gasaan,USA,"Garchomp, Gholdengo, Azumarill, Murkrow, Heat Rotom, Meowscarada"
39,1827,Aurélien Soula,France,"Pawmot, Gholdengo, Arcanine, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
40,1828,Leung Pak Hei,Hong Kong,"Kingambit, Gholdengo, Salamence, Pelipper, Palafin, Amoonguss"
41,1501,Alfonso González,Spain,"Sylveon, Kingambit, Baxcalibur, Paldean Tauros Blaze Breed, Palafin, Amoonguss"
42,76,Flavio del Pidio,Italy,"Hydreigon, Gholdengo, Toxicroak, Pelipper, Palafin, Amoonguss"
43,1097,Luca Marcato,Italy,"Kingambit, Baxcalibur, Volcarona, Mimikyu, Paldean Tauros Aqua Breed, Amoonguss"
44,1541,João Veloso,Portugal,"Glimmora, Baxcalibur, Volcarona, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
45,1829,Pablo Gallardo,Spain,"Dragonite, Gholdengo, Pelipper, Tatsugiri, Dondozo, Drednaw"
46,1169,David Ridorsa Caceres,Spain,"Kingambit, Gholdengo, Salamence, Pelipper, Palafin, Amoonguss"
47,648,Hippolyte Bernard,France,"Garchomp, Gholdengo, Azumarill, Murkrow, Heat Rotom, Meowscarada"
48,1830,Christoph Bley,Germany,"Pawmot, Gholdengo, Arcanine, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
49,1137,Hengyue Zhang,USA,"Hydreigon, Gholdengo, Garchomp, Maushold, Paldean Tauros Aqua Breed, Murkrow"
50,1191,Alejandro Ramos Oliva,Spain,"Sylveon, Glimmora, Talonflame, Tatsugiri, Dondozo, Meowscarada"
51,1831,Miguel Latorre,Spain,"Salamence, Annihilape, Skeledirge, Grimmsnarl, Wash Rotom, Amoonguss"
52,1832,Alessandro Marchionne,Italy,"Kingambit, Gholdengo, Salamence, Pelipper, Palafin, Amoonguss"
53,1530,Marc Román,Spain,"Hydreigon, Gholdengo, Azumarill, Kilowattrel, Paldean Tauros Blaze Breed, Amoonguss"
54,1765,Anthony Liuzzo,France,"Garchomp, Gholdengo, Skeledirge, Kilowattrel, Azumarill, Amoonguss"
55,1833,Álvaro Moras,Spain,"Sylveon, Kingambit, Armarouge, Female Indeedee, Dondozo, Toedscruel"
56,1834,Paul Spearritt,Great Britain,"Annihilape, Gholdengo, Volcarona, Maushold, Palafin, Meowscarada"
57,1642,Jonas Nienhüser,Germany,"Hydreigon, Kingambit, Sylveon, Gastrodon, Paldean Tauros Blaze Breed, Amoonguss"
58,603,Jonathan Marston,Great Britain,"Pawmot, Annihilape, Armarouge, Murkrow, Maushold, Meowscarada"
59,1193,Eliott Legroux,France,"Hydreigon, Gholdengo, Garchomp, Grimmsnarl, Corviknight, Skeledirge"
60,1499,Maurice Uteg,Germany,"Hydreigon, Gholdengo, Azumarill, Kilowattrel, Paldean Tauros Blaze Breed, Amoonguss"
61,1170,Mattie Morgan,Ireland,"Amoonguss, Annihilape, Arcanine, Gyarados, Maushold, Meowscarada"
62,1203,Menelik Collymore,Germany,"Pawmot, Gholdengo, Arcanine, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
63,1835,Juan A Carrasco,Spain,"Garganacl, Kingambit, Baxcalibur, Mimikyu, Paldean Tauros Aqua Breed, Meowscarada"
64,1836,Daniel Janah,Israel,"Hydreigon, Kingambit, Dragonite, Pawmot, Gyarados, Skeledirge"
65,1837,Sidy Badiane,Italy,"Maushold, Gholdengo, Annihilape, Murkrow, Paldean Tauros Aqua Breed, Meowscarada"
66,1537,Francisco Esteves,Portugal,"Pawmot, Gholdengo, Talonflame, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
67,1838,Dennis Komen,Germany,"Maushold, Annihilape, Salamence, Pelipper, Drednaw, Meowscarada"
68,1622,Christian Smiljanić,Austria,"Garganacl, Gholdengo, Baxcalibur, Mimikyu, Paldean Tauros Aqua Breed, Meowscarada"
69,1839,Delong Hou,Great Britain,"Garganacl, Gholdengo, Sylveon, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
70,1840,Scott Westwood,Great Britain,"Maushold, Gholdengo, Annihilape, Volcarona, Palafin, Meowscarada"
71,66,Rachel Annand,Great Britain,"Garchomp, Gholdengo, Sylveon, Murkrow, Volcarona, Meowscarada"
72,1496,Rafael Busutil,Spain,"Garganacl, Gholdengo, Dragapult, Salazzle, Paldean Tauros Aqua Breed, Meowscarada"
73,1087,Lukas Auer,Austria,"Kingambit, Gholdengo, Dragonite, Pelipper, Palafin, Meowscarada"
74,6,Markus Stadter,Germany,"Sylveon, Gholdengo, Armarouge, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
75,1841,Darren C H Tang,Great Britain,"Pawmot, Gholdengo, Salamence, Tatsugiri, Dondozo, Meowscarada"
76,1196,Samuel Pickering,Great Britain,"Amoonguss, Annihilape, Arcanine, Gyarados, Maushold, Meowscarada"
77,1842,Benjamin Thanner,Germany,"Maushold, Annihilape, Salamence, Pelipper, Drednaw, Meowscarada"
78,8,Kevin Salvetto,Italy,"Sylveon, Glimmora, Talonflame, Tatsugiri, Dondozo, Meowscarada"
79,12,Javier Senorena,Spain,"Dragonite, Garganacl, Arcanine, Tinkaton, Wash Rotom, Arboliva"
80,1843,Edoardo Manca,Italy,"Sylveon, Pawmot, Arcanine, Volcarona, Azumarill, Meowscarada"
81,1514,Milko Mattavelli,Italy,"Kingambit, Gholdengo, Salamence, Pelipper, Palafin, Amoonguss"
82,1844,Thomas Dowling,Ireland,"Pawmot, Gholdengo, Arcanine, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
83,123,Eden Batchelor,Great Britain,"Kingambit, Garganacl, Baxcalibur, Volcarona, Azumarill, Meowscarada"
84,1845,Nikola Zirdum,N/A,"Hydreigon, Gholdengo, Baxcalibur, Salazzle, Paldean Tauros Aqua Breed, Amoonguss"
85,1846,Amaury Français,Ireland,"Hydreigon, Gholdengo, Talonflame, Garganacl, Paldean Tauros Aqua Breed, Meowscarada"
86,730,Jamie Kean,Great Britain,"Tinkaton, Kilowattrel, Armarouge, Female Indeedee, Krookodile, Meowscarada"
87,1847,Nathan Rouby,France,"Amoonguss, Annihilape, Torkoal, Oranguru, Maushold, Meowscarada"
88,1848,Marc Seguí,Spain,"Garganacl, Gholdengo, Paldean Tauros Blaze Breed, Tatsugiri, Dondozo, Meowscarada"
89,1536,Matt Maynard,Great Britain,"Hydreigon, Amoonguss, Armarouge, Sylveon, Wash Rotom, Meowscarada"
90,306,Enosh Shachar,USA,"Amoonguss, Annihilape, Armarouge, Maushold, Palafin, Meowscarada"
91,1849,Daniele Bianchi,Italy,"Kingambit, Magnezone, Salamence, Pelipper, Palafin, Amoonguss"
92,1517,Antonio Sánchez,Spain,"Sylveon, Annihilape, Armarouge, Tatsugiri Stretchy Form, Dondozo, Maushold"
93,1850,Abtin G Amini,USA,"Lycanroc, Tyranitar, Garchomp, Mimikyu, Wash Rotom, Corviknight"
94,1851,Matthew Wong,Great Britain,"Sylveon, Kingambit, Armarouge, Talonflame, Maushold, Meowscarada"
95,1852,Tom Winter,Great Britain,"Pawmot, Kingambit, Dragonite, Pelipper, Drednaw, Amoonguss"
96,1066,Marco Hemantha Kaladura Silva,Italy,"Baxcalibur, Gholdengo, Volcarona, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
97,315,Lee Provost,Great Britain,"Maushold, Annihilape, Lycanroc, Tyranitar, Heat Rotom, Gastrodon"
98,1853,Wang Shengyu,China,"Hydreigon, Gholdengo, Garchomp, Murkrow, Corviknight, Skeledirge"
99,1854,Marco Marras,Italy,"Glimmora, Annihilape, Volcarona, Tatsugiri, Dondozo, Maushold"
100,588,Guillermo Sanavia,Spain,"Baxcalibur, Gholdengo, Pelipper, Tatsugiri, Dondozo, Meowscarada"
101,98,Jonas Wiegel,Germany,"Hariyama, Annihilape, Torkoal, Oranguru, Bellibolt, Scovillain"
102,1855,Solomon Richard,Great Britain,"Pawmot, Garganacl, Arcanine, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
103,1088,Joseph Ugarte,USA,"Garchomp, Gholdengo, Arcanine, Murkrow, Wash Rotom, Meowscarada"
104,1856,Patrick Dawson,New Zealand,"Hydreigon, Dragonite, Volcarona, Gothitelle, Azumarill, Meowscarada"
105,647,Richard Hodge,Great Britain,"Sableye, Kingambit, Volcarona, Gothitelle, Azumarill, Meowscarada"
106,1480,Stefan Mott,Switzerland,"Pawmot, Gholdengo, Kingambit, Pelipper, Palafin, Meowscarada"
107,64,Leonardo Bonanomi,Italy,"Hydreigon, Gholdengo, Garchomp, Murkrow, Arcanine, Breloom"
108,779,Gilberto Goracci,Italy,"Sylveon, Glimmora, Talonflame, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
109,1857,Nigel Baker,Great Britain,"Sylveon, Kingambit, Volcarona, Tatsugiri, Dondozo, Farigiraf"
110,317,Nemanja Sandic,Germany,"Kingambit, Gholdengo, Mimikyu, Pelipper, Paldean Tauros Aqua Breed, Amoonguss"
111,1858,Alejandro Delgado,Spain,"Pawmot, Gholdengo, Arcanine, Tatsugiri Stretchy Form, Dondozo, Meowscarada"
112,1859,Noah van der Voort,USA,"Baxcalibur, Gholdengo, Volcarona, Tatsugiri, Dondozo, Meowscarada"
113,1860,Thomas Bacu,Belgium,"Glimmora, Dragonite, Volcarona, Tatsugiri Droopy Form, Dondozo, Mimikyu"
114,1861,Saffron McIver,Great Britain,"Hydreigon, Gholdengo, Toxicroak, Pelipper, Palafin, Amoonguss"
115,1862,Niryan Brach,Great Britain,"Salamence, Gholdengo, Volcarona, Sylveon, Paldean Tauros Aqua Breed, Mow Rotom"
116,1863,Samir Bachar,France,"Kingambit, Gholdengo, Sylveon, Pelipper, Palafin, Mimikyu"
117,1864,Sidi I Haidala,Spain,"Hydreigon, Kingambit, Volcarona, Mimikyu, Paldean Tauros Aqua Breed, Amoonguss"
118,1508,Iker Rodrigo,Spain,"Sylveon, Kingambit, Baxcalibur, Palafin, Paldean Tauros Blaze Breed, Amoonguss"
119,1865,Jack Marshall,Great Britain,"Pawmot, Gholdengo, Arcanine, Tatsugiri, Dondozo, Meowscarada"
120,1866,Timothy Tsang,Great Britain,"Sylveon, Glimmora, Talonflame, Tatsugiri, Dondozo, Meowscarada"
121,635,Guiseppe Musicco,Italy,"Kingambit, Gholdengo, Salamence, Pelipper, Palafin, Amoonguss"
122,1868,Sean Parsons,Great Britain,"Amoonguss, Kingambit, Salamence, Pelipper, Drednaw, Meowscarada"
123,1478,Filip Idczak,Poland,"Pawmot, Kingambit, Salamence, Pelipper, Drednaw, Amoonguss"
124,1869,Unai Tejero,Spain,"Baxcalibur, Indeedee, Armarouge, Talonflame, Azumarill, Gallade"
125,1217,Robert Wein,Germany,"Garganacl, Gholdengo, Baxcalibur, Mimikyu, Paldean Tauros Aqua Breed, Meowscarada"
126,1086,Calvin Foster,Great Britain,"Amoonguss, Gholdengo, Salamence, Pelipper, Palafin, Meowscarada"
127,1549,François de  Lageneste,France,"Hydreigon, Kingambit, Talonflame, Magnezone, Paldean Tauros Aqua Breed, Amoonguss"
128,1870,Pan Si Ming,Hong Kong,"Dragonite, Gholdengo, Salamence, Garganacl, Paldean Tauros Aqua Breed, Meowscarada"
