Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,3,Simone Sanvito,Italy,"Flutter Mane, Chien-Pao, Tornadus, Rillaboom, Rapid Strike Urshifu, Hisuian Arcanine"
2,1827,Aurélien Soula,France,"Heatran, Rapid Strike Urshifu, Farigiraf, Dragonite, Chien-Pao, Rillaboom"
3,1153,Taran Birdee,Great Britain,"Wellspring Mask Ogerpon, Heatran, Iron Hands, Tornadus, Flutter Mane, Single Strike Urshifu"
4,15,Miguel Marti de La Torre,Spain,"Dragonite, Rapid Strike Urshifu, Hearthflame Mask Ogerpon, Rillaboom, Chien-Pao, Gothitelle"
5,1499,Maurice Uteg,Germany,"Hearthflame Mask Ogerpon, Heatran, Landorus Therian, Iron Bundle, Iron Hands, Rillaboom"
6,1066,Marco Hemantha Kaladura Silva,Italy,"Amoonguss, Roaring Moon, Heatran, Landorus Therian, Iron Hands, Flutter Mane"
7,2749,Miguel Paquete,Portugal,"Dondozo, Tatsugiri, Glimmora, Tornadus, Single Strike Urshifu, Flutter Mane"
8,2750,Maxime Le Brun,France,"Baxcalibur, Wellspring Mask Ogerpon, Landorus Therian, Kingambit, Alolan Ninetales, Rillaboom"
9,1503,Giulio Tarlao,Italy,"Flutter Mane, Amoonguss, Landorus Therian, Heatran, Iron Hands, Single Strike Urshifu"
10,33,Eric Rios,Spain,"Hisuian Arcanine, Cresselia, Tyranitar, Rillaboom, Kommo-o, Flutter Mane"
11,2086,Boris Hamm,USA,"Flutter Mane, Wellspring Mask Ogerpon, Landorus, Iron Hands, Hisuian Arcanine, Single Strike Urshifu"
12,2751,Bart van Oekel,Netherlands,"Heatran, Rillaboom, Rapid Strike Urshifu, Farigiraf, Chien-Pao, Dragonite"
13,28,Alex Gómez Berna,Spain,"Wellspring Mask Ogerpon, Iron Hands, Heatran, Chien-Pao, Flutter Mane, Landorus Therian"
14,2237,Jorge Salinas,Spain,"Baxcalibur, Wellspring Mask Ogerpon, Cresselia, Alolan Ninetales, Heatran, Ursaluna"
15,1086,Calvin Foster,Great Britain,"Gholdengo, Rapid Strike Urshifu, Amoonguss, Chien-Pao, Tornadus, Landorus Therian"
16,1,Baris Akcos,Germany,"Flutter Mane, Rapid Strike Urshifu, Kingambit, Iron Hands, Gothitelle, Landorus Therian"
17,12,Javier Senorena,Spain,"Amoonguss, Chien-Pao, Rapid Strike Urshifu, Dragonite, Hearthflame Mask Ogerpon, Kingambit"
18,2752,Baptiste Candau,France,"Armarouge, Ursaluna, Cornerstone Mask Ogerpon, Female Indeedee, Enamorus Therian, Oranguru"
19,16,Nico Davide Cognetta,Italy,"Wellspring Mask Ogerpon, Chi-Yu, Landorus Therian, Dusclops, Bloodmoon Ursaluna, Iron Hands"
20,2588,Tano Rosenkranz,Germany,"Iron Hands, Hisuian Arcanine, Tornadus, Flutter Mane, Rapid Strike Urshifu, Wellspring Mask Ogerpon"
21,2753,Nikhil Reddy,Netherlands,"Rillaboom, Heatran, Dragonite, Chien-Pao, Rapid Strike Urshifu, Farigiraf"
22,1121,Yuki Zaninovich,USA,"Hisuian Goodra, Tornadus, Hearthflame Mask Ogerpon, Rillaboom, Rapid Strike Urshifu, Grimmsnarl"
23,2582,Pablo Gallardo Hiraldo,Spain,"Ursaluna, Regidrago, Female Indeedee, Armarouge, Torkoal, Hisuian Lilligant"
24,20,Nils Dunlop,Sweden,"Okidogi, Wellspring Mask Ogerpon, Tornadus, Rapid Strike Urshifu, Armarouge, Female Indeedee"
25,1212,Bas van der Heijden,Netherlands,"Heatran, Rillaboom, Landorus Therian, Flutter Mane, Chien-Pao, Rapid Strike Urshifu"
26,1652,Francesco Iozzia,Italy,"Hearthflame Mask Ogerpon, Iron Bundle, Amoonguss, Flutter Mane, Iron Hands, Landorus Therian"
27,2754,Alexander Ubaghs,Germany,"Kingambit, Tornadus, Flutter Mane, Hearthflame Mask Ogerpon, Rapid Strike Urshifu, Landorus Therian"
28,1620,Paschalis Dermentzis,Greece,"Alolan Ninetales, Glimmora, Tatsugiri, Iron Hands, Hearthflame Mask Ogerpon, Dondozo"
29,2755,Emir Abdulovski,Netherlands,"Torkoal, Single Strike Urshifu, Ursaluna, Farigiraf, Scream Tail, Staraptor"
30,2756,Sebastian Liu Li,Netherlands,"Flutter Mane, Iron Hands, Wellspring Mask Ogerpon, Heatran, Landorus Therian, Kingambit"
31,2022,Fabian Kuhl,Germany,"Landorus Therian, Rapid Strike Urshifu, Iron Hands, Amoonguss, Chi-Yu, Flutter Mane"
32,2757,Antonio Marco Rodrigo Jiménez,Spain,"Ursaluna, Regidrago, Armarouge, Female Indeedee, Hisuian Lilligant, Torkoal"
33,2758,Theotime MASSAUT,France,"Flutter Mane, Landorus Therian, Hearthflame Mask Ogerpon, Rapid Strike Urshifu, Kingambit, Tornadus"
34,2023,Asra Stone,Great Britain,"Dondozo, Heatran, Iron Bundle, Tatsugiri, Alolan Ninetales, Single Strike Urshifu"
35,2759,Rhys Johnson,N/A,"Baxcalibur, Tatsugiri, Dondozo, Iron Hands, Alolan Ninetales, Hearthflame Mask Ogerpon"
36,1023,Oliver Eskolin,Finland,"Amoonguss, Rapid Strike Urshifu, Landorus Therian, Chien-Pao, Gholdengo, Tornadus"
37,2242,Daniel Daertni,Sweden,"Wellspring Mask Ogerpon, Armarouge, Tornadus, Female Indeedee, Rapid Strike Urshifu, Okidogi"
38,2583,Juan Manuel Odriozola,Spain,"Flutter Mane, Iron Hands, Heatran, Landorus Therian, Single Strike Urshifu, Wellspring Mask Ogerpon"
39,1820,Salvatore Rega,Italy,"Tornadus, Chi-Yu, Tatsugiri, Dondozo, Flutter Mane, Glimmora"
40,1837,Sidy Badiane,Italy,"Iron Bundle, Hearthflame Mask Ogerpon, Heatran, Rillaboom, Iron Hands, Landorus Therian"
41,1844,Thomas Dowling,Ireland,"Rapid Strike Urshifu, Tornadus, Hearthflame Mask Ogerpon, Flutter Mane, Kingambit, Landorus Therian"
42,1552,João Santos,Portugal,"Iron Hands, Landorus Therian, Roaring Moon, Flutter Mane, Hearthflame Mask Ogerpon, Milotic"
43,1854,Marco Marras,Italy,"Bloodmoon Ursaluna, Iron Hands, Dusclops, Landorus Therian, Wellspring Mask Ogerpon, Chi-Yu"
44,4,Jamie Boyt,Great Britain,"Ceruledge, Sylveon, Wellspring Mask Ogerpon, Alolan Ninetales, Great Tusk, Salamence"
45,2112,Steinar Nicolaisen,Norway,"Landorus Therian, Spectrier, Grimmsnarl, Wellspring Mask Ogerpon, Heatran, Farigiraf"
46,2039,Quentin Clément,France,"Enamorus Therian, Armarouge, Hisuian Lilligant, Female Indeedee, Torkoal, Ursaluna"
47,1170,Mattie Morgan,Ireland,"Flutter Mane, Wellspring Mask Ogerpon, Iron Hands, Clefairy, Kingambit, Landorus Therian"
48,2760,christophe willems,Belgium,"Torkoal, Ursaluna, Hisuian Lilligant, Cresselia, Iron Hands, Dragonite"
49,2761,Bart van Doorn,Netherlands,"Glimmora, Flutter Mane, Tatsugiri, Hearthflame Mask Ogerpon, Rillaboom, Dondozo"
50,2580,Alejandro Fuentelsaz,Spain,"Iron Hands, Flutter Mane, Kingambit, Wellspring Mask Ogerpon, Chi-Yu, Landorus Therian"
51,1624,Rayan Guezi,France,"Chi-Yu, Amoonguss, Tornadus, Flutter Mane, Kingambit, Landorus Therian"
52,2762,Carlos Caño Bermúdez,Spain,"Dragonite, Gholdengo, Rillaboom, Iron Bundle, Grimmsnarl, Hisuian Arcanine"
