Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,1023,Oliver Eskolin,Finland,"Rapid Strike Urshifu, Hisuian Arcanine, Gholdengo, Tornadus, Rillaboom, Flutter Mane"
2,3,Simone Sanvito,Italy,"Flutter Mane, Chien-Pao, Tornadus, Rillaboom, Rapid Strike Urshifu, Hisuian Arcanine"
3,33,Eric Rios,Spain,"Salamence, Rillaboom, Kingambit, Wellspring Mask Ogerpon, Heatran, Flutter Mane"
4,1852,Tom Winter,Great Britain,"Iron Hands, Chien-Pao, Kingambit, Sinistcha, Landorus Therian, Volcarona"
5,1638,Frederik Nielsen,Denmark,"Cresselia, Single Strike Urshifu, Flutter Mane, Ursaluna, Hearthflame Mask Ogerpon, Iron Hands"
6,50,Davide Carrer,Italy,"Brambleghast, Wellspring Mask Ogerpon, Gholdengo, Tornadus, Rapid Strike Urshifu, Landorus Therian"
7,571,Davide Miraglia,Italy,"Flutter Mane, Landorus, Single Strike Urshifu, Iron Hands, Hisuian Arcanine, Wellspring Mask Ogerpon"
8,20,Nils Dunlop,Sweden,"Regidrago, Rillaboom, Gholdengo, Tornadus, Hearthflame Mask Ogerpon, Rapid Strike Urshifu"
9,4,Jamie Boyt,Great Britain,"Roaring Moon, Hisuian Arcanine, Galarian Articuno, Rapid Strike Urshifu, Iron Hands, Gholdengo"
10,609,Szymon Wojdat,Poland,"Gholdengo, Amoonguss, Iron Hands, Hisuian Arcanine, Tornadus, Rapid Strike Urshifu"
11,64,Leonardo Bonanomi,Italy,"Landorus Therian, Wellspring Mask Ogerpon, Gholdengo, Rapid Strike Urshifu, Tornadus, Brambleghast"
12,1175,David Barker,Netherlands,"Rillaboom, Rapid Strike Urshifu, Regidrago, Hisuian Arcanine, Gholdengo, Tornadus"
13,646,Florian Henry,France,"Landorus Therian, Flutter Mane, Wellspring Mask Ogerpon, Roaring Moon, Iron Hands, Heatran"
14,1086,Calvin Foster,Great Britain,"Hisuian Arcanine, Rillaboom, Flutter Mane, Rapid Strike Urshifu, Gholdengo, Tornadus"
15,2857,Bartosz Kuskowski,Poland,"Flutter Mane, Rillaboom, Hisuian Arcanine, Rapid Strike Urshifu, Tornadus, Chien-Pao"
16,1823,Timo van der Vliet,USA,"Iron Hands, Wellspring Mask Ogerpon, Landorus Therian, Flutter Mane, Heatran, Roaring Moon"
17,1853,Wang Shengyu,China,"Single Strike Urshifu, Ursaluna, Cresselia, Wellspring Mask Ogerpon, Flutter Mane, Hisuian Arcanine"
18,1137,Hengyue Zhang,USA,"Flutter Mane, Wellspring Mask Ogerpon, Iron Hands, Chi-Yu, Landorus Therian, Tornadus"
19,2858,Iván Peña Podadera,Spain,"Heatran, Roaring Moon, Landorus Therian, Flutter Mane, Iron Hands, Amoonguss"
20,2859,Sergio Ramirez,Spain,"Hearthflame Mask Ogerpon, Sandy Shocks, Chien-Pao, Dragonite, Rillaboom, Rapid Strike Urshifu"
21,1873,Francesco Rasini,Italy,"Single Strike Urshifu, Gholdengo, Armarouge, Basculegion, Female Indeedee, Tornadus"
22,1497,Jack Clarke,Great Britain,"Tatsugiri, Glimmora, Dragonite, Iron Hands, Chien-Pao, Dondozo"
23,647,Richard Hodge,Great Britain,"Roaring Moon, Amoonguss, Heatran, Iron Hands, Landorus Therian, Flutter Mane"
24,2860,Francesco Pio Pero,Italy,"Amoonguss, Heatran, Roaring Moon, Landorus Therian, Iron Hands, Flutter Mane"
25,2861,Paul Hinta,Canada,"Rillaboom, Single Strike Urshifu, Hearthflame Mask Ogerpon, Farigiraf, Iron Bundle, Bloodmoon Ursaluna"
26,2862,Xavier Vazquez Ripoll,Spain,"Roaring Moon, Heatran, Flutter Mane, Landorus Therian, Amoonguss, Iron Hands"
27,1170,Mattie Morgan,Ireland,"Tornadus, Brambleghast, Gholdengo, Rapid Strike Urshifu, Landorus, Iron Bundle"
28,2863,Giacomo Tenti,Italy,"Gholdengo, Rillaboom, Flutter Mane, Hisuian Arcanine, Rapid Strike Urshifu, Roaring Moon"
29,1068,Sam Bentham,Great Britain,"Rillaboom, Roaring Moon, Hisuian Arcanine, Rapid Strike Urshifu, Clefairy, Gholdengo"
30,1146,Ferdinando Vincenti,Italy,"Tornadus, Gholdengo, Chien-Pao, Hisuian Arcanine, Rapid Strike Urshifu, Rillaboom"
31,1207,Matteo Moscardini,Italy,"Hisuian Arcanine, Rillaboom, Tornadus, Chien-Pao, Gholdengo, Rapid Strike Urshifu"
32,1488,Francesco Deiana,Italy,"Landorus Therian, Wellspring Mask Ogerpon, Brambleghast, Gholdengo, Tornadus, Rapid Strike Urshifu"
33,1508,Iker Rodrigo,Spain,"Heatran, Iron Hands, Landorus Therian, Flutter Mane, Cresselia, Wellspring Mask Ogerpon"
34,1845,Nikola Zirdum,N/A,"Rillaboom, Chien-Pao, Rapid Strike Urshifu, Flutter Mane, Tornadus, Hisuian Arcanine"
35,2864,Andres Mora,Spain,"Ursaluna, Enamorus Therian, Wellspring Mask Ogerpon, Cresselia, Hisuian Zoroark, Iron Hands"
36,2623,Matteo Ferrari,Italy,"Gholdengo, Rillaboom, Rapid Strike Urshifu, Flutter Mane, Hisuian Arcanine, Tornadus"
37,1651,Emanuele Briganti,Italy,"Wellspring Mask Ogerpon, Gholdengo, Rapid Strike Urshifu, Iron Hands, Tornadus, Hisuian Arcanine"
38,2865,Ibrahim Maarouf,Germany,"Armarouge, Female Indeedee, Enamorus Therian, Snorlax, Farigiraf, Okidogi"
39,2242,Daniel Daertni,Sweden,"Regidrago, Hearthflame Mask Ogerpon, Tornadus, Rillaboom, Gholdengo, Rapid Strike Urshifu"
40,2112,Steinar Nicolaisen,Norway,"Salamence, Chi-Yu, Clefairy, Gholdengo, Rapid Strike Urshifu, Rillaboom"
41,2753,Nikhil Reddy,Netherlands,"Rapid Strike Urshifu, Rillaboom, Farigiraf, Heatran, Dragonite, Chien-Pao"
42,2770,Tianyi Chen,N/A,"Flutter Mane, Brambleghast, Tornadus, Chi-Yu, Rapid Strike Urshifu, Gholdengo"
43,422,Teemu Mankinen,Finland,"Salamence, Grimmsnarl, Heatran, Tinkaton, Wellspring Mask Ogerpon, Amoonguss"
44,2583,Juan Manuel Odriozola,Spain,"Salamence, Single Strike Urshifu, Dondozo, Heatran, Flutter Mane, Rillaboom"
45,2866,Kenneth Gamboa,Mexico,"Amoonguss, Single Strike Urshifu, Heatran, Tornadus, Flutter Mane, Landorus Therian"
46,1487,Selahattin Sturm,Germany,"Farigiraf, Chien-Pao, Rillaboom, Heatran, Rapid Strike Urshifu, Dragonite"
47,2238,Nicolò Pollato,Italy,"Landorus Therian, Brambleghast, Tornadus, Gholdengo, Wellspring Mask Ogerpon, Rapid Strike Urshifu"
48,54,Albert Bos,Spain,"Wellspring Mask Ogerpon, Salamence, Heatran, Flutter Mane, Rillaboom, Kingambit"
49,2024,Rahim Farzan,Germany,"Landorus Therian, Flutter Mane, Tornadus, Single Strike Urshifu, Heatran, Rillaboom"
50,2014,Florian Harloff,Germany,"Gothitelle, Kingambit, Iron Hands, Rapid Strike Urshifu, Amoonguss, Landorus Therian"
51,12,Javier Senorena,Spain,"Amoonguss, Chien-Pao, Rapid Strike Urshifu, Dragonite, Hearthflame Mask Ogerpon, Kingambit"
52,2582,Pablo Gallardo Hiraldo,Spain,"Ursaluna, Female Indeedee, Armarouge, Iron Hands, Torkoal, Hisuian Lilligant"
53,2867,Tinashe Jones,N/A,"Rillaboom, Hearthflame Mask Ogerpon, Landorus Therian, Iron Bundle, Kingambit, Rapid Strike Urshifu"
