Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,168,Justin Carris,USA,"Great Tusk, Gothitelle, Talonflame, Iron Bundle, Flutter Mane, Tyranitar"
2,1088,Joseph Ugarte,USA,"Great Tusk, Amoonguss, Arcanine, Iron Bundle, Mimikyu, Kingambit"
3,1766,Luka Trejgut,USA,"Kingambit, Amoonguss, Arcanine, Iron Bundle, Flutter Mane, Dragonite"
4,150,Paul Chua,USA,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Roaring Moon"
5,1616,Zackary Thornberg,USA,"Sylveon, Glimmora, Tatsugiri, Dondozo, Flutter Mane, Ceruledge"
6,163,Stephen Mea,USA,"Great Tusk, Glimmora, Talonflame, Iron Bundle, Gholdengo, Tyranitar"
7,1586,Eric Stuart,USA,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Garganacl"
8,2120,Richard Rappa,USA,"Kingambit, Stonjourner, Volcarona, Palafin, Flutter Mane, Iron Jugulis"
9,1230,Nathan Ortiz,USA,"Iron Hands, Brute Bonnet, Armarouge, Female Indeedee, Vivillon, Orthworm"
10,2121,Dillon Clark,USA,"Great Tusk, Amoonguss, Talonflame, Iron Bundle, Gholdengo, Tyranitar"
11,130,Chuppa Cross IV,USA,"Tatsugiri Droopy Form, Glimmora, Arcanine, Dondozo, Flutter Mane, Dragonite"
12,313,Jeudy Azzarelli,USA,"Great Tusk, Lilligant, Torkoal, Kingambit, Flutter Mane, Dragonite"
13,25,Wolfe Glick,USA,"Sandy Shocks, Espathra, Ceruledge, Gyarados, Flutter Mane, Tinkaton"
14,198,James Baek,USA,"Kingambit, Amoonguss, Arcanine, Garchomp, Flutter Mane, Dragonite"
15,1232,Jeremy Parson,USA,"Tatsugiri Droopy Form, Glimmora, Arcanine, Dondozo, Flutter Mane, Dragonite"
16,1932,Justin Tang,USA,"Iron Hands, Amoonguss, Arcanine, Iron Bundle, Gholdengo, Roaring Moon"
17,391,Cedric Bernier,USA,"Great Tusk, Gothitelle, Talonflame, Iron Bundle, Flutter Mane, Tyranitar"
18,1811,Anton Galkin,USA,"Gholdengo, Maushold, Ceruledge, Scream Tail, Flutter Mane, Dragonite"
19,653,Aditya Subramanian,USA,"Iron Hands, Great Tusk, Arcanine, Palafin, Gholdengo, Iron Jugulis"
20,1485,Zee Costagliola,USA,"Iron Hands, Great Tusk, Gothitelle, Iron Bundle, Gholdengo, Iron Jugulis"
21,195,Joshua Lorcy,USA,"Corviknight, Amoonguss, Arcanine, Garchomp, Flutter Mane, Tyranitar"
22,1700,Chase Tiedtke,USA,"Great Tusk, Female Indeedee, Armarouge, Iron Bundle, Flutter Mane, Tyranitar"
23,1396,Nicolas Peckman,USA,"Iron Hands, Amoonguss, Torkoal, Great Tusk, Flutter Mane, Corviknight"
24,1234,Dawei Si,USA,"Female Indeedee, Glimmora, Armarouge, Dondozo, Tatsugiri Stretchy Form, Garganacl"
25,1892,Yotam Cohen,USA,"Great Tusk, Gothitelle, Talonflame, Iron Bundle, Flutter Mane, Tyranitar"
26,2122,Aaron Andrus,USA,"Great Tusk, Houndstone, Talonflame, Vaporeon, Flutter Mane, Tyranitar"
27,199,Toler Webb,USA,"Great Tusk, Gothitelle, Talonflame, Iron Bundle, Flutter Mane, Tyranitar"
28,2123,David Oakley,USA,"Sandy Shocks, Brute Bonnet, Talonflame, Iron Bundle, Flutter Mane, Baxcalibur"
29,1267,Zach Carlson,USA,"Tatsugiri Stretchy Form, Glimmora, Arcanine, Dondozo, Flutter Mane, Dragonite"
30,2124,Robert Moore,USA,"Great Tusk, Amoonguss, Corviknight, Iron Bundle, Flutter Mane, Roaring Moon"
31,2125,Huang Jianzheng,China,"Grimmsnarl, Brute Bonnet, Ceruledge, Iron Bundle, Flutter Mane, Corviknight"
32,148,Ian McLaughlin,USA,"Female Indeedee, Drifblim, Armarouge, Garchomp, Lycanroc, Tyranitar"
33,382,Sohaib Mufti,USA,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Roaring Moon"
34,2126,Kenneth Tirado,Puerto Rico,"Iron Hands, Maushold, Ceruledge, Palafin, Flutter Mane, Iron Jugulis"
35,2127,Kody Phelps,USA,"Iron Hands, Lilligant, Torkoal, Female Indeedee, Hatterene, Armarouge"
36,1921,Ian Roberts,USA,"Iron Hands, Amoonguss, Baxcalibur, Palafin, Pelipper, Dragonite"
37,2128,Darius Helmick,USA,"Iron Hands, Talonflame, Armarouge, Iron Bundle, Great Tusk, Female Indeedee"
38,1785,Brian Collins,Ireland,"Iron Hands, Maushold, Armarouge, Dondozo, Tatsugiri Stretchy Form, Female Indeedee"
39,188,Alberto Lara,USA,"Garchomp, Corviknight, Volcarona, Palafin, Klefki, Roaring Moon"
40,1935,Enrique Grimaldo,Mexico,"Iron Hands, Tatsugiri, Volcarona, Dondozo, Gholdengo, Grimmsnarl"
41,1784,Neil Patel,Canada,"Tatsugiri, Glimmora, Arcanine, Dondozo, Flutter Mane, Dragonite"
42,753,Chalkey Horenstein,USA,"Great Tusk, Maushold, Annihilape, Iron Bundle, Flutter Mane, Corviknight"
43,1277,Eric Bartlett,USA,"Garchomp, Amoonguss, Talonflame, Iron Bundle, Flutter Mane, Tyranitar"
44,1563,Siddharth Singhal,N/A,"Great Tusk, Gothitelle, Talonflame, Iron Bundle, Flutter Mane, Tyranitar"
45,1058,Arbin Tumaneng,USA,"Female Indeedee, Lilligant, Torkoal, Armarouge, Hatterene, Tyranitar"
46,1938,Andrew Johnson,USA,"Sandy Shocks, Stonjourner, Volcarona, Baxcalibur, Flutter Mane, Dragonite"
47,2129,Hayden Plog,USA,"Baxcalibur, Brute Bonnet, Arcanine, Palafin, Garganacl, Dragonite"
