Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,33,Eric Rios,Spain,"Iron Hands, Amoonguss, Arcanine, Iron Bundle, Gholdengo, Roaring Moon"
2,1827,Aurélien Soula,France,"Great Tusk, Maushold, Volcarona, Iron Bundle, Gholdengo, Dragonite"
3,1066,Marco Hemantha Kaladura Silva,Italy,"Iron Hands, Amoonguss, Garganacl, Iron Bundle, Mimikyu, Roaring Moon"
4,28,Alex Gómez Berna,Spain,"Kingambit, Amoonguss, Arcanine, Iron Bundle, Flutter Mane, Dragonite"
5,1519,Juan  M Odriozola,Spain,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Roaring Moon"
6,1517,Antonio Sánchez,Spain,"Great Tusk, Lilligant, Torkoal, Kingambit, Flutter Mane, Dragonite"
7,1503,Giulio Tarlao,Italy,"Annihilape, Amoonguss, Volcarona, Iron Bundle, Flutter Mane, Tyranitar"
8,1023,Oliver Eskolin,Finland,"Kingambit, Brute Bonnet, Arcanine, Iron Bundle, Flutter Mane, Dragonite"
9,43,Eduardo Cunha,Portugal,"Kingambit, Amoonguss, Talonflame, Iron Bundle, Flutter Mane, Garchomp"
10,2083,Lorenzo Marcelli,Italy,"Iron Hands, Amoonguss, Arcanine, Iron Bundle, Gholdengo, Roaring Moon"
11,44,Rob Akershoek,Netherlands,"Great Tusk, Torkoal, Talonflame, Iron Bundle, Flutter Mane, Roaring Moon"
12,1622,Christian Smiljanić,Austria,"Sandy Shocks, Meowscarada, Volcarona, Garganacl, Mimikyu, Baxcalibur"
13,2084,Moritz Weidner,Germany,"Medicham, Glimmora, Arcanine, Wash Rotom, Flutter Mane, Roaring Moon"
14,1499,Maurice Uteg,Germany,"Iron Hands, Amoonguss, Arcanine, Kingambit, Flutter Mane, Roaring Moon"
15,8,Kevin Salvetto,Italy,"Great Tusk, Gothitelle, Torkoal, Iron Bundle, Flutter Mane, Dragonite"
16,1068,Sam Bentham,Great Britain,"Great Tusk, Gothitelle, Talonflame, Iron Bundle, Flutter Mane, Tyranitar"
17,1742,Federico Camporesi,Italy,"Great Tusk, Torkoal, Arcanine, Bellibolt, Flutter Mane, Roaring Moon"
18,20,Nils Dunlop,Sweden,"Sandy Shocks, Brute Bonnet, Arcanine, Iron Bundle, Gholdengo, Espathra"
19,1540,Joan García,Spain,"Great Tusk, Lilligant, Torkoal, Kingambit, Flutter Mane, Dragonite"
20,64,Leonardo Bonanomi,Italy,"Kingambit, Brute Bonnet, Arcanine, Iron Bundle, Flutter Mane, Dragonite"
21,107,Giovanni Panarello,Italy,"Great Tusk, Female Indeedee, Talonflame, Iron Bundle, Flutter Mane, Tyranitar"
22,1506,Bas van  der  Heijden,USA,"Great Tusk, Maushold, Glimmora, Iron Bundle, Flutter Mane, Dragonite"
23,1091,Roberto Parente,Italy,"Great Tusk, Kingambit, Talonflame, Iron Bundle, Flutter Mane, Salamence"
24,76,Flavio del Pidio,Italy,"Iron Hands, Maushold, Volcarona, Gyarados, Flutter Mane, Ceruledge"
25,1994,Michael Kelsch,Germany,"Great Tusk, Tyranitar, Talonflame, Iron Bundle, Flutter Mane, Dragonite"
26,2045,Jaime González,Spain,"Great Tusk, Glimmora, Tatsugiri Droopy Form, Dondozo, Gholdengo, Iron Jugulis"
27,89,Xabier Arauzo,Spain,"Iron Hands, Amoonguss, Baxcalibur, Palafin, Pelipper, Dragonite"
28,2031,Jost Malczewski,Germany,"Great Tusk, Lilligant, Torkoal, Kingambit, Flutter Mane, Dragonite"
29,1164,Thomas Gravouille,France,"Corviknight, Glimmora, Torkoal, Palafin, Flutter Mane, Roaring Moon"
30,2022,Fabian Kuhl,Germany,"Iron Hands, Amoonguss, Arcanine, Kingambit, Flutter Mane, Roaring Moon"
31,16,Nico Davide Cognetta,Italy,"Iron Hands, Great Tusk, Arcanine, Palafin, Gholdengo, Iron Jugulis"
32,1481,Victor Medina,Spain,"Great Tusk, Lilligant, Torkoal, Kingambit, Flutter Mane, Dragonite"
33,50,Davide Carrer,Italy,"Great Tusk, Glimmora, Kingambit, Iron Bundle, Tatsugiri, Dondozo"
34,1821,Julián Piñeiro,Spain,"Pelipper, Amoonguss, Arcanine, Palafin, Flutter Mane, Kingambit"
35,2086,Boris Hamm,USA,"Sandy Shocks, Amoonguss, Kingambit, Paldean Tauros Aqua Breed, Flutter Mane, Baxcalibur"
36,2087,Lorenzo Colombo,Italy,"Great Tusk, Lilligant, Torkoal, Kingambit, Flutter Mane, Dragonite"
37,2088,Abtin Ghaad  Amini,USA,"Great Tusk, Amoonguss, Talonflame, Iron Bundle, Gholdengo, Tyranitar"
38,2089,Christopher Dilley,Germany,"Iron Hands, Gothitelle, Paldean Tauros Blaze Breed, Garganacl, Flutter Mane, Tyranitar"
39,1508,Iker Rodrigo,Spain,"Kingambit, Amoonguss, Arcanine, Palafin, Flutter Mane, Baxcalibur"
40,2090,Chuso Montero,Spain,"Torkoal, Brute Bonnet, Armarouge, Female Indeedee, Flutter Mane, Roaring Moon"
41,1147,Giovanni Piscitelli,Italy,"Kingambit, Amoonguss, Arcanine, Iron Bundle, Flutter Mane, Dragonite"
42,548,Steven Markhardt,Austria,"Great Tusk, Lilligant, Torkoal, Kingambit, Flutter Mane, Dragonite"
43,1793,Nate Wright,Canada,"Annihilape, Maushold, Arcanine, Palafin, Flutter Mane, Iron Jugulis"
44,420,Ben Markham,Great Britain,"Iron Hands, Great Tusk, Talonflame, Iron Bundle, Flutter Mane, Tyranitar"
45,125,Alexandre Lissardy,France,"Iron Hands, Amoonguss, Arcanine, Palafin, Gholdengo, Iron Jugulis"
46,45,Andres Escobosa,Netherlands,"Maushold, Brute Bonnet, Ceruledge, Dondozo, Tatsugiri Droopy Form, Glimmora"
47,2091,Akram Hamdi,USA,"Iron Hands, Amoonguss, Pelipper, Palafin, Gholdengo, Roaring Moon"
48,2009,Antonio  M Rodrigo,Spain,"Annihilape, Torkoal, Armarouge, Female Indeedee, Hatterene, Kingambit"
49,68,Marcos Garcia Lonzano,Spain,"Sandy Shocks, Azumarill, Pelipper, Iron Bundle, Gholdengo, Farigiraf"
50,1759,Adam Cherfaoui,France,"Annihilape, Maushold, Glimmora, Dondozo, Tatsugiri, Dragonite"
51,1153,Taran Birdee,Great Britain,"Great Tusk, Maushold, Glimmora, Iron Bundle, Flutter Mane, Dragonite"
