Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,700,Liam Gilbert,Australia,"Flutter Mane, Amoonguss, Gothitelle, Palafin, Chien-Pao, Iron Hands"
2,174,Sam Pandelis,Australia,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Roaring Moon"
3,839,Galvin Hui,Australia,"Flutter Mane, Amoonguss, Arcanine, Azumarill, Chien-Pao, Dragonite"
4,708,Chris Giagozoglou,Australia,"Flutter Mane, Lilligant, Torkoal, Great Tusk, Chien-Pao, Dragonite"
5,2054,Ryan Hercus,Australia,"Flutter Mane, Wo-Chien, Chi-Yu, Gyarados, Ting-Lu, Glimmora"
6,415,Meaghan Rattle,Australia,"Flutter Mane, Wo-Chien, Chi-Yu, Gyarados, Ting-Lu, Glimmora"
7,2478,Nicholas Kan,Australia,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Dragonite"
8,268,Alister Sandover,Australia,"Flutter Mane, Wo-Chien, Arcanine, Glimmora, Great Tusk, Dragonite"
9,2479,Dylan Mak,Australia,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Baxcalibur"
10,2480,James Black,Australia,"Dragapult, Amoonguss, Pelipper, Palafin, Chien-Pao, Iron Hands"
11,404,James Katsaros,Australia,"Flutter Mane, Amoonguss, Arcanine, Gholdengo, Ting-Lu, Roaring Moon"
12,253,Ziyue Xiong,China,"Flutter Mane, Amoonguss, Arcanine, Palafin, Chien-Pao, Iron Hands"
13,1671,Louis Daniel,Australia,"Grimmsnarl, Amoonguss, Skeledirge, Azumarill, Pelipper, Iron Hands"
14,2481,Chloe Bourke,Australia,"Flutter Mane, Wo-Chien, Chi-Yu, Iron Bundle, Glimmora, Kingambit"
15,1876,Đạt Lương,N/A,"Maushold, Amoonguss, Armarouge, Female Indeedee, Chien-Pao, Hawlucha"
16,1476,Lewis Tan,Australia,"Gholdengo, Maushold, Chi-Yu, Iron Bundle, Great Tusk, Talonflame"
17,2482,Danijel Zitko,Australia,"Flutter Mane, Murkrow, Iron Moth, Gholdengo, Iron Jugulis, Baxcalibur"
18,142,Luke Iuele,Australia,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Gholdengo"
19,2483,Hamish Davidson,Australia,"Flutter Mane, Murkrow, Chi-Yu, Iron Bundle, Great Tusk, Arcanine"
20,672,Daniel Walker,Australia,"Flutter Mane, Amoonguss, Chi-Yu, Iron Bundle, Paldean Tauros Aqua Breed, Scizor"
21,2484,Mitchell Wright,Australia,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Baxcalibur"
22,153,Diego Ferreira,Chile,"Grimmsnarl, Maushold, Arcanine, Gyarados, Ting-Lu, Gastrodon"
23,1706,Michael Navas,Chile,"Flutter Mane, Amoonguss, Ceruledge, Gyarados, Ting-Lu, Glimmora"
24,2485,Thomson Kuan,Australia,"Flutter Mane, Lilligant, Torkoal, Great Tusk, Chien-Pao, Dragonite"
25,1470,Fred Zhou,Australia,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Gholdengo"
26,2486,Lu Lingdi,China,"Pawmot, Glimmora, Tatsugiri Droopy Form, Dondozo, Chien-Pao, Dragonite"
27,1874,Vivek Arunagiri,Australia,"Flutter Mane, Female Indeedee, Chi-Yu, Gyarados, Armarouge, Iron Hands"
28,2487,Dimitri Koziaris,Australia,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Dragonite"
29,1292,Alfredo Chang,Australia,"Flutter Mane, Murkrow, Chi-Yu, Iron Bundle, Great Tusk, Arcanine"
30,2488,Wade Innes,Australia,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Dragonite"
31,407,Mitch Kendrick,Australia,"Flutter Mane, Amoonguss, Arcanine, Iron Bundle, Ting-Lu, Baxcalibur"
32,685,Emma Williams,Australia,"Flutter Mane, Wo-Chien, Chi-Yu, Gyarados, Ting-Lu, Glimmora"
