Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,1602,Tang Shiliang,China,"Flutter Mane, Kingambit, Arcanine, Iron Bundle, Chien-Pao, Dragonite"
2,1728,Ryan Haig,USA,"Flutter Mane, Amoonguss, Pelipper, Azumarill, Gholdengo, Iron Hands"
3,25,Wolfe Glick,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
4,382,Sohaib Mufti,USA,"Flutter Mane, Amoonguss, Arcanine, Kingambit, Chien-Pao, Dragonite"
5,657,Kyle Livinghouse,USA,"Flutter Mane, Wo-Chien, Chi-Yu, Glimmora, Talonflame, Iron Hands"
6,1917,Dominique Johnson,USA,"Gholdengo, Amoonguss, Grimmsnarl, Oranguru, Ting-Lu, Iron Hands"
7,1586,Eric Stuart,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
8,1028,James Evans,USA,"Gholdengo, Chien-Pao, Talonflame, Iron Bundle, Garchomp, Iron Hands"
9,343,Brian Youm,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
10,150,Paul Chua,USA,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Roaring Moon"
11,1973,Dan Fitzpatrick,USA,"Mimikyu, Amoonguss, Chi-Yu, Iron Bundle, Iron Hands, Dragonite"
12,163,Stephen Mea,USA,"Gholdengo, Glimmora, Talonflame, Iron Bundle, Great Tusk, Tyranitar"
13,195,Joshua Lorcy,USA,"Flutter Mane, Brute Bonnet, Chi-Yu, Iron Bundle, Great Tusk, Murkrow"
14,2303,Aaron Johnson,USA,"Flutter Mane, Amoonguss, Chi-Yu, Garganacl, Iron Hands, Dragonite"
15,75,Gianluca Galluzzo,Italy,"Flutter Mane, Glimmora, Chi-Yu, Iron Bundle, Tatsugiri, Dondozo"
16,159,Riley Factura,USA,"Corviknight, Glimmora, Chi-Yu, Iron Bundle, Tatsugiri Stretchy Form, Dondozo"
17,1560,Norah Bowman,USA,"Flutter Mane, Female Indeedee, Chi-Yu, Iron Bundle, Great Tusk, Murkrow"
18,267,Brian Lee,Malaysia,"Baxcalibur, Glimmora, Chi-Yu, Iron Bundle, Tatsugiri, Dondozo"
19,2304,James McGarrity,USA,"Flutter Mane, Amoonguss, Orthworm, Garganacl, Ting-Lu, Dragonite"
20,2305,Drew Kendziora,USA,"Flutter Mane, Abomasnow, Kingambit, Iron Bundle, Great Tusk, Dragonite"
