Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,358,Alex Underhill,USA,"Dragonite, Flutter Mane, Raging Bolt, Entei, Wellspring Mask Ogerpon, Chien-Pao"
2,130,Chuppa Cross IV,USA,"Ogerpon, Dragonite, Dondozo, Chien-Pao, Glimmora, Tatsugiri"
3,1811,Anton Galkin,USA,"Gholdengo, Regidrago, Wellspring Mask Ogerpon, Incineroar, Tornadus, Scream Tail"
4,161,Collin Heier,USA,"Flutter Mane, Wellspring Mask Ogerpon, Dragonite, Entei, Raging Bolt, Chien-Pao"
5,1787,Brandon Davis,USA,"Female Indeedee, Ursaluna, Torkoal, Hatterene, Gallade, Single Strike Urshifu"
6,1088,Joseph Ugarte,USA,"Amoonguss, Rapid Strike Urshifu, Kingambit, Dragonite, Hearthflame Mask Ogerpon, Chien-Pao"
7,1728,Ryan Haig,USA,"Wellspring Mask Ogerpon, Kingambit, Landorus, Hisuian Arcanine, Latias, Flutter Mane"
8,2259,Jose Vazquez,USA,"Incineroar, Flutter Mane, Wellspring Mask Ogerpon, Single Strike Urshifu, Landorus, Raging Bolt"
9,110,Carson Confer,USA,"Ogerpon, Dondozo, Glimmora, Chien-Pao, Tatsugiri, Dragonite"
10,190,Giovanni Costa,USA,"Flutter Mane, Wellspring Mask Ogerpon, Incineroar, Farigiraf, Single Strike Urshifu, Gholdengo"
11,1680,Luca Paz,USA,"Entei, Rillaboom, Chien-Pao, Flutter Mane, Gyarados, Raging Bolt"
12,2074,Navjit Joshi,Canada,"Landorus, Incineroar, Flutter Mane, Metagross, Raging Bolt, Wellspring Mask Ogerpon"
13,1607,Zhang Zhe,China,"Chien-Pao, Raging Bolt, Rillaboom, Flutter Mane, Entei, Rapid Strike Urshifu"
14,1945,Dillon Kleinvehn,USA,"Chien-Pao, Rapid Strike Urshifu, Farigiraf, Bloodmoon Ursaluna, Rillaboom, Dragonite"
15,2163,Eli Knowlton,USA,"Pelipper, Baxcalibur, Rapid Strike Urshifu, Flutter Mane, Archaludon, Amoonguss"
16,2400,Everett Filloon,USA,"Iron Crown, Female Indeedee, Ursaluna, Rapid Strike Urshifu, Chi-Yu, Torkoal"
17,162,Gary Qian,USA,"Ursaluna, Incineroar, Amoonguss, Gastrodon, Dragonite, Cresselia"
18,1031,Bridger Snow,USA,"Incineroar, Clefairy, Wellspring Mask Ogerpon, Metagross, Glimmora, Latias"
19,2063,Abdullah Mohayyuddin,Canada,"Raging Bolt, Flutter Mane, Entei, Rillaboom, Chien-Pao, Gyarados"
20,338,Dylan Salvanera,USA,"Landorus Therian, Flutter Mane, Chien-Pao, Wellspring Mask Ogerpon, Raging Bolt, Entei"
21,625,Zach Droegkamp,USA,"Ogerpon, Chien-Pao, Glimmora, Dondozo, Dragonite, Tatsugiri Stretchy Form"
22,1260,Michael Zhang,USA,"Kommo-o, Latios, Primarina, Tyranitar, Magmar, Rillaboom"
23,2146,Enzo Reci,USA,"Single Strike Urshifu, Entei, Gholdengo, Smeargle, Bloodmoon Ursaluna, Tornadus"
24,351,Raghav Malaviya,USA,"Landorus, Rillaboom, Flutter Mane, Incineroar, Metagross, Wellspring Mask Ogerpon"
25,188,Alberto Lara,USA,"Flutter Mane, Rapid Strike Urshifu, Whimsicott, Hearthflame Mask Ogerpon, Gholdengo, Incineroar"
26,2270,Ryan Bailey,USA,"Rapid Strike Urshifu, Rillaboom, Chien-Pao, Landorus Therian, Archaludon, Tornadus"
27,159,Riley Factura,USA,"Kingambit, Amoonguss, Rapid Strike Urshifu, Dragonite, Chien-Pao, Hearthflame Mask Ogerpon"
28,2957,Dante Horton,USA,"Suicune, Chien-Pao, Amoonguss, Archaludon, Flutter Mane, Entei"
29,2702,Shane Gaffney,USA,"Tornadus, Flutter Mane, Raging Bolt, Rillaboom, Incineroar, Rapid Strike Urshifu"
30,1783,Luke Bowar,USA,"Single Strike Urshifu, Iron Hands, Hearthflame Mask Ogerpon, Enamorus Therian, Farigiraf, Bloodmoon Ursaluna"
31,2958,KJ Boyce,N/A,"Gholdengo, Regidrago, Tornadus, Entei, Rillaboom, Rapid Strike Urshifu"
32,2953,Collin Hand,USA,"Gouging Fire, Flutter Mane, Amoonguss, Dragonite, Rapid Strike Urshifu, Chien-Pao"
33,1232,Jeremy Parson,USA,"Rillaboom, Rapid Strike Urshifu, Flutter Mane, Chien-Pao, Incineroar, Raging Bolt"
34,1398,Erik Holmstrom,USA,"Rapid Strike Urshifu, Dragonite, Amoonguss, Chien-Pao, Kingambit, Hearthflame Mask Ogerpon"
