Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,130,Chuppa Cross IV,USA,"Chien-Pao, Rillaboom, Hisuian Arcanine, Rapid Strike Urshifu, Tornadus, Flutter Mane"
2,150,Paul Chua,USA,"Heatran, Iron Hands, Roaring Moon, Amoonguss, Flutter Mane, Landorus Therian"
3,351,Raghav Malaviya,USA,"Rapid Strike Urshifu, Tornadus, Regidrago, Rillaboom, Hisuian Arcanine, Gholdengo"
4,4,Jamie Boyt,Great Britain,"Roaring Moon, Ogerpon, Hisuian Arcanine, Rapid Strike Urshifu, Thundurus Therian, Gholdengo"
5,2172,Bobby Rochelle,USA,"Rapid Strike Urshifu, Hisuian Arcanine, Tornadus, Iron Hands, Sinistcha, Chien-Pao"
6,2146,Enzo Reci,USA,"Female Indeedee, Rapid Strike Urshifu, Bloodmoon Ursaluna, Tornadus, Armarouge, Flutter Mane"
7,2716,Andrew Krug,USA,"Dusclops, Cornerstone Mask Ogerpon, Chi-Yu, Iron Hands, Landorus Therian, Bloodmoon Ursaluna"
8,1932,Justin Tang,USA,"Salamence, Iron Hands, Gholdengo, Iron Bundle, Amoonguss, Pelipper"
9,2068,Carson Jones,USA,"Tornadus, Single Strike Urshifu, Dondozo, Glimmora, Flutter Mane, Tatsugiri"
10,2523,Zachary Weed,USA,"Rillaboom, Hisuian Arcanine, Rapid Strike Urshifu, Landorus Therian, Iron Bundle, Kingambit"
11,1170,Mattie Morgan,Ireland,"Flutter Mane, Wellspring Mask Ogerpon, Iron Hands, Clefairy, Kingambit, Landorus Therian"
12,1793,Nate Wright,Canada,"Landorus Therian, Iron Hands, Flutter Mane, Roaring Moon, Amoonguss, Heatran"
13,319,Gavin Michaels,USA,"Amoonguss, Pelipper, Iron Hands, Gholdengo, Salamence, Iron Bundle"
14,211,Grant Weldon,USA,"Tornadus, Flutter Mane, Farigiraf, Heatran, Single Strike Urshifu, Regidrago"
15,1277,Eric Bartlett,USA,"Hearthflame Mask Ogerpon, Rillaboom, Iron Hands, Heatran, Iron Bundle, Landorus Therian"
16,159,Riley Factura,USA,"Kingambit, Amoonguss, Rapid Strike Urshifu, Dragonite, Chien-Pao, Hearthflame Mask Ogerpon"
17,1142,Daravone Souphommanychanh,Canada,"Tornadus, Rapid Strike Urshifu, Gholdengo, Hisuian Arcanine, Wellspring Mask Ogerpon, Iron Hands"
18,2798,Elijah Gardner,Canada,"Sinistcha, Roaring Moon, Alolan Ninetales, Iron Hands, Armarouge, Female Indeedee"
19,2339,Tim Edwards,USA,"Chi-Yu, Dusclops, Iron Hands, Flutter Mane, Bloodmoon Ursaluna, Wellspring Mask Ogerpon"
20,1616,Zackary Thornberg,USA,"Okidogi, Scream Tail, Talonflame, Flutter Mane, Single Strike Urshifu, Hearthflame Mask Ogerpon"
21,343,Brian Youm,USA,"Chien-Pao, Dragonite, Farigiraf, Heatran, Rillaboom, Rapid Strike Urshifu"
22,1602,Tang Shiliang,China,"Salamence, Amoonguss, Iron Bundle, Iron Hands, Pelipper, Gholdengo"
23,2799,Jing Zhou,Canada,"Hisuian Arcanine, Gholdengo, Wellspring Mask Ogerpon, Iron Hands, Rapid Strike Urshifu, Tornadus"
24,2800,marc neuman,Canada,"Landorus Therian, Amoonguss, Iron Hands, Heatran, Flutter Mane, Single Strike Urshifu"
25,286,Kazuki Kanehira,USA,"Farigiraf, Dragonite, Rapid Strike Urshifu, Rillaboom, Heatran, Chien-Pao"
26,2556,Alexander DAndrea,USA,"Dondozo, Glimmora, Iron Hands, Tatsugiri, Hearthflame Mask Ogerpon, Alolan Ninetales"
27,1232,Jeremy Parson,USA,"Heatran, Dragonite, Rillaboom, Farigiraf, Rapid Strike Urshifu, Chien-Pao"
28,1028,James Evans,USA,"Clefairy, Iron Bundle, Dragonite, Gholdengo, Hisuian Arcanine, Rapid Strike Urshifu"
29,1810,Montana Mott,USA,"Chien-Pao, Flutter Mane, Rillaboom, Rapid Strike Urshifu, Hisuian Arcanine, Tornadus"
30,1949,Jimmy Friedle,USA,"Single Strike Urshifu, Sylveon, Iron Bundle, Hearthflame Mask Ogerpon, Landorus Therian, Tornadus"
31,338,Dylan Salvanera,USA,"Rillaboom, Gholdengo, Landorus Therian, Hearthflame Mask Ogerpon, Rapid Strike Urshifu, Tornadus"
32,2730,Maximilian Gorchels,USA,"Single Strike Urshifu, Dragonite, Ursaluna, Flutter Mane, Cresselia, Iron Hands"
33,26,Trista Medine,USA,"Chien-Pao, Rapid Strike Urshifu, Gholdengo, Dragonite, Hearthflame Mask Ogerpon, Amoonguss"
34,2354,Ollie Zilkha,USA,"Landorus Therian, Baxcalibur, Alolan Ninetales, Heatran, Rillaboom, Wellspring Mask Ogerpon"
35,394,Brendan Zheng,USA,"Rapid Strike Urshifu, Chien-Pao, Hisuian Goodra, Amoonguss, Iron Bundle, Dragonite"
36,1809,Austin Forcinito,USA,"Chien-Pao, Flutter Mane, Rapid Strike Urshifu, Tornadus, Hisuian Arcanine, Rillaboom"
37,2801,Michael Klymchuk,Canada,"Chien-Pao, Landorus Therian, Sinistcha, Iron Hands, Rapid Strike Urshifu, Heatran"
38,33,Eric Rios,Spain,"Hisuian Arcanine, Cresselia, Tyranitar, Rillaboom, Kommo-o, Flutter Mane"
39,1084,Andrew Ding,USA,"Hearthflame Mask Ogerpon, Tornadus, Rillaboom, Landorus Therian, Rapid Strike Urshifu, Flutter Mane"
40,2802,Jason Tang,USA,"Wellspring Mask Ogerpon, Landorus Therian, Rillaboom, Heatran, Iron Bundle, Iron Hands"
41,1473,Luhou Shen,USA,"Dusclops, Iron Hands, Galarian Moltres, Hisuian Arcanine, Sinistcha, Bloodmoon Ursaluna"
42,1462,Adrien Hurley,USA,"Hisuian Lilligant, Tatsugiri Stretchy Form, Female Indeedee, Torkoal, Armarouge, Dondozo"
43,1688,Abhay Iyer,N/A,"Hisuian Arcanine, Flutter Mane, Wellspring Mask Ogerpon, Kingambit, Landorus, Iron Hands"
44,2386,Parker Simmons,USA,"Annihilape, Landorus Therian, Hisuian Arcanine, Rillaboom, Iron Bundle, Wellspring Mask Ogerpon"
45,2803,Takuya Hiraiwa,USA,"Tornadus, Chien-Pao, Rillaboom, Flutter Mane, Single Strike Urshifu, Heatran"
46,2670,Brian Hough,USA,"Single Strike Urshifu, Landorus Therian, Flutter Mane, Iron Hands, Wellspring Mask Ogerpon, Heatran"
47,1611,Anders Nordstrom,USA,"Iron Hands, Dusclops, Hearthflame Mask Ogerpon, Single Strike Urshifu, Landorus Therian, Bloodmoon Ursaluna"
48,2400,Everett Filloon,USA,"Rillaboom, Chien-Pao, Rapid Strike Urshifu, Tornadus, Hisuian Arcanine, Flutter Mane"
49,2804,Jonathan Giron,USA,"Rapid Strike Urshifu, Tornadus, Amoonguss, Roaring Moon, Hisuian Arcanine, Tinkaton"
50,373,Nicholas Borghi,USA,"Gholdengo, Chien-Pao, Rapid Strike Urshifu, Clefairy, Rillaboom, Hearthflame Mask Ogerpon"
51,188,Alberto Lara,USA,"Flutter Mane, Amoonguss, Landorus Therian, Kingambit, Gastrodon, Heatran"
52,393,Ryan Tan,USA,"Landorus Therian, Bloodmoon Ursaluna, Rillaboom, Flutter Mane, Dusclops, Hearthflame Mask Ogerpon"
53,378,Abe Brath,USA,"Rapid Strike Urshifu, Tornadus, Regidrago, Gholdengo, Hisuian Arcanine, Rillaboom"
54,2805,Jonathan Lin,USA,"Iron Hands, Flutter Mane, Wellspring Mask Ogerpon, Heatran, Landorus Therian, Single Strike Urshifu"
55,2806,Jacob Wilkins,Canada,"Tornadus, Landorus Therian, Flutter Mane, Hearthflame Mask Ogerpon, Iron Hands, Chien-Pao"
56,2548,Robert McEachern,USA,"Female Indeedee, Gallade, Ursaluna, Single Strike Urshifu, Torkoal, Armarouge"
57,2321,Vincent Mateo,Philippines,"Wellspring Mask Ogerpon, Bloodmoon Ursaluna, Chi-Yu, Dusclops, Landorus Therian, Iron Hands"
58,2395,Tamkin Rahman,Canada,"Rapid Strike Urshifu, Iron Hands, Tornadus, Clefairy, Hisuian Arcanine, Gholdengo"
59,1267,Zach Carlson,USA,"Rillaboom, Flutter Mane, Tornadus, Chien-Pao, Hisuian Arcanine, Rapid Strike Urshifu"
60,1631,Jesse Romolo,Canada,"Dragonite, Rapid Strike Urshifu, Farigiraf, Rillaboom, Heatran, Chien-Pao"
61,2807,Anthony Kissoon,USA,"Rapid Strike Urshifu, Tornadus, Flutter Mane, Rillaboom, Landorus Therian, Hearthflame Mask Ogerpon"
62,1766,Luka Trejgut,USA,"Landorus Therian, Hearthflame Mask Ogerpon, Flutter Mane, Tornadus, Kingambit, Rapid Strike Urshifu"
63,195,Joshua Lorcy,USA,"Landorus Therian, Roaring Moon, Iron Hands, Amoonguss, Heatran, Flutter Mane"
64,1710,Camilo Liberona,Chile,"Hisuian Arcanine, Farigiraf, Iron Hands, Wellspring Mask Ogerpon, Alolan Ninetales, Galarian Moltres"
65,2334,Jérémy Côté,Canada,"Iron Hands, Kingambit, Landorus Therian, Iron Bundle, Flutter Mane, Wellspring Mask Ogerpon"
66,148,Ian McLaughlin,USA,"Rapid Strike Urshifu, Flutter Mane, Female Indeedee, Armarouge, Bloodmoon Ursaluna, Tornadus"
67,2808,Blooby B,USA,"Oranguru, Galarian Weezing, Cornerstone Mask Ogerpon, Female Indeedee, Armarouge, Bloodmoon Ursaluna"
68,1939,Olivia Moledzki,Canada,"Farigiraf, Rillaboom, Heatran, Chien-Pao, Rapid Strike Urshifu, Dragonite"
69,2809,Riley Stewart,Canada,"Iron Hands, Landorus Therian, Kingambit, Wellspring Mask Ogerpon, Chien-Pao, Flutter Mane"
70,2810,Daniel Reyes,USA,"Rapid Strike Urshifu, Farigiraf, Rillaboom, Dragonite, Heatran, Chien-Pao"
71,1728,Ryan Haig,USA,"Chi-Yu, Tatsugiri, Flutter Mane, Dragonite, Dondozo, Chien-Pao"
