Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,198,James Baek,USA,"Wellspring Mask Ogerpon, Hisuian Arcanine, Gholdengo, Tornadus, Iron Hands, Rapid Strike Urshifu"
2,1766,Luka Trejgut,USA,"Landorus Therian, Hearthflame Mask Ogerpon, Flutter Mane, Tornadus, Kingambit, Rapid Strike Urshifu"
3,1602,Tang Shiliang,China,"Iron Bundle, Rillaboom, Hearthflame Mask Ogerpon, Iron Hands, Landorus Therian, Heatran"
4,1232,Jeremy Parson,USA,"Kingambit, Flutter Mane, Iron Hands, Wellspring Mask Ogerpon, Landorus Therian, Chi-Yu"
5,1580,Justin Knox,USA,"Rapid Strike Urshifu, Hearthflame Mask Ogerpon, Farigiraf, Okidogi, Clefairy, Bloodmoon Ursaluna"
6,2225,Junxi Zhu,USA,"Rillaboom, Flutter Mane, Hisuian Arcanine, Hearthflame Mask Ogerpon, Tornadus, Gastrodon"
7,159,Riley Factura,USA,"Kingambit, Amoonguss, Rapid Strike Urshifu, Dragonite, Chien-Pao, Hearthflame Mask Ogerpon"
8,2227,Leonard Craft  III,USA,"Chi-Yu, Iron Hands, Landorus Therian, Dusclops, Wellspring Mask Ogerpon, Bloodmoon Ursaluna"
9,150,Paul Chua,USA,"Wellspring Mask Ogerpon, Flutter Mane, Chien-Pao, Amoonguss, Landorus Therian, Iron Hands"
10,2263,Peter Chen,USA,"Torkoal, Single Strike Urshifu, Ursaluna, Farigiraf, Staraptor, Scream Tail"
11,2386,Parker Simmons,USA,"Annihilape, Landorus Therian, Hisuian Arcanine, Rillaboom, Iron Bundle, Wellspring Mask Ogerpon"
12,1769,Giovanni Araníbar,Bolivia,"Heatran, Landorus Therian, Rillaboom, Roaring Moon, Flutter Mane, Wellspring Mask Ogerpon"
13,1932,Justin Tang,USA,"Rillaboom, Hearthflame Mask Ogerpon, Landorus Therian, Iron Hands, Iron Bundle, Heatran"
14,110,Carson Confer,USA,"Illumise, Chi-Yu, Landorus Therian, Wellspring Mask Ogerpon, Iron Hands, Flutter Mane"
15,2657,Jackson Ferris,USA,"Landorus Therian, Flutter Mane, Chi-Yu, Wellspring Mask Ogerpon, Iron Hands, Kingambit"
16,1483,Michael Alex Arand,USA,"Wellspring Mask Ogerpon, Iron Hands, Landorus Therian, Flutter Mane, Amoonguss, Chi-Yu"
17,1575,Noah Pielow,USA,"Hisuian Arcanine, Cresselia, Wellspring Mask Ogerpon, Hisuian Goodra, Grimmsnarl, Annihilape"
18,2274,Alessio Piscitelli,Canada,"Landorus Therian, Iron Hands, Flutter Mane, Kingambit, Wellspring Mask Ogerpon, Chi-Yu"
19,1905,Jered Hunn,USA,"Wellspring Mask Ogerpon, Rapid Strike Urshifu, Hisuian Arcanine, Heatran, Baxcalibur, Alolan Ninetales"
20,2172,Bobby Rochelle,USA,"Rapid Strike Urshifu, Hisuian Arcanine, Tornadus, Iron Hands, Sinistcha, Chien-Pao"
21,2183,Alexzander Page,USA,"Tornadus, Single Strike Urshifu, Flutter Mane, Dondozo, Tatsugiri, Chi-Yu"
22,186,Matthew Jackson,USA,"Rillaboom, Landorus Therian, Hearthflame Mask Ogerpon, Chien-Pao, Flutter Mane, Iron Hands"
23,1560,Norah Bowman,USA,"Iron Hands, Landorus Therian, Kingambit, Wellspring Mask Ogerpon, Flutter Mane, Chi-Yu"
24,2658,Brandon Sirbas,USA,"Tornadus, Flutter Mane, Rapid Strike Urshifu, Kingambit, Hearthflame Mask Ogerpon, Landorus Therian"
25,2659,Michael Bsharah,USA,"Milotic, Hearthflame Mask Ogerpon, Iron Hands, Tornadus, Flutter Mane, Kingambit"
26,1135,Aaron Perez,USA,"Cornerstone Mask Ogerpon, Sinistcha, Kommo-o, Chi-Yu, Grimmsnarl, Iron Hands"
27,2660,Cole Kenney,USA,"Chi-Yu, Iron Bundle, Flutter Mane, Amoonguss, Iron Hands, Landorus Therian"
28,2661,Dylan Kalten,USA,"Chi-Yu, Tatsugiri Stretchy Form, Chien-Pao, Flutter Mane, Dragonite, "
29,2662,Dylan Matthews,USA,"Rillaboom, Heatran, Baxcalibur, Alolan Ninetales, Landorus Therian, Wellspring Mask Ogerpon"
30,338,Dylan Salvanera,USA,"Rillaboom, Gholdengo, Landorus Therian, Hearthflame Mask Ogerpon, Rapid Strike Urshifu, Tornadus"
31,1773,Marco Martinez,USA,"Landorus Therian, Single Strike Urshifu, Rillaboom, Iron Bundle, Hearthflame Mask Ogerpon, Iron Hands"
32,1604,Nishant Joshi,USA,"Chi-Yu, Kingambit, Iron Hands, Flutter Mane, Landorus Therian, Wellspring Mask Ogerpon"
33,2400,Everett Filloon,USA,"Scream Tail, Wellspring Mask Ogerpon, Farigiraf, Iron Hands, Tyranitar, Sinistcha"
34,2381,Han Zhen,China,"Bloodmoon Ursaluna, Hisuian Arcanine, Cresselia, Flutter Mane, Wellspring Mask Ogerpon, Rillaboom"
35,1030,Abdul Barrie,USA,"Wellspring Mask Ogerpon, Baxcalibur, Rillaboom, Heatran, Alolan Ninetales, Landorus Therian"
36,2663,Andy Anderson,USA,"Breloom, Salamence, Cornerstone Mask Ogerpon, Flutter Mane, Kingambit, Slowbro"
37,2664,Ethan Trejo,USA,"Heatran, Rapid Strike Urshifu, Flutter Mane, Landorus Therian, Amoonguss, Iron Hands"
38,2157,Mason Cutler,USA,"Kommo-o, Landorus Therian, Rillaboom, Clefairy, Sinistcha, Cetitan"
39,2321,Vincent Mateo,Philippines,"Hearthflame Mask Ogerpon, Chien-Pao, Flutter Mane, Rapid Strike Urshifu, Rillaboom, Landorus Therian"
40,2665,Erik Ewalt,USA,"Flutter Mane, Landorus Therian, Iron Hands, Kingambit, Hearthflame Mask Ogerpon, Tornadus"
41,380,Kevin Swastek,USA,"Cornerstone Mask Ogerpon, Flutter Mane, Azumarill, Armarouge, Single Strike Urshifu, Female Indeedee"
42,1789,Ding Zishuo,China,"Iron Bundle, Heatran, Rillaboom, Iron Hands, Landorus Therian, Hearthflame Mask Ogerpon"
