Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,343,Brian Youm,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
2,1028,James Evans,USA,"Gholdengo, Chien-Pao, Talonflame, Iron Bundle, Garchomp, Iron Hands"
3,358,Alex Underhill,USA,"Flutter Mane, Orthworm, Gothitelle, Dragonite, Ting-Lu, Iron Hands"
4,150,Paul Chua,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
5,1954,Rushil Thakkar,USA,"Gholdengo, Glimmora, Talonflame, Pawmot, Tatsugiri Stretchy Form, Dondozo"
6,1932,Justin Tang,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
7,1789,Ding Zishuo,China,"Flutter Mane, Glimmora, Chi-Yu, Iron Bundle, Tatsugiri, Dondozo"
8,1559,Austin Acosta,USA,"Gholdengo, Chien-Pao, Talonflame, Iron Bundle, Garchomp, Iron Hands"
9,148,Ian McLaughlin,USA,"Flutter Mane, Female Indeedee, Lycanroc, Tyranitar, Garchomp, Drifblim"
10,159,Riley Factura,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Baxcalibur, Iron Hands"
11,2351,Kian Campbell,USA,"Flutter Mane, Maushold, Dragonite, Iron Bundle, Chien-Pao, Iron Hands"
12,655,Len Deuel,USA,"Flutter Mane, Tyranitar, Lycanroc, Iron Bundle, Garchomp, Corviknight"
13,161,Collin Heier,USA,"Flutter Mane, Amoonguss, Gholdengo, Azumarill, Pelipper, Iron Hands"
14,1631,Jesse Romolo,Canada,"Gholdengo, Chien-Pao, Talonflame, Great Tusk, Garchomp, Dragonite"
15,1933,Thomas DeRosa,USA,"Flutter Mane, Amoonguss, Arcanine, Kingambit, Chien-Pao, Dragonite"
16,394,Brendan Zheng,USA,"Flutter Mane, Amoonguss, Arcanine, Iron Bundle, Ting-Lu, Iron Hands"
17,129,Nick Navarre,USA,"Flutter Mane, Scream Tail, Chi-Yu, Annihilape, Maushold, Talonflame"
18,1769,Giovanni Araníbar,Bolivia,"Flutter Mane, Brute Bonnet, Arcanine, Palafin, Magnezone, Baxcalibur"
19,209,Justin Crubaugh,USA,"Flutter Mane, Amoonguss, Arcanine, Corviknight, Ting-Lu, Iron Hands"
20,132,Ashton Cox,USA,"Flutter Mane, Amoonguss, Arcanine, Palafin, Kingambit, Iron Hands"
21,162,Gary Qian,USA,"Female Indeedee, Amoonguss, Armarouge, Drednaw, Pelipper, Krookodile"
22,1616,Zackary Thornberg,USA,"Flutter Mane, Scream Tail, Chi-Yu, Annihilape, Maushold, Talonflame"
23,1605,Jourdan Bul,USA,"Flutter Mane, Amoonguss, Arcanine, Iron Bundle, Ting-Lu, Iron Hands"
24,1563,Siddharth Singhal,N/A,"Gholdengo, Maushold, Talonflame, Iron Bundle, Great Tusk, Baxcalibur"
25,1773,Marco Martinez,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
26,382,Sohaib Mufti,USA,"Flutter Mane, Amoonguss, Arcanine, Kingambit, Chien-Pao, Dragonite"
27,211,Grant Weldon,USA,"Gholdengo, Glimmora, Talonflame, Iron Bundle, Great Tusk, Tyranitar"
28,1905,Jered Hunn,USA,"Grimmsnarl, Amoonguss, Orthworm, Female Indeedee, Ting-Lu, Iron Hands"
29,163,Stephen Mea,USA,"Gholdengo, Glimmora, Talonflame, Iron Bundle, Great Tusk, Tyranitar"
30,333,Kimo Nishimura,USA,"Flutter Mane, Amoonguss, Gholdengo, Azumarill, Pelipper, Iron Hands"
31,2352,Martin Gouchon,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Roaring Moon, Iron Hands"
32,1676,Calvin Nisson,USA,"Annihilape, Maushold, Gholdengo, Iron Bundle, Ting-Lu, Gyarados"
33,130,Chuppa Cross IV,USA,"Flutter Mane, Kingambit, Arcanine, Iron Bundle, Chien-Pao, Dragonite"
34,2353,Logan Allen,USA,"Flutter Mane, Glimmora, Chi-Yu, Iron Bundle, Tatsugiri, Dondozo"
35,286,Kazuki Kanehira,USA,"Flutter Mane, Amoonguss, Gholdengo, Azumarill, Pelipper, Iron Hands"
36,1892,Yotam Cohen,USA,"Flutter Mane, Amoonguss, Chi-Yu, Iron Bundle, Dragonite, Iron Hands"
37,1480,Stefan Mott,Switzerland,"Flutter Mane, Maushold, Gholdengo, Chien-Pao, Garchomp, Talonflame"
38,1403,Brian Jens,USA,"Flutter Mane, Amoonguss, Arcanine, Kingambit, Ting-Lu, Palafin"
39,1560,Norah Bowman,USA,"Flutter Mane, Amoonguss, Arcanine, Kingambit, Ting-Lu, Dragonite"
40,2186,Chance Alexander,USA,"Flutter Mane, Grimmsnarl, Gholdengo, Gyarados, Ting-Lu, Iron Hands"
41,170,Adam Dejka,USA,"Flutter Mane, Murkrow, Arcanine, Dondozo, Chien-Pao, Wash Rotom"
42,2354,Ollie Zilkha,USA,"Flutter Mane, Klefki, Chien-Pao, Gyarados, Great Tusk, Dragonite"
43,418,Alex Arand,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
44,2355,Jack Duffy,USA,"Flutter Mane, Farigiraf, Chi-Yu, Dondozo, Tatsugiri, Iron Hands"
45,2194,Joe Sakowski,USA,"Gholdengo, Amoonguss, Palafin, Iron Bundle, Dragonite, Iron Hands"
46,2225,Junxi Zhu,USA,"Flutter Mane, Murkrow, Chi-Yu, Iron Bundle, Great Tusk, Dragapult"
47,2356,Daniel Kraft,USA,"Farigiraf, Meowscarada, Arcanine, Iron Bundle, Abomasnow, Scizor"
48,2263,Peter Chen,USA,"Flutter Mane, Female Indeedee, Armarouge, Wash Rotom, Ting-Lu, Hawlucha"
