Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,319,Gavin Michaels,USA,"Iron Hands, Amoonguss, Baxcalibur, Palafin, Pelipper, Dragonite"
2,188,Alberto Lara,USA,"Garchomp, Corviknight, Volcarona, Iron Bundle, Klefki, Roaring Moon"
3,1073,Yuya Tada,Australia,"Iron Moth, Flutter Mane, Arcanine, Dondozo, Tatsugiri, Dragonite"
4,351,Raghav Malaviya,USA,"Iron Hands, Maushold, Arcanine, Iron Bundle, Gholdengo, Roaring Moon"
5,161,Collin Heier,USA,"Great Tusk, Maushold, Kingambit, Iron Bundle, Flutter Mane, Dragonite"
6,1292,Alfredo Chang,Australia,"Great Tusk, Female Indeedee, Armarouge, Iron Bundle, Flutter Mane, Hydreigon"
7,130,Chuppa Cross IV,USA,"Pawmot, Talonflame, Arcanine, Dondozo, Tatsugiri, Gholdengo"
8,1164,Thomas Gravouille,France,"Annihilape, Maushold, Arcanine, Iron Bundle, Sylveon, Roaring Moon"
9,358,Alex Underhill,USA,"Great Tusk, Glimmora, Talonflame, Iron Bundle, Flutter Mane, Kingambit"
10,1503,Giulio Tarlao,Italy,"Annihilape, Amoonguss, Volcarona, Iron Bundle, Flutter Mane, Tyranitar"
11,1827,Aurélien Soula,France,"Great Tusk, Maushold, Volcarona, Iron Bundle, Gholdengo, Dragonite"
12,174,Sam Pandelis,Australia,"Iron Hands, Amoonguss, Garganacl, Iron Bundle, Mimikyu, Roaring Moon"
13,1616,Zackary Thornberg,USA,"Sylveon, Meowscarada, Flutter Mane, Dondozo, Tatsugiri, Gholdengo"
14,1089,Chongjun Peng,USA,"Pawmot, Talonflame, Arcanine, Dondozo, Tatsugiri, Gholdengo"
15,1088,Joseph Ugarte,USA,"Great Tusk, Amoonguss, Volcarona, Iron Bundle, Glimmora, Kingambit"
16,33,Eric Rios,Spain,"Great Tusk, Amoonguss, Talonflame, Iron Bundle, Tyranitar, Gholdengo"
17,1480,Stefan Mott,Switzerland,"Great Tusk, Maushold, Talonflame, Annihilape, Gholdengo, Roaring Moon"
18,1871,Xiao Haotian,China,"Iron Hands, Amoonguss, Garganacl, Iron Bundle, Mimikyu, Roaring Moon"
19,1121,Yuki Zaninovich,USA,"Glimmora, Maushold, Talonflame, Dondozo, Tatsugiri, Gholdengo"
20,1686,Masayoshi Kuroo,Japan,"Vivillon, Maushold, Ceruledge, Iron Bundle, Flutter Mane, Gholdengo"
21,1448,Jesse Beard,Australia,"Iron Hands, Talonflame, Arcanine, Gastrodon, Flutter Mane, Grimmsnarl"
22,268,Alister Sandover,Australia,"Scream Tail, Amoonguss, Arcanine, Garchomp, Flutter Mane, Dragonite"
23,1470,Fred Zhou,Australia,"Iron Hands, Amoonguss, Arcanine, Gothitelle, Flutter Mane, Dragonite"
24,1670,Matthew Robinson,Australia,"Iron Hands, Amoonguss, Armarouge, Female Indeedee, Hatterene, Kingambit"
25,129,Nick Navarre,USA,"Kingambit, Amoonguss, Gyarados, Gothitelle, Flutter Mane, Baxcalibur"
26,415,Meaghan Rattle,Australia,"Iron Hands, Amoonguss, Arcanine, Gothitelle, Flutter Mane, Dragonite"
27,301,Guillermo Castilla Diaz,Spain,"Great Tusk, Amoonguss, Arcanine, Iron Bundle, Gholdengo, Roaring Moon"
28,1872,Matthew Mitchell,Australia,"Grimmsnarl, Meowscarada, Ceruledge, Iron Bundle, Gholdengo, Dragapult"
29,1153,Taran Birdee,Great Britain,"Iron Hands, Brute Bonnet, Pelipper, Palafin, Gholdengo, Roaring Moon"
30,1873,Francesco Rasini,Italy,"Great Tusk, Maushold, Iron Moth, Iron Bundle, Gholdengo, Murkrow"
31,1590,Alex Donaldson,New Zealand,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Gothitelle"
32,1066,Marco Hemantha Kaladura Silva,Italy,"Great Tusk, Tyranitar, Talonflame, Iron Bundle, Flutter Mane, Gothitelle"
33,1706,Michael Navas,Chile,"Kingambit, Brute Bonnet, Armarouge, Female Indeedee, Hatterene, Torkoal"
34,198,James Baek,USA,"Sylveon, Meowscarada, Flutter Mane, Dondozo, Tatsugiri, Gholdengo"
35,1874,Vivek Arunagiri,Australia,"Iron Hands, Arcanine, Armarouge, Female Indeedee, Flutter Mane, Iron Jugulis"
36,1875,Long Nguyen,Australia,"Annihilape, Maushold, Arcanine, Iron Bundle, Tyranitar, Salamence"
37,1844,Thomas Dowling,Ireland,"Great Tusk, Torkoal, Armarouge, Female Indeedee, Hatterene, Roaring Moon"
38,1876,Đạt Lương,N/A,"Iron Hands, Murkrow, Ceruledge, Iron Bundle, Flutter Mane, Garganacl"
39,1028,James Evans,USA,"Great Tusk, Gothitelle, Sylveon, Iron Bundle, Tyranitar, Dragonite"
40,1877,Andy Brophy,Australia,"Iron Hands, Garganacl, Arcanine, Iron Bundle, Flutter Mane, Baxcalibur"
41,1878,Lochiel Cameron,Australia,"Iron Hands, Great Tusk, Talonflame, Dondozo, Tatsugiri, Gholdengo"
42,1879,Kiyoshiro Arai,Japan,"Iron Hands, Amoonguss, Brute Bonnet, Scream Tail, Mimikyu, Torkoal"
43,332,Justin Burns,USA,"Great Tusk, Glimmora, Talonflame, Iron Bundle, Flutter Mane, Kingambit"
44,1669,Liu Genting,China,"Maushold, Torkoal, Armarouge, Female Indeedee, Flutter Mane, Corviknight"
45,1747,Joji Kaieda,Japan,"Great Tusk, Brute Bonnet, Talonflame, Iron Bundle, Tyranitar, Gholdengo"
46,1880,Pan Si  Ming,Hong Kong,"Iron Hands, Murkrow, Great Tusk, Iron Bundle, Flutter Mane, Gholdengo"
47,1881,Liam Shorter,Australia,"Iron Hands, Gothitelle, Arcanine, Iron Bundle, Abomasnow, Kingambit"
48,1882,Takehiro Nakata,Japan,"Great Tusk, Brute Bonnet, Talonflame, Iron Bundle, Tyranitar, Gholdengo"
49,1883,Jessica Bradley,Australia,"Iron Hands, Amoonguss, Armarouge, Female Indeedee, Flutter Mane, Roaring Moon"
