Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,3157,Florian Temme,Germany,"Bloodmoon Ursaluna, Incineroar, Flutter Mane, Single Strike Urshifu, Wellspring Mask Ogerpon, Farigiraf"
2,1512,Nick Schrott,Germany,"Kingambit, Flutter Mane, Rillaboom, Wellspring Mask Ogerpon, Porygon2, Gouging Fire"
3,2859,Sergio Ramirez,Spain,"Raging Bolt, Hearthflame Mask Ogerpon, Dragonite, Chien-Pao, Rapid Strike Urshifu, Rillaboom"
4,1652,Francesco Iozzia,Italy,"Chien-Pao, Entei, Rillaboom, Raging Bolt, Wellspring Mask Ogerpon, Flutter Mane"
5,3016,Francesco Luigi Pardini,Italy,"Incineroar, Tornadus, Single Strike Urshifu, Wellspring Mask Ogerpon, Raging Bolt, Gholdengo"
6,1481,Victor Medina,Spain,"Flutter Mane, Raging Bolt, Landorus, Single Strike Urshifu, Wellspring Mask Ogerpon, Chi-Yu"
7,33,Eric Rios,Spain,"Amoonguss, Incineroar, Ting-Lu, Gholdengo, Kommo-o, Porygon2"
8,2025,Fevzi Özkan,Germany,"Single Strike Urshifu, Glimmora, Entei, Flutter Mane, Wellspring Mask Ogerpon, Tornadus"
9,301,Guillermo Castilla Diaz,Spain,"Incineroar, Raging Bolt, Wellspring Mask Ogerpon, Flutter Mane, Landorus, Single Strike Urshifu"
10,1622,Christian Smiljanić,Austria,"Gholdengo, Landorus, Single Strike Urshifu, Incineroar, Porygon2, Amoonguss"
11,1170,Mattie Morgan,Ireland,"Incineroar, Amoonguss, Roaring Moon, Wellspring Mask Ogerpon, Flutter Mane, Raging Bolt"
12,647,Richard Hodge,Great Britain,"Single Strike Urshifu, Flutter Mane, Raging Bolt, Landorus, Incineroar, Wellspring Mask Ogerpon"
13,1759,Adam Cherfaoui,France,"Wellspring Mask Ogerpon, Single Strike Urshifu, Tornadus, Incineroar, Gholdengo, Raging Bolt"
14,2757,Antonio Marco Rodrigo Jiménez,Spain,"Ursaluna, Regidrago, Armarouge, Female Indeedee, Torkoal, Flutter Mane"
15,2021,Matthieu Barbe,France,"Chi-Yu, Wellspring Mask Ogerpon, Single Strike Urshifu, Flutter Mane, Glimmora, Tornadus"
16,1490,Nikolaj  Høj Nielsen,Denmark,"Farigiraf, Tornadus, Single Strike Urshifu, Hearthflame Mask Ogerpon, Iron Hands, Bloodmoon Ursaluna"
17,1487,Selahattin Sturm,Germany,"Tornadus, Incineroar, Raging Bolt, Single Strike Urshifu, Gholdengo, Wellspring Mask Ogerpon"
18,43,Eduardo Cunha,Portugal,"Single Strike Urshifu, Raging Bolt, Wellspring Mask Ogerpon, Gholdengo, Incineroar, Tornadus"
19,1649,Amin Lehna,USA,"Iron Hands, Hearthflame Mask Ogerpon, Tornadus, Bloodmoon Ursaluna, Single Strike Urshifu, Farigiraf"
20,1169,David Ridorsa Caceres,Spain,"Gholdengo, Amoonguss, Wellspring Mask Ogerpon, Iron Hands, Porygon2, Incineroar"
21,2115,Sam Plassgård,Norway,"Farigiraf, Hearthflame Mask Ogerpon, Bloodmoon Ursaluna, Tornadus, Iron Hands, Single Strike Urshifu"
22,3030,Sam Tabner,N/A,"Flutter Mane, Wellspring Mask Ogerpon, Glimmora, Chi-Yu, Single Strike Urshifu, Tornadus"
23,3158,Michael Deuble,Germany,"Venusaur, Flutter Mane, Torkoal, Iron Hands, Farigiraf, Walking Wake"
24,635,Guiseppe Musicco,Italy,"Wellspring Mask Ogerpon, Raging Bolt, Tornadus, Single Strike Urshifu, Gholdengo, Incineroar"
25,317,Nemanja Sandic,Germany,"Armarouge, Tornadus, Female Indeedee, Ursaluna, Roaring Moon, Rapid Strike Urshifu"
26,1845,Nikola Zirdum,N/A,"Raging Bolt, Flutter Mane, Hisuian Arcanine, Wellspring Mask Ogerpon, Landorus, Single Strike Urshifu"
27,2781,Valentijn Visser,Netherlands,"Heatran, Flutter Mane, Farigiraf, Iron Hands, Single Strike Urshifu, Wellspring Mask Ogerpon"
28,3159,Livio Sandberg,Netherlands,"Amoonguss, Flutter Mane, Chien-Pao, Kingambit, Gouging Fire, Wellspring Mask Ogerpon"
29,2022,Fabian Kuhl,Germany,"Single Strike Urshifu, Raging Bolt, Flutter Mane, Amoonguss, Incineroar, Wellspring Mask Ogerpon"
30,100,Robin Lange,Germany,"Wellspring Mask Ogerpon, Iron Moth, Rillaboom, Sylveon, Incineroar, Farigiraf"
31,28,Alex Gómez Berna,Spain,"Amoonguss, Incineroar, Gholdengo, Ting-Lu, Kommo-o, Porygon2"
32,2041,Alberto Fornaini,Italy,"Amoonguss, Archaludon, Pelipper, Rapid Strike Urshifu, Flutter Mane, Landorus"
33,1771,Carlos Cabal,Spain,"Raging Bolt, Landorus, Chi-Yu, Wellspring Mask Ogerpon, Flutter Mane, Single Strike Urshifu"
34,3160,Gero Mayer,Austria,"Tornadus, Single Strike Urshifu, Farigiraf, Bloodmoon Ursaluna, Hearthflame Mask Ogerpon, Iron Hands"
35,1503,Giulio Tarlao,Italy,"Wellspring Mask Ogerpon, Gholdengo, Tornadus, Incineroar, Raging Bolt, Single Strike Urshifu"
36,1497,Jack Clarke,Great Britain,"Grimmsnarl, Wellspring Mask Ogerpon, Okidogi, Roaring Moon, Gholdengo, Entei"
37,3161,Benjamin Jochimsen,Denmark,"Tornadus, Bloodmoon Ursaluna, Rillaboom, Single Strike Urshifu, Hearthflame Mask Ogerpon, Farigiraf"
38,2931,Davide Aondio,Italy,"Hearthflame Mask Ogerpon, Female Indeedee, Regidrago, Iron Crown, Rapid Strike Urshifu, Tornadus"
39,2895,Filippo Mazzurana,Italy,"Wellspring Mask Ogerpon, Kingambit, Gouging Fire, Amoonguss, Dragonite, Chien-Pao"
40,2761,Bart van Doorn,Netherlands,"Single Strike Urshifu, Rillaboom, Raging Bolt, Incineroar, Cresselia, Registeel"
41,3162,Christoph Gooss,Austria,"Rillaboom, Flutter Mane, Wellspring Mask Ogerpon, Gouging Fire, Kingambit, Chien-Pao"
42,1154,Alex Soto,Spain,"Armarouge, Cornerstone Mask Ogerpon, Female Indeedee, Kingambit, Gallade, Torkoal"
43,1162,Pietro Xella,Italy,"Flutter Mane, Raging Bolt, Wellspring Mask Ogerpon, Hisuian Arcanine, Landorus, Single Strike Urshifu"
44,3163,Rouven Chetrit,Germany,"Rillaboom, Landorus, Regieleki, Hearthflame Mask Ogerpon, Farigiraf, Araquanid"
45,2835,YUXIANG WANG,China,"Flutter Mane, Incineroar, Raging Bolt, Volcarona, Wellspring Mask Ogerpon, Landorus"
46,2579,Simone Caletti,Italy,"Wellspring Mask Ogerpon, Raging Bolt, Amoonguss, Roaring Moon, Flutter Mane, Incineroar"
47,552,Michael Riechert,Germany,"Rapid Strike Urshifu, Ursaluna, Tornadus, Amoonguss, Roaring Moon, Female Indeedee"
48,1499,Maurice Uteg,Germany,"Gouging Fire, Landorus, Flutter Mane, Wellspring Mask Ogerpon, Kingambit, Rillaboom"
49,2860,Francesco Pio Pero,Italy,"Kingambit, Rillaboom, Landorus, Wellspring Mask Ogerpon, Gouging Fire, Flutter Mane"
50,3164,Nico Märker,Germany,"Ting-Lu, Kommo-o, Amoonguss, Porygon2, Flutter Mane, Incineroar"
51,3165,Niklas Schurse,Germany,"Wellspring Mask Ogerpon, Landorus, Gholdengo, Iron Bundle, Incineroar, Single Strike Urshifu"
52,1011,Roberto Porretti,Italy,"Incineroar, Cresselia, Hearthflame Mask Ogerpon, Registeel, Single Strike Urshifu, Raging Bolt"
