Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,2478,Nicholas Kan,Australia,"Flutter Mane, Landorus Therian, Heatran, Iron Hands, Wellspring Mask Ogerpon, Amoonguss"
2,1476,Lewis Tan,Australia,"Iron Hands, Amoonguss, Roaring Moon, Heatran, Dusclops, Landorus Therian"
3,1874,Vivek Arunagiri,Australia,"Female Indeedee, Kingambit, Flutter Mane, Landorus Therian, Armarouge, Wellspring Mask Ogerpon"
4,2833,Konnar Betts,Australia,"Hisuian Lilligant, Torkoal, Regidrago, Ursaluna, Armarouge, Female Indeedee"
5,672,Daniel Walker,Australia,"Hearthflame Mask Ogerpon, Clefable, Glimmora, Rillaboom, Landorus Therian, Kingambit"
6,2051,Kiran Singh,Australia,"Landorus Therian, Roaring Moon, Iron Hands, Flutter Mane, Amoonguss, Heatran"
7,2834,Jack Lloyd,Australia,"Iron Hands, Single Strike Urshifu, Flutter Mane, Kommo-o, Rillaboom, Heatran"
8,700,Liam Gilbert,Australia,"Rapid Strike Urshifu, Hisuian Arcanine, Kingambit, Flutter Mane, Amoonguss, Iron Hands"
9,2486,Lu Lingdi,China,"Gholdengo, Rapid Strike Urshifu, Amoonguss, Pelipper, Iron Hands, Roaring Moon"
10,1121,Yuki Zaninovich,USA,"Hisuian Goodra, Tornadus, Hearthflame Mask Ogerpon, Rillaboom, Rapid Strike Urshifu, Grimmsnarl"
11,2835,YUXIANG WANG,China,"Chien-Pao, Hisuian Arcanine, Tornadus, Flutter Mane, Rillaboom, Rapid Strike Urshifu"
12,821,Luke Milligan,Australia,"Bloodmoon Ursaluna, Landorus Therian, Iron Hands, Wellspring Mask Ogerpon, Farigiraf, Flutter Mane"
13,1669,Liu Genting,China,"Flutter Mane, Gholdengo, Amoonguss, Iron Hands, Landorus, Roaring Moon"
14,2836,MD Raad Chowdhury,N/A,"Gholdengo, Chien-Pao, Tornadus, Hisuian Arcanine, Wellspring Mask Ogerpon, Rapid Strike Urshifu"
15,703,Henry Rich,Australia,"Kommo-o, Hisuian Arcanine, Wellspring Mask Ogerpon, Gholdengo, Roaring Moon, Brambleghast"
16,2837,Jude Gerard Lee Wei Cong,Singapore,"Landorus Therian, Iron Hands, Roaring Moon, Amoonguss, Heatran, Flutter Mane"
17,1887,Thomas Chen,Australia,"Tornadus, Gholdengo, Rapid Strike Urshifu, Hisuian Arcanine, Amoonguss, Iron Hands"
18,2838,Bryce Facey,Australia,"Roaring Moon, Amoonguss, Landorus Therian, Dusclops, Heatran, Iron Hands"
19,2839,Matt Ireland,Australia,"Rapid Strike Urshifu, Gholdengo, Tornadus, Regidrago, Hisuian Arcanine, Rillaboom"
20,404,James Katsaros,Australia,"Heatran, Iron Hands, Amoonguss, Roaring Moon, Flutter Mane, Landorus Therian"
21,2840,Jivan Bhana,New Zealand,"Okidogi, Heatran, Iron Bundle, Baxcalibur, Alolan Ninetales, Rillaboom"
22,1886,Scott Sellers,Australia,"Hisuian Arcanine, Rillaboom, Wellspring Mask Ogerpon, Flutter Mane, Chi-Yu, Tornadus"
23,2487,Dimitri Koziaris,Australia,"Rapid Strike Urshifu, Gholdengo, Amoonguss, Iron Hands, Tornadus, Hisuian Arcanine"
24,1448,Jesse Beard,Australia,"Rapid Strike Urshifu, Flutter Mane, Amoonguss, Chi-Yu, Corviknight, Roaring Moon"
25,1597,Daniel Quek,Australia,"Chien-Pao, Rapid Strike Urshifu, Flutter Mane, Rillaboom, Hisuian Arcanine, Tornadus"
26,268,Alister Sandover,Australia,"Cresselia, Iron Hands, Landorus Therian, Amoonguss, Heatran, Chien-Pao"
27,2841,Sky Konsti,Australia,"Single Strike Urshifu, Baxcalibur, Heatran, Alolan Ninetales, Landorus Therian, Rillaboom"
28,1043,Bingjie Wang,Canada,"Chandelure, Bloodmoon Ursaluna, Iron Hands, Landorus Therian, Single Strike Urshifu, Amoonguss"
29,412,Nicholas Bingham,Australia,"Dondozo, Tatsugiri, Glimmora, Flutter Mane, Single Strike Urshifu, Tornadus"
30,2057,Harrison McCowage,Australia,"Single Strike Urshifu, Regieleki, Tatsugiri, Flutter Mane, Dondozo, Chi-Yu"
31,1872,Matthew Mitchell,Australia,"Ceruledge, Iron Bundle, Iron Hands, Flutter Mane, Wellspring Mask Ogerpon, Landorus Therian"
32,259,Lewis Foong,Malaysia,"Sinistcha, Iron Hands, Cornerstone Mask Ogerpon, Bloodmoon Ursaluna, Landorus Therian, Rapid Strike Urshifu"
