Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,20,Nils Dunlop,Sweden,"Rapid Strike Urshifu, Porygon2, Ursaluna, Amoonguss, Incineroar, Flutter Mane"
2,2339,Tim Edwards,USA,"Raging Bolt, Rillaboom, Hearthflame Mask Ogerpon, Incineroar, Rapid Strike Urshifu, Flutter Mane"
3,1174,Jorijn Raijmakers,Netherlands,"Roaring Moon, Porygon2, Gholdengo, Landorus, Incineroar, Amoonguss"
4,28,Alex Gómez Berna,Spain,"Rillaboom, Incineroar, Rapid Strike Urshifu, Raging Bolt, Chien-Pao, Gholdengo"
5,106,Luca Ceribelli,Italy,"Rapid Strike Urshifu, Incineroar, Raging Bolt, Amoonguss, Flutter Mane, Hearthflame Mask Ogerpon"
6,473,Diego Gutierrez,Peru,"Okidogi, Chien-Pao, Wellspring Mask Ogerpon, Landorus, Rillaboom, Hisuian Arcanine"
7,111,Davide Cauteruccio,Italy,"Dragonite, Ting-Lu, Chien-Pao, Gholdengo, Dondozo, Gouging Fire"
8,1827,Aurélien Soula,France,"Hearthflame Mask Ogerpon, Single Strike Urshifu, Rillaboom, Flutter Mane, Raging Bolt, Landorus"
9,2117,Davide Fazio,Italy,"Rapid Strike Urshifu, Landorus, Hearthflame Mask Ogerpon, Rillaboom, Raging Bolt, Incineroar"
10,2591,Alberto Cañuelo Gómez,Spain,"Pelipper, Incineroar, Landorus, Archaludon, Rapid Strike Urshifu, Amoonguss"
11,1011,Roberto Porretti,Italy,"Amoonguss, Cresselia, Archaludon, Chien-Pao, Pelipper, Rapid Strike Urshifu"
12,3364,Joseph Russell,N/A,"Female Indeedee, Iron Crown, Hearthflame Mask Ogerpon, Rapid Strike Urshifu, Tornadus, Regidrago"
13,25,Wolfe Glick,USA,"Rapid Strike Urshifu, Incineroar, Flutter Mane, Amoonguss, Landorus, Tornadus"
14,1785,Brian Collins,Ireland,"Single Strike Urshifu, Hatterene, Female Indeedee, Torkoal, Farigiraf, Smeargle"
15,1493,Kasper Kallio,Finland,"Female Indeedee, Chi-Yu, Hatterene, Pelipper, Archaludon, Rapid Strike Urshifu"
16,2396,Sam Danneker,USA,"Heatran, Galarian Zapdos, Iron Bundle, Baxcalibur, Landorus, Ogerpon"
17,1481,Victor Medina,Spain,"Raging Bolt, Rapid Strike Urshifu, Incineroar, Landorus, Chien-Pao, Rillaboom"
18,37,Arash Ommati,Italy,"Rapid Strike Urshifu, Hearthflame Mask Ogerpon, Chien-Pao, Clefairy, Rillaboom, Raging Bolt"
19,2478,Nicholas Kan,Australia,"Landorus, Rillaboom, Chien-Pao, Rapid Strike Urshifu, Raging Bolt, Incineroar"
20,2645,Guilherme de Oliveira Queiroz,Brazil,"Flutter Mane, Raging Bolt, Single Strike Urshifu, Wellspring Mask Ogerpon, Entei, Cresselia"
21,3365,Esteban Molina,Costa Rica,"Cresselia, Incineroar, Flutter Mane, Wellspring Mask Ogerpon, Ursaluna, Raging Bolt"
22,3179,stefano greppi,Italy,"Rapid Strike Urshifu, Hearthflame Mask Ogerpon, Incineroar, Rillaboom, Landorus, Raging Bolt"
23,1096,Juan Salerno,Argentina,"Dondozo, Corviknight, Ting-Lu, Gouging Fire, Chien-Pao, Dragonite"
24,1480,Stefan Mott,Switzerland,"Wellspring Mask Ogerpon, Gholdengo, Landorus, Tornadus, Incineroar, Clefairy"
25,422,Teemu Mankinen,Finland,"Galarian Moltres, Grimmsnarl, Cornerstone Mask Ogerpon, Bronzong, Okidogi, Amoonguss"
26,1651,Emanuele Briganti,Italy,"Amoonguss, Wellspring Mask Ogerpon, Incineroar, Flutter Mane, Iron Hands, Roaring Moon"
27,188,Alberto Lara,USA,"Rapid Strike Urshifu, Amoonguss, Pelipper, Chien-Pao, Dragonite, Gholdengo"
