Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,3384,Hanns Pizarro,Peru,"Hearthflame Mask Ogerpon, Flutter Mane, Chien-Pao, Pelipper, Zamazenta, Rillaboom"
2,1708,Luciano Laroze,Chile,"Single Strike Urshifu, Raging Bolt, Zamazenta, Pelipper, Incineroar, Amoonguss"
3,2514,Dorian Quiñonez,Peru,"Volcarona, Clefairy, Terapagos, Tornadus, Incineroar, Wellspring Mask Ogerpon"
4,470,Renzo Navarro,Peru,"Flutter Mane, Incineroar, Pelipper, Amoonguss, Zamazenta, Raging Bolt"
5,175,Paul Ruiz,Ecuador,"Incineroar, Raging Bolt, Shadow Rider Calyrex, Wellspring Mask Ogerpon, Whimsicott, Kommo-o"
6,1096,Juan Salerno,Argentina,"Amoonguss, Single Strike Urshifu, Gholdengo, Ice Rider Calyrex, Raging Bolt, Incineroar"
7,3392,Francisco Gribaudo,Argentina,"Raging Bolt, Shadow Rider Calyrex, Incineroar, Single Strike Urshifu, Gastrodon, Flutter Mane"
8,3504,Joaquín Ramos,Chile,"Rillaboom, Raging Bolt, Terapagos, Rapid Strike Urshifu, Clefairy, Incineroar"
9,3505,Rodrigo Tapia,Chile,"Chien-Pao, Dragonite, Entei, Hearthflame Mask Ogerpon, Rillaboom, Zamazenta"
10,41,Sebastian Escalante,Argentina,"Amoonguss, Chi-Yu, Rapid Strike Urshifu, Tornadus, Raging Bolt, Terapagos"
11,217,Jean Paul Lopez Buiza,Peru,"Raging Bolt, Cornerstone Mask Ogerpon, Chien-Pao, Zamazenta, Pelipper, Flutter Mane"
12,3506,Daniel Pradenas,Chile,"Rapid Strike Urshifu, Raging Bolt, Incineroar, Pelipper, Zamazenta, Amoonguss"
13,1704,Joaquín Salerno,Argentina,"Rillaboom, Terapagos, Rapid Strike Urshifu, Chi-Yu, Tornadus, Incineroar"
14,3411,Diego Sebastián Ortiz Sánchez,Peru,"Volcarona, Raging Bolt, Terapagos, Wellspring Mask Ogerpon, Clefairy, Incineroar"
15,3507,Victor Leon,Chile,"Pelipper, Raging Bolt, Ice Rider Calyrex, Rapid Strike Urshifu, Incineroar, Amoonguss"
16,3440,Juan José Mejia Tasayco,Peru,"Cornerstone Mask Ogerpon, Chi-Yu, Flutter Mane, Terapagos, Amoonguss, Tornadus"
17,1092,Alban Badin,France,"Clefairy, Shadow Rider Calyrex, Incineroar, Rillaboom, Thundurus, Rapid Strike Urshifu"
18,3508,Iván Charles,Argentina,"Incineroar, Tsareena, Tornadus, Rapid Strike Urshifu, Kyogre, Flutter Mane"
19,3427,Maximiliano Aspeé,Chile,"Mienshao, Rillaboom, Shadow Rider Calyrex, Incineroar, Cornerstone Mask Ogerpon, Tornadus"
20,3509,Sebastian Rodriguez,Peru,"Rillaboom, Incineroar, Tornadus, Rapid Strike Urshifu, Terapagos, Clefairy"
21,438,Javier Parada,Chile,"Rapid Strike Urshifu, Rillaboom, Raging Bolt, Clefairy, Incineroar, Terapagos"
22,3510,Maximiliano Canelón,Chile,"Amoonguss, Incineroar, Pelipper, Rapid Strike Urshifu, Ice Rider Calyrex, Raging Bolt"
23,485,Leonardo Chinchilla,Costa Rica,"Flutter Mane, Whimsicott, Incineroar, Raging Bolt, Gholdengo, Koraidon"
24,2645,Guilherme de Oliveira Queiroz,Brazil,"Flutter Mane, Amoonguss, Chi-Yu, Terapagos, Tornadus, Cornerstone Mask Ogerpon"
25,1684,Galo Orbea,Ecuador,"Raging Bolt, Flutter Mane, Zamazenta, Chien-Pao, Incineroar, Pelipper"
26,3511,Felipe Alejandro,Chile,"Terapagos, Flutter Mane, Cornerstone Mask Ogerpon, Chi-Yu, Tornadus, Amoonguss"
27,3512,Marcelo Lizardi,Chile,"Zamazenta, Chien-Pao, Rillaboom, Pelipper, Latios, Galarian Moltres"
28,3513,Esteban Ojeda,Chile,"Pelipper, Incineroar, Raging Bolt, Rapid Strike Urshifu, Ice Rider Calyrex, Amoonguss"
29,3514,Omar Acuña Acevedo,Chile,"Raging Bolt, Clefairy, Terapagos, Incineroar, Rapid Strike Urshifu, Rillaboom"
30,3515,Tomás Alejandro Segovia,Paraguay,"Bloodmoon Ursaluna, Iron Hands, Miraidon, Chi-Yu, Whimsicott, Farigiraf"
31,1710,Camilo Liberona,Chile,"Iron Hands, Miraidon, Bloodmoon Ursaluna, Farigiraf, Ceruledge, Whimsicott"
32,3516,Nicolás Nieto,Chile,"Flutter Mane, Raging Bolt, Incineroar, Koraidon, Amoonguss, Cornerstone Mask Ogerpon"
33,3517,Nicolas Villagra,Chile,"Rapid Strike Urshifu, Amoonguss, Incineroar, Rillaboom, Tornadus, Terapagos"
34,3518,Emiliano Reyes Castro,Chile,"Cornerstone Mask Ogerpon, Chi-Yu, Tornadus, Terapagos, Flutter Mane, Amoonguss"
35,3519,Pedro Ignacio Campusano Corrotea,Chile,"Flutter Mane, Koraidon, Rillaboom, Walking Wake, Ting-Lu, Incineroar"
36,506,Nicolas del Campo,Chile,"Terapagos, Rillaboom, Raging Bolt, Incineroar, Rapid Strike Urshifu, Clefairy"
37,3520,Pablo Arriagada,Chile,"Amoonguss, Terapagos, Chi-Yu, Cornerstone Mask Ogerpon, Tornadus, Flutter Mane"
38,883,Sebastian Huenuvil,Chile,"Koraidon, Raging Bolt, Flutter Mane, Amoonguss, Incineroar, Chien-Pao"
39,3521,Pedro Eriz,Chile,"Scream Tail, Incineroar, Walking Wake, Rillaboom, Zamazenta, Gothitelle"
