Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,6,Markus Stadter,Germany,"Iron Hands, Great Tusk, Iron Jugulis, Iron Bundle, Gholdengo, Gothitelle"
2,1154,Alex Soto,Spain,"Annihilape, Torkoal, Armarouge, Female Indeedee, Hatterene, Kingambit"
3,1827,Aurélien Soula,France,"Great Tusk, Maushold, Volcarona, Iron Bundle, Gholdengo, Dragonite"
4,1993,Víctor Jiménez,Spain,"Iron Moth, Flutter Mane, Arcanine, Dondozo, Tatsugiri Droopy Form, Dragonite"
5,635,Guiseppe Musicco,Italy,"Kingambit, Amoonguss, Arcanine, Iron Bundle, Flutter Mane, Dragonite"
6,1099,Faaiz Ashfaq,Germany,"Great Tusk, Maushold, Torkoal, Iron Bundle, Flutter Mane, Kingambit"
7,1994,Michael Kelsch,Germany,"Great Tusk, Tyranitar, Talonflame, Iron Bundle, Flutter Mane, Dragonite"
8,1066,Marco Hemantha Kaladura Silva,Italy,"Iron Hands, Amoonguss, Garganacl, Iron Bundle, Mimikyu, Roaring Moon"
9,33,Eric Rios,Spain,"Iron Hands, Amoonguss, Arcanine, Iron Bundle, Gholdengo, Roaring Moon"
10,1771,Carlos Cabal,Spain,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Roaring Moon"
11,12,Javier Senorena,Spain,"Iron Hands, Amoonguss, Gholdengo, Iron Bundle, Flutter Mane, Roaring Moon"
12,648,Hippolyte Bernard,France,"Great Tusk, Amoonguss, Talonflame, Iron Bundle, Flutter Mane, Tyranitar"
13,1760,Sebastian Li,Netherlands,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Roaring Moon"
14,1506,Bas van  der  Heijden,USA,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Roaring Moon"
15,301,Guillermo Castilla Diaz,Spain,"Iron Hands, Amoonguss, Arcanine, Iron Bundle, Gholdengo, Roaring Moon"
16,28,Alex Gómez Berna,Spain,"Iron Hands, Maushold, Arcanine, Palafin, Gholdengo, Dragonite"
17,1481,Victor Medina,Spain,"Iron Hands, Gardevoir, Gholdengo, Dondozo, Tatsugiri, Roaring Moon"
18,1647,Giuseppe Alario,Italy,"Great Tusk, Brute Bonnet, Talonflame, Iron Bundle, Gholdengo, Dragonite"
19,39,David Koutesh,Czech Republic,"Great Tusk, Torkoal, Arcanine, Bellibolt, Flutter Mane, Roaring Moon"
20,50,Davide Carrer,Italy,"Iron Moth, Flutter Mane, Arcanine, Dondozo, Tatsugiri, Dragonite"
21,1627,Nicolas Legoux,France,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Roaring Moon"
22,306,Enosh Shachar,USA,"Dragonite, Glimmora, Torkoal, Palafin, Flutter Mane, Roaring Moon"
23,1492,Andrea Olea,Switzerland,"Annihilape, Maushold, Arcanine, Iron Bundle, Flutter Mane, Kingambit"
24,1170,Mattie Morgan,Ireland,"Iron Hands, Amoonguss, Arcanine, Scream Tail, Flutter Mane, Gothitelle"
25,1023,Oliver Eskolin,Finland,"Annihilape, Maushold, Gholdengo, Dondozo, Tatsugiri, Murkrow"
26,2921,Mateus De Moura Pimentel,Netherlands,"Great Tusk, Maushold, Ceruledge, Iron Bundle, Flutter Mane, Kingambit"
27,1318,Juan Borreguero,Spain,"Annihilape, Mow Rotom, Arcanine, Gastrodon, Gardevoir, Roaring Moon"
28,1995,Timo van  der  Vliet,USA,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Roaring Moon"
29,64,Leonardo Bonanomi,Italy,"Kingambit, Brute Bonnet, Arcanine, Iron Bundle, Flutter Mane, Dragonite"
30,1174,Jorijn Raijmakers,Netherlands,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Roaring Moon"
31,1996,Simon Schlütter,Germany,"Great Tusk, Gholdengo, Talonflame, Dondozo, Tatsugiri, Dragonite"
32,1017,Aleksandra Cwikiel,Poland,"Sandy Shocks, Meowscarada, Volcarona, Garganacl, Mimikyu, Baxcalibur"
33,1554,Yale  K  A Gasaan,USA,"Iron Hands, Amoonguss, Arcanine, Iron Bundle, Flutter Mane, Roaring Moon"
34,1162,Pietro Xella,Italy,"Great Tusk, Maushold, Iron Moth, Iron Bundle, Gholdengo, Murkrow"
35,20,Nils Dunlop,Sweden,"Sandy Shocks, Brute Bonnet, Arcanine, Iron Bundle, Gholdengo, Espathra"
36,1997,Kylian Duquesne,USA,"Iron Hands, Amoonguss, Ceruledge, Palafin, Hatterene, Roaring Moon"
37,1998,Geonwoo Myung,Korea,"Great Tusk, Gothitelle, Torkoal, Iron Bundle, Flutter Mane, Dragonite"
38,1999,Siyuan Chen,France,"Kingambit, Flutter Mane, Iron Moth, Dondozo, Tatsugiri Stretchy Form, Dragonite"
39,1854,Marco Marras,Italy,"Great Tusk, Maushold, Gholdengo, Iron Bundle, Flutter Mane, Dragonite"
40,1821,Julián Piñeiro,Spain,"Kingambit, Amoonguss, Arcanine, Iron Bundle, Flutter Mane, Palafin"
41,1489,Giacomo Pauselli,Italy,"Maushold, Female Indeedee, Armarouge, Dondozo, Tatsugiri, Talonflame"
42,2000,Marco Cucini,Italy,"Iron Hands, Brute Bonnet, Armarouge, Female Indeedee, Hatterene, Torkoal"
43,2001,Tobias Clemens,Germany,"Iron Hands, Amoonguss, Pelipper, Palafin, Gholdengo, Roaring Moon"
44,2002,Jannik Koch,Germany,"Iron Hands, Amoonguss, Arcanine, Iron Bundle, Gholdengo, Roaring Moon"
45,2003,Bodo Engel,Germany,"Iron Bundle, Flutter Mane, Arcanine, Dondozo, Tatsugiri, Tyranitar"
46,1217,Robert Wein,Germany,"Great Tusk, Tyranitar, Talonflame, Iron Bundle, Flutter Mane, Gholdengo"
47,2004,Jamal El  Moutaoikil,Germany,"Great Tusk, Tyranitar, Talonflame, Iron Bundle, Flutter Mane, Gothitelle"
48,1495,Giovanni  M Tonelli,Italy,"Great Tusk, Brute Bonnet, Talonflame, Iron Bundle, Gholdengo, Dragonite"
49,1137,Hengyue Zhang,USA,"Iron Hands, Brute Bonnet, Armarouge, Female Indeedee, Hatterene, Torkoal"
50,1622,Christian Smiljanić,Austria,"Sandy Shocks, Meowscarada, Volcarona, Garganacl, Mimikyu, Baxcalibur"
51,2005,Benjamin Majaura,Germany,"Kingambit, Amoonguss, Heat Rotom, Gothitelle, Flutter Mane, Dragonite"
52,105,Ruben Pereira,Portugal,"Iron Hands, Amoonguss, Arcanine, Gothitelle, Flutter Mane, Dragonite"
53,2006,Daniele Seghizzi,Italy,"Great Tusk, Brute Bonnet, Talonflame, Iron Bundle, Gholdengo, Dragonite"
54,1536,Matt Maynard,Great Britain,"Annihilape, Maushold, Talonflame, Great Tusk, Gholdengo, Roaring Moon"
55,1068,Sam Bentham,Great Britain,"Great Tusk, Gothitelle, Talonflame, Iron Bundle, Flutter Mane, Tyranitar"
56,2007,Danilo Fischer,Germany,"Iron Hands, Amoonguss, Armarouge, Iron Bundle, Female Indeedee, Roaring Moon"
57,76,Flavio del Pidio,Italy,"Iron Hands, Amoonguss, Arcanine, Palafin, Gholdengo, Dragonite"
58,54,Albert Bos,Spain,"Iron Hands, Amoonguss, Arcanine, Iron Bundle, Gholdengo, Roaring Moon"
59,2009,Antonio  M Rodrigo,Spain,"Garchomp, Gholdengo, Talonflame, Iron Bundle, Flutter Mane, Roaring Moon"
60,2010,Anton Frick,Germany,"Sandy Shocks, Amoonguss, Volcarona, Iron Bundle, Corviknight, Tyranitar"
61,1193,Eliott Legroux,France,"Dragonite, Maushold, Arcanine, Garganacl, Gholdengo, Roaring Moon"
62,2011,Joan Perelló,Spain,"Great Tusk, Gholdengo, Iron Bundle, Dondozo, Tatsugiri, Dragonite"
63,2012,Renaud Dutarque,France,"Great Tusk, Maushold, Volcarona, Iron Bundle, Gholdengo, Dragonite"
64,4,Jamie Boyt,Great Britain,"Baxcalibur, Brute Bonnet, Armarouge, Dondozo, Tatsugiri, Roaring Moon"
65,2013,Simon Bernard,Austria,"Great Tusk, Amoonguss, Talonflame, Iron Bundle, Flutter Mane, Tyranitar"
66,1759,Adam Cherfaoui,France,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Roaring Moon"
67,390,Maxime Muller,France,"Great Tusk, Garganacl, Arcanine, Wash Rotom, Grimmsnarl, Roaring Moon"
68,1147,Giovanni Piscitelli,Italy,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Roaring Moon"
69,2014,Florian Harloff,Germany,"Corviknight, Amoonguss, Arcanine, Iron Bundle, Grimmsnarl, Palafin"
70,62,Hjalmar Lind,Sweden,"Great Tusk, Female Indeedee, Armarouge, Iron Bundle, Flutter Mane, Abomasnow"
71,2015,Jorge Hernández,Spain,"Torkoal, Lilligant, Armarouge, Female Indeedee, Hatterene, Kingambit"
72,2016,Ciro Barbato,Italy,"Iron Hands, Brute Bonnet, Coalossal, Azumarill, Gothitelle, Dragapult"
73,2017,Mikael Viljanen,Finland,"Iron Hands, Brute Bonnet, Armarouge, Female Indeedee, Flutter Mane, Torkoal"
74,1191,Alejandro Ramos Oliva,Spain,"Iron Hands, Glimmora, Sylveon, Dondozo, Tatsugiri, Flutter Mane"
75,531,Joaquin Reyes,Chile,"Annihilape, Maushold, Volcarona, Dondozo, Tatsugiri, Flutter Mane"
76,1490,Nikolaj  Høj Nielsen,Denmark,"Annihilape, Maushold, Brute Bonnet, Iron Bundle, Flutter Mane, Great Tusk"
77,1498,Francesco Raga,Italy,"Kingambit, Amoonguss, Paldean Tauros Blaze Breed, Iron Bundle, Flutter Mane, Baxcalibur"
78,22,Alessio Yuri Boschetto,Italy,"Garganacl, Amoonguss, Volcarona, Palafin, Flutter Mane, Roaring Moon"
79,2018,Erhard Brocks,Germany,"Iron Hands, Amoonguss, Armarouge, Skeledirge, Flutter Mane, Roaring Moon"
80,1537,Francisco Esteves,Portugal,"Iron Hands, Amoonguss, Arcanine, Scream Tail, Flutter Mane, Gothitelle"
81,2019,Timo Ney,Germany,"Iron Hands, Amoonguss, Pelipper, Palafin, Tinkaton, Iron Jugulis"
82,1169,David Ridorsa Caceres,Spain,"Kingambit, Amoonguss, Arcanine, Palafin, Flutter Mane, Iron Bundle"
83,1497,Jack Clarke,Great Britain,"Iron Hands, Amoonguss, Baxcalibur, Palafin, Pelipper, Dragonite"
84,2020,Nathan Aubert,France,"Annihilape, Maushold, Volcarona, Sandy Shocks, Brute Bonnet, Roaring Moon"
85,2021,Matthieu Barbe,France,"Iron Hands, Brute Bonnet, Armarouge, Female Indeedee, Hatterene, Kingambit"
86,2022,Fabian Kuhl,Germany,"Sylveon, Tyranitar, Talonflame, Dondozo, Tatsugiri, Gholdengo"
87,2023,Asra Stone,Great Britain,"Pawmot, Flutter Mane, Volcarona, Dondozo, Tatsugiri, Kingambit"
88,1,Baris Akcos,Germany,"Iron Hands, Great Tusk, Gholdengo, Iron Bundle, Gothitelle, Iron Jugulis"
89,2024,Rahim Farzan,Germany,"Iron Hands, Brute Bonnet, Armarouge, Iron Bundle, Female Indeedee, Great Tusk"
90,1499,Maurice Uteg,Germany,"Great Tusk, Amoonguss, Torkoal, Wash Rotom, Flutter Mane, Grimmsnarl"
91,3,Simone Sanvito,Italy,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Roaring Moon"
92,2025,Fevzi Özkan,Germany,"Great Tusk, Maushold, Torkoal, Iron Bundle, Flutter Mane, Kingambit"
93,1856,Patrick Dawson,New Zealand,"Gholdengo, Amoonguss, Talonflame, Dondozo, Tatsugiri, Dragonite"
94,2026,Bram de  Jonge,USA,"Iron Hands, Amoonguss, Baxcalibur, Palafin, Pelipper, Dragonite"
95,2027,Guilherme Martins,Portugal,"Iron Hands, Garganacl, Arcanine, Palafin, Flutter Mane, Gothitelle"
96,2028,Michel Zazzi,Germany,"Iron Hands, Brute Bonnet, Armarouge, Female Indeedee, Torkoal, Kingambit"
97,2029,Sebastian Ernst,Germany,"Farigiraf, Torkoal, Ceruledge, Salamence, Flutter Mane, Roaring Moon"
98,1765,Anthony Liuzzo,France,"Great Tusk, Amoonguss, Talonflame, Iron Bundle, Flutter Mane, Tyranitar"
99,2030,Diego Famerée  Cruz,Belgium,"Iron Treads, Maushold, Arcanine, Iron Moth, Flutter Mane, Murkrow"
100,606,Max Waterman,Great Britain,"Annihilape, Torkoal, Armarouge, Female Indeedee, Hatterene, Kingambit"
101,2031,Jost Malczewski,Germany,"Great Tusk, Maushold, Kingambit, Iron Bundle, Flutter Mane, Dragonite"
102,571,Davide Miraglia,Italy,"Great Tusk, Brute Bonnet, Iron Moth, Iron Bundle, Gholdengo, Murkrow"
103,2032,Kay Elst,Germany,"Garganacl, Brute Bonnet, Talonflame, Iron Bundle, Sandy Shocks, Espathra"
104,2033,Carlos Sánchez,Spain,"Iron Moth, Flutter Mane, Arcanine, Dondozo, Tatsugiri Droopy Form, Dragonite"
105,107,Giovanni Panarello,Italy,"Great Tusk, Garganacl, Arcanine, Iron Bundle, Flutter Mane, Murkrow"
