Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,1088,Joseph Ugarte,USA,"Flutter Mane, Jumpluff, Torkoal, Chien-Pao, Great Tusk, Kingambit"
2,1789,Ding Zishuo,China,"Flutter Mane, Glimmora, Chi-Yu, Iron Bundle, Tatsugiri, Dondozo"
3,1931,Ofomezie Emelle,USA,"Flutter Mane, Amoonguss, Murkrow, Gyarados, Great Tusk, Gholdengo"
4,129,Nick Navarre,USA,"Flutter Mane, Abomasnow, Kingambit, Iron Bundle, Great Tusk, Dragonite"
5,2074,Navjit Joshi,Canada,"Flutter Mane, Amoonguss, Chi-Yu, Iron Bundle, Scream Tail, Annihilape"
6,655,Len Deuel,USA,"Flutter Mane, Tyranitar, Lycanroc, Iron Bundle, Garchomp, Corviknight"
7,2258,Raphael Bagara,Canada,"Flutter Mane, Amoonguss, Chi-Yu, Palafin, Iron Bundle, Arcanine"
8,334,Caleb Ryor,USA,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Baxcalibur"
9,391,Cedric Bernier,USA,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Baxcalibur"
10,1231,Scott Iwafuchi,USA,"Flutter Mane, Amoonguss, Armarouge, Gyarados, Ting-Lu, Iron Hands"
11,2259,Jose Vazquez,USA,"Flutter Mane, Scizor, Chi-Yu, Gyarados, Chien-Pao, Iron Bundle"
12,1977,Caelan Brown,USA,"Flutter Mane, Amoonguss, Arcanine, Dondozo, Tatsugiri Droopy Form, Baxcalibur"
13,185,Brandon Tuchtenhagen,USA,"Flutter Mane, Maushold, Talonflame, Iron Bundle, Great Tusk, Gholdengo"
14,1039,Allan Martinez,USA,"Annihilape, Maushold, Gyarados, Iron Bundle, Ting-Lu, Gholdengo"
15,132,Ashton Cox,USA,"Flutter Mane, Amoonguss, Arcanine, Chi-Yu, Kingambit, Baxcalibur"
16,319,Gavin Michaels,USA,"Flutter Mane, Amoonguss, Arcanine, Azumarill, Pelipper, Iron Hands"
17,2260,Evan Shioyama,USA,"Gholdengo, Talonflame, Chi-Yu, Iron Bundle, Garchomp, Iron Hands"
18,615,Randy Kwa,Canada,"Flutter Mane, Amoonguss, Arcanine, Azumarill, Ting-Lu, Baxcalibur"
19,1038,Jake Magier,USA,"Flutter Mane, Amoonguss, Chi-Yu, Iron Bundle, Gyarados, Iron Hands"
20,1559,Austin Acosta,USA,"Glimmora, Tatsugiri Droopy Form, Chi-Yu, Iron Bundle, Dondozo, Dragonite"
21,1978,Matthew Cecil,USA,"Glimmora, Tatsugiri, Chi-Yu, Iron Bundle, Dondozo, Dragonite"
22,2261,Estefen Luna,USA,"Flutter Mane, Murkrow, Chi-Yu, Iron Bundle, Great Tusk, Kingambit"
23,211,Grant Weldon,USA,"Farigiraf, Murkrow, Chi-Yu, Iron Bundle, Great Tusk, Baxcalibur"
24,2262,Sean Pinto,N/A,"Flutter Mane, Glimmora, Tatsugiri, Dondozo, Chien-Pao, Dragapult"
25,2263,Peter Chen,USA,"Sandy Shocks, Female Indeedee, Armarouge, Palafin, Chien-Pao, Hawlucha"
26,198,James Baek,USA,"Gholdengo, Maushold, Talonflame, Iron Bundle, Great Tusk, Baxcalibur"
27,610,Chase Lybbert,USA,"Glimmora, Tatsugiri Stretchy Form, Chi-Yu, Iron Bundle, Dondozo, Dragonite"
28,2149,Edward Heustess,USA,"Flutter Mane, Murkrow, Chi-Yu, Gyarados, Great Tusk, Gholdengo"
29,779,Gilberto Goracci,Italy,"Flutter Mane, Wo-Chien, Chi-Yu, Gyarados, Glimmora, Iron Hands"
30,2264,Masanobu Suzuki,USA,"Flutter Mane, Kingambit, Chi-Yu, Iron Bundle, Garchomp, Talonflame"
31,1728,Ryan Haig,USA,"Flutter Mane, Tyranitar, Chien-Pao, Iron Bundle, Garchomp, Talonflame"
32,1616,Zackary Thornberg,USA,"Flutter Mane, Gothitelle, Tatsugiri, Dondozo, Gholdengo, Flamigo"
33,1605,Jourdan Bul,USA,"Flutter Mane, Amoonguss, Arcanine, Iron Bundle, Great Tusk, Chien-Pao"
34,2265,Hoàng Hồ,N/A,"Chien-Pao, Kingambit, Talonflame, Iron Bundle, Great Tusk, Dragonite"
35,2266,Cory Mitchell,USA,"Flutter Mane, Wo-Chien, Chi-Yu, Gyarados, Glimmora, Murkrow"
36,1971,Lev Willey,USA,"Glimmora, Maushold, Tatsugiri, Dondozo, Chien-Pao, Dragonite"
37,1892,Yotam Cohen,USA,"Mimikyu, Amoonguss, Chi-Yu, Iron Bundle, Iron Hands, Dragonite"
38,2267,JT Sikes,N/A,"Flutter Mane, Amoonguss, Farigiraf, Tyranitar, Maushold, Annihilape"
39,2268,Erick León,Mexico,"Flutter Mane, Jumpluff, Torkoal, Chien-Pao, Great Tusk, Dragonite"
40,2269,David Sullivan,USA,"Annihilape, Amoonguss, Chi-Yu, Iron Bundle, Chien-Pao, Roaring Moon"
41,2270,Ryan Bailey,USA,"Farigiraf, Iron Hands, Chi-Yu, Gyarados, Baxcalibur, Roaring Moon"
42,1784,Neil Patel,Canada,"Chien-Pao, Glimmora, Tatsugiri Stretchy Form, Dondozo, Ting-Lu, Dragonite"
43,1693,Aaron Brok,USA,"Scream Tail, Amoonguss, Chi-Yu, Iron Bundle, Ting-Lu, Corviknight"
44,1967,Lorenzo Arce,USA,"Flutter Mane, Mimikyu, Gholdengo, Gyarados, Garchomp, Roaring Moon"
45,2271,Grace Yin,Canada,"Glimmora, Wo-Chien, Chi-Yu, Iron Bundle, Gyarados, Scizor"
46,1794,Emmanuel Boctor,USA,"Flutter Mane, Amoonguss, Arcanine, Iron Bundle, Azumarill, Iron Hands"
47,1260,Michael Zhang,USA,"Flutter Mane, Amoonguss, Arcanine, Quaquaval, Gholdengo, Dragonite"
48,1811,Anton Galkin,USA,"Annihilape, Amoonguss, Chien-Pao, Palafin, Ting-Lu, Klefki"
49,188,Alberto Lara,USA,"Flutter Mane, Klefki, Chi-Yu, Corviknight, Garchomp, Roaring Moon"
50,2131,Ryan Brooker,USA,"Flutter Mane, Female Indeedee, Lycanroc, Tyranitar, Garchomp, Drifblim"
51,2272,Adrian Navarro,USA,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Garganacl"
52,389,Karim Dabliz,USA,"Annihilape, Maushold, Gholdengo, Iron Bundle, Ting-Lu, Gyarados"
53,1267,Zach Carlson,USA,"Glimmora, Tatsugiri, Chi-Yu, Iron Bundle, Dondozo, Dragonite"
54,1695,Grant Laird,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Chien-Pao, Stonjourner"
55,2273,Dawson Allen,USA,"Flutter Mane, Orthworm, Chien-Pao, Gyarados, Ting-Lu, Dragonite"
56,2125,Huang Jianzheng,China,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Iron Hands, Roaring Moon"
57,1473,Luhou Shen,USA,"Annihilape, Maushold, Gholdengo, Gyarados, Ting-Lu, Scream Tail"
58,1637,Tyson Gernack,Canada,"Tatsugiri Stretchy Form, Female Indeedee, Armarouge, Dondozo, Tyranitar, Lycanroc"
59,329,Phillip Wingett,USA,"Annihilape, Maushold, Gholdengo, Glimmora, Garchomp, Murkrow"
60,130,Chuppa Cross IV,USA,"Flutter Mane, Amoonguss, Arcanine, Azumarill, Pelipper, Iron Hands"
61,2274,Alessio Piscitelli,Canada,"Gholdengo, Amoonguss, Talonflame, Iron Bundle, Garchomp, Iron Hands"
62,148,Ian McLaughlin,USA,"Flutter Mane, Female Indeedee, Lycanroc, Tyranitar, Garchomp, Drifblim"
63,1230,Nathan Ortiz,USA,"Hatterene, Maushold, Ceruledge, Sylveon, Brute Bonnet, Farigiraf"
64,333,Kimo Nishimura,USA,"Tatsugiri Droopy Form, Abomasnow, Arcanine, Iron Bundle, Ting-Lu, Dondozo"
65,2275,Brandon Barrette,USA,"Annihilape, Abomasnow, Ceruledge, Iron Bundle, Ting-Lu, Jumpluff"
66,161,Collin Heier,USA,"Azumarill, Abomasnow, Arcanine, Iron Bundle, Ting-Lu, Bronzong"
67,271,Aaron Traylor,USA,"Flutter Mane, Amoonguss, Arcanine, Palafin, Ting-Lu, Baxcalibur"
68,26,Trista Medine,USA,"Iron Bundle, Amoonguss, Chi-Yu, Palafin, Great Tusk, Talonflame"
69,2276,Jake Wilkinson,USA,"Mimikyu, Glimmora, Heat Rotom, Palafin, Ting-Lu, Garganacl"
70,2277,Jake Cofferen,USA,"Flutter Mane, Jumpluff, Torkoal, Chien-Pao, Great Tusk, Kingambit"
71,2278,Tyler Deacy,USA,"Flutter Mane, Gothitelle, Arcanine, Wash Rotom, Ting-Lu, Dragapult"
72,1084,Andrew Ding,USA,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Baxcalibur"
73,1964,Bryan Kim,USA,"Corviknight, Gothitelle, Volcarona, Palafin, Chien-Pao, Iron Hands"
74,1890,Wu Yichun,China,"Flutter Mane, Amoonguss, Chi-Yu, Gyarados, Ting-Lu, Iron Hands"
75,2279,Asa Bear,USA,"Garganacl, Amoonguss, Arcanine, Iron Bundle, Ting-Lu, Roaring Moon"
