Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,25,Wolfe Glick,USA,"Rillaboom, Incineroar, Single Strike Urshifu, Galarian Moltres, Dragapult, Coalossal"
2,50,Davide Carrer,Italy,"Venusaur, Torkoal, Regieleki, Weezing, Regigigas, Single Strike Urshifu"
3,217,Jean Paul Lopez Buiza,Peru,"Amoonguss, Incineroar, Spectrier, Regieleki, Galarian Moltres, Landorus Therian"
4,479,Juan Pablo Naar,Colombia,"Rillaboom, Entei, Politoed, Raichu, Kingdra, Celesteela"
5,129,Nick Navarre,USA,"Venusaur, Torkoal, Landorus Therian, Grimmsnarl, Dusclops, Glastrier"
5,1043,Bingjie Wang,Canada,"Clefairy, Heat Rotom, Spectrier, Regieleki, Single Strike Urshifu, Glastrier"
7,1100,Miguel Pedraza Caballero,Spain,"Rillaboom, Coalossal, Single Strike Urshifu, Female Indeedee, Dragapult, Celesteela"
7,140,Federico Turano,Argentina,"Kartana, Galarian Moltres, Tapu Fini, Raichu, Cresselia, Stakataka"
9,1668,Will Tom,Australia,"Venusaur, Torkoal, Landorus Therian, Regieleki, Porygon2, Single Strike Urshifu"
9,1199,Markus Sponholz,Germany,"Kartana, Heat Rotom, Tapu Fini, Grimmsnarl, Landorus Therian, Regirock"
9,146,Gabriel Agati,Brazil,"Kartana, Landorus Therian, Tapu Fini, Grimmsnarl, Porygon2, Glastrier"
9,1636,Donald Smith,USA,"Amoonguss, Single Strike Urshifu, Grimmsnarl, Zapdos, Porygon2, Glastrier"
13,2569,Caleb Wijesinja,Australia,"Kartana, Heat Rotom, Tapu Fini, Thundurus, Grimmsnarl, Single Strike Urshifu"
13,138,Sean Ronzani,Australia,"Rillaboom, Charizard, Torkoal, Venusaur, Mimikyu, Stakataka"
13,39,David Koutesh,Czech Republic,"Rillaboom, Incineroar, Clefable, Regieleki, Regidrago, Landorus Therian"
