Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,1045,Santino Tarquinio,USA,"Togekiss, Dragapult, Single Strike Urshifu, Incineroar, Rillaboom, Coalossal"
2,941,Jiseok Lee,Korea,"Clefairy, Dragapult, Primarina, Incineroar, Ferrothorn, Single Strike Urshifu"
3,16,Nico Davide Cognetta,Italy,"Porygon2, Dragapult, Primarina, Incineroar, Rillaboom, Terrakion"
4,27,Conan Thompson,USA,"Togekiss, Dragapult, Excadrill, Incineroar, Amoonguss, Tyranitar"
5,149,Christopher Kan,Australia,"Togekiss, Cinderace, Primarina, Incineroar, Ferrothorn, Alolan Ninetales"
5,22,Alessio Yuri Boschetto,Italy,"Togekiss, Dragapult, Wash Rotom, Incineroar, Amoonguss, Excadrill"
7,544,Julian Martinez,Argentina,"Amoonguss, Dragapult, Gyarados, Incineroar, Toxtricity, Single Strike Urshifu"
7,2567,Edoardo Giunipero  Ferraris,Italy,"Porygon2, Dragapult, Primarina, Incineroar, Rillaboom, Terrakion"
9,146,Gabriel Agati,Brazil,"Togekiss, Dragapult, Wash Rotom, Incineroar, Ferrothorn, Porygon2"
9,1049,Caio Romanini,Brazil,"Togekiss, Dragapult, Primarina, Incineroar, Ferrothorn, Porygon2"
9,1449,Ben Madigan,Australia,"Togekiss, Cinderace, Araquanid, Bisharp, Rillaboom, Porygon2"
9,1517,Antonio Sánchez,Spain,"Grimmsnarl, Dracozolt, Gastrodon, Arcanine, Amoonguss, Corviknight"
13,268,Alister Sandover,Australia,"Togekiss, Dragapult, Wash Rotom, Incineroar, Ferrothorn, Porygon2"
13,1088,Joseph Ugarte,USA,"Togekiss, Dragapult, Excadrill, Incineroar, Amoonguss, Tyranitar"
13,2568,Geovanni Polanco,El Salvador,"Porygon2, Hatterene, Drapion, Torkoal, Lilligant, Single Strike Urshifu"
13,39,David Koutesh,Czech Republic,"Togekiss, Goodra, Gyarados, Corviknight, Rillaboom, Cobalion"
