Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,469,Cristhian Andrade,Brazil,"Cresselia, Rillaboom, Raging Bolt, Incineroar, Rapid Strike Urshifu, Okidogi"
2,159,Riley Factura,USA,"Kingambit, Amoonguss, Rapid Strike Urshifu, Chien-Pao, Hearthflame Mask Ogerpon, Raging Bolt"
3,2645,Guilherme de Oliveira Queiroz,Brazil,"Flutter Mane, Raging Bolt, Single Strike Urshifu, Wellspring Mask Ogerpon, Entei, Cresselia"
4,175,Paul Ruiz,Ecuador,"Amoonguss, Incineroar, Flutter Mane, Wellspring Mask Ogerpon, Landorus, Kommo-o"
5,1096,Juan Salerno,Argentina,"Dondozo, Corviknight, Ting-Lu, Gouging Fire, Chien-Pao, Dragonite"
6,217,Jean Paul Lopez Buiza,Peru,"Raging Bolt, Flutter Mane, Wellspring Mask Ogerpon, Tornadus, Incineroar, Landorus"
7,146,Gabriel Agati,Brazil,"Tornadus, Landorus, Incineroar, Flutter Mane, Rapid Strike Urshifu, Amoonguss"
8,2649,Tomás Da Cruz,Brazil,"Chien-Pao, Rapid Strike Urshifu, Farigiraf, Incineroar, Raging Bolt, Ogerpon"
9,3406,Gustavo kengo,Brazil,"Ursaluna, Incineroar, Raging Bolt, Porygon2, Amoonguss, Gholdengo"
10,463,Yan Sym,Brazil,"Tornadus, Rapid Strike Urshifu, Flutter Mane, Incineroar, Amoonguss, Landorus"
11,506,Nicolas del Campo,Chile,"Flutter Mane, Amoonguss, Tornadus, Incineroar, Landorus, Rapid Strike Urshifu"
12,3267,Javier Nain,Chile,"Rillaboom, Raging Bolt, Landorus, Chien-Pao, Incineroar, Rapid Strike Urshifu"
13,3578,Allan Gabriel,Brazil,"Farigiraf, Female Indeedee, Armarouge, Torkoal, Roaring Moon, Snorlax"
14,2641,Breno Silva,Brazil,"Rillaboom, Dragonite, Rapid Strike Urshifu, Raging Bolt, Chien-Pao, Hearthflame Mask Ogerpon"
15,3405,Caio Lattanzi,Brazil,"Landorus, Raging Bolt, Single Strike Urshifu, Hisuian Arcanine, Wellspring Mask Ogerpon, Flutter Mane"
16,3579,Yan Fernandes,Brazil,"Kingambit, Rillaboom, Gouging Fire, Flutter Mane, Landorus, Wellspring Mask Ogerpon"
17,2639,David Assato,Brazil,"Galarian Articuno, Gholdengo, Wellspring Mask Ogerpon, Hisuian Arcanine, Roaring Moon, Iron Hands"
18,3412,João Gonçalves,Brazil,"Iron Crown, Whimsicott, Tyranitar, Hearthflame Mask Ogerpon, Female Indeedee, Kommo-o"
19,197,Brady Smith,USA,"Chien-Pao, Raging Bolt, Incineroar, Landorus, Rapid Strike Urshifu, Rillaboom"
20,3416,Pedro Cadaval,Brazil,"Landorus, Wellspring Mask Ogerpon, Farigiraf, Incineroar, Single Strike Urshifu, Amoonguss"
