Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,470,Renzo Navarro,Peru,"Amoonguss, Incineroar, Tapu Fini, Regieleki, Galarian Moltres, Landorus Therian"
2,64,Leonardo Bonanomi,Italy,"Galarian Moltres, Landorus Therian, Grimmsnarl, Regieleki, Spectrier, Registeel"
3,2025,Fevzi Özkan,Germany,"Rillaboom, Incineroar, Blastoise, Thundurus, Landorus Therian, Registeel"
4,8,Kevin Salvetto,Italy,"Venusaur, Torkoal, Grimmsnarl, Landorus Therian, Porygon2, Registeel"
5,142,Luke Iuele,Australia,"Single Strike Urshifu, Incineroar, Tapu Fini, Regieleki, Dusclops, Glastrier"
5,1935,Enrique Grimaldo,Mexico,"Ferrothorn, Incineroar, Tapu Fini, Grimmsnarl, Garchomp, Celesteela"
7,198,James Baek,USA,"Weezing, Incineroar, Single Strike Urshifu, Regieleki, Togekiss, Landorus Therian"
7,1517,Antonio Sánchez,Spain,"Rillaboom, Incineroar, Single Strike Urshifu, Galarian Moltres, Dragapult, Coalossal"
9,1465,Nick Sefranek,USA,"Whimsicott, Incineroar, Tapu Fini, Raikou, Galarian Moltres, Metagross"
9,417,Leonard Craft,USA,"Clefairy, Landorus Therian, Blastoise, Regieleki, Spectrier, Registeel"
9,1138,Israel Suaste,USA,"Amoonguss, Incineroar, Galarian Moltres, Regieleki, Landorus Therian, Glastrier"
9,2574,Felipe Silva,Chile,"Venusaur, Torkoal, Grimmsnarl, Landorus Therian, Porygon2, Registeel"
13,691,Alexander Poole,Australia,"Venusaur, Incineroar, Female Indeedee, Torkoal, Porygon2, Stakataka"
13,2575,Jonathan Barradas,Mexico,"Female Indeedee, Hatterene, Blastoise, Single Strike Urshifu, Dragapult, Coalossal"
13,1449,Ben Madigan,Australia,"Venusaur, Torkoal, Female Indeedee, Hatterene, Dusclops, Glastrier"
