Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,1893,Patrick Connors,USA,"Incineroar, Rillaboom, Rapid Strike Urshifu, Ice Rider Calyrex, Pelipper, Raging Bolt"
2,1827,Aurélien Soula,France,"Iron Hands, Grimmsnarl, Rapid Strike Urshifu, Terapagos, Flutter Mane, Chi-Yu"
3,43,Eduardo Cunha,Portugal,"Smeargle, Raging Bolt, Rapid Strike Urshifu, Rillaboom, Incineroar, Shadow Rider Calyrex"
4,463,Yan Sym,Brazil,"Iron Hands, Miraidon, Whimsicott, Farigiraf, Single Strike Urshifu, Chi-Yu"
5,1602,Tang Shiliang,China,"Rapid Strike Urshifu, Iron Jugulis, Kyogre, Wo-Chien, Incineroar, Grimmsnarl"
6,1517,Antonio Sánchez,Spain,"Scream Tail, Terapagos, Rapid Strike Urshifu, Rillaboom, Amoonguss, Incineroar"
7,332,Justin Burns,USA,"Iron Hands, Ditto, Single Strike Urshifu, Amoonguss, Ice Rider Calyrex, Incineroar"
8,703,Henry Rich,Australia,"Volcarona, Landorus, Overqwil, Tornadus, Kyogre, Rillaboom"
9,631,Joseph Costagliola,USA,"Miraidon, Chien-Pao, Bloodmoon Ursaluna, Talonflame, Farigiraf, Iron Hands"
10,313,Jeudy Azzarelli,USA,"Iron Hands, Amoonguss, Ice Rider Calyrex, Single Strike Urshifu, Ditto, Incineroar"
11,1503,Giulio Tarlao,Italy,"Tornadus, Amoonguss, Incineroar, Terapagos, Rillaboom, Rapid Strike Urshifu"
12,358,Alex Underhill,USA,"Annihilape, Ice Rider Calyrex, Electabuzz, Farigiraf, Smeargle, Bloodmoon Ursaluna"
13,1096,Juan Salerno,Argentina,"Amoonguss, Single Strike Urshifu, Gholdengo, Ice Rider Calyrex, Raging Bolt, Incineroar"
14,1026,Mark Jackson,USA,"Incineroar, Raging Bolt, Amoonguss, Rillaboom, Rapid Strike Urshifu, Shadow Rider Calyrex"
15,33,Eric Rios,Spain,"Smeargle, Rapid Strike Urshifu, Incineroar, Shadow Rider Calyrex, Amoonguss, Iron Hands"
