Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,1153,Taran Birdee,Great Britain,"Great Tusk, Maushold, Torkoal, Iron Bundle, Flutter Mane, Dragonite"
2,268,Alister Sandover,Australia,"Garchomp, Amoonguss, Arcanine, Scream Tail, Flutter Mane, Dragonite"
3,407,Mitch Kendrick,Australia,"Iron Hands, Great Tusk, Iron Jugulis, Iron Bundle, Gholdengo, Gothitelle"
4,174,Sam Pandelis,Australia,"Iron Hands, Amoonguss, Garganacl, Iron Bundle, Mimikyu, Roaring Moon"
5,153,Diego Ferreira,Chile,"Great Tusk, Maushold, Arcanine, Gastrodon, Florges, Kingambit"
6,2049,Owen Buttigieg,Australia,"Kingambit, Amoonguss, Arcanine, Palafin, Flutter Mane, Gothitelle"
7,2050,Philippe Breig,Australia,"Great Tusk, Brute Bonnet, Torkoal, Grimmsnarl, Flutter Mane, Farigiraf"
8,2051,Kiran Singh,Australia,"Iron Hands, Amoonguss, Arcanine, Iron Bundle, Sylveon, Roaring Moon"
9,1878,Lochiel Cameron,Australia,"Great Tusk, Murkrow, Iron Bundle, Dondozo, Tatsugiri, Gholdengo"
10,2052,Brendan Robeson,Australia,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Roaring Moon"
11,1887,Thomas Chen,Australia,"Annihilape, Torkoal, Armarouge, Female Indeedee, Hatterene, Kingambit"
12,415,Meaghan Rattle,Australia,"Iron Hands, Amoonguss, Arcanine, Gothitelle, Flutter Mane, Dragonite"
13,1596,Ethan Walters,Australia,"Great Tusk, Female Indeedee, Armarouge, Iron Bundle, Gholdengo, Roaring Moon"
14,404,James Katsaros,Australia,"Annihilape, Maushold, Gholdengo, Dondozo, Tatsugiri, Murkrow"
15,1706,Michael Navas,Chile,"Torkoal, Brute Bonnet, Armarouge, Female Indeedee, Hatterene, Kingambit"
16,1593,Matthew Anderson,Australia,"Iron Hands, Talonflame, Arcanine, Gastrodon, Grimmsnarl, Dragonite"
17,1086,Calvin Foster,Great Britain,"Great Tusk, Maushold, Torkoal, Iron Bundle, Flutter Mane, Dragonite"
18,1889,James Sullivan,Australia,"Corviknight, Abomasnow, Iron Jugulis, Iron Bundle, Gengar, Garchomp"
19,2053,Chamath Abeyawardana,Australia,"Iron Hands, Amoonguss, Armarouge, Female Indeedee, Flutter Mane, Roaring Moon"
20,1669,Liu Genting,China,"Torkoal, Maushold, Armarouge, Female Indeedee, Flutter Mane, Corviknight"
21,2054,Ryan Hercus,Australia,"Iron Hands, Amoonguss, Arcanine, Gothitelle, Flutter Mane, Dragonite"
22,2055,Paris Loney,Australia,"Garchomp, Amoonguss, Arcanine, Scream Tail, Flutter Mane, Dragonite"
23,2056,Felipe Casaprima,Brazil,"Iron Hands, Amoonguss, Arcanine, Palafin, Flutter Mane, Roaring Moon"
24,2057,Harrison McCowage,Australia,"Iron Hands, Meowscarada, Iron Jugulis, Grimmsnarl, Flutter Mane, Garchomp"
25,2058,Trent Bailey,Australia,"Iron Treads, Iron Valiant, Ceruledge, Wash Rotom, Murkrow, Hydreigon"
26,2059,Jordan Lamb,Australia,"Great Tusk, Glimmora, Talonflame, Iron Bundle, Flutter Mane, Kingambit"
27,2060,Daniel Bennetts,Australia,"Iron Hands, Brute Bonnet, Armarouge, Female Indeedee, Mimikyu, Torkoal"
28,677,Simon Konsti,Australia,"Iron Hands, Grimmsnarl, Arcanine, Gastrodon, Flutter Mane, Iron Moth"
29,2061,Curtis Ridings,Australia,"Gothorita, Flutter Mane, Arcanine, Dondozo, Tatsugiri, Gholdengo"
30,2062,Joel Walraven,Australia,"Iron Hands, Amoonguss, Arcanine, Iron Bundle, Flutter Mane, Roaring Moon"
31,1594,Marianne Hade,Australia,"Iron Hands, Amoonguss, Armarouge, Dondozo, Tatsugiri, Female Indeedee"
32,142,Luke Iuele,Australia,"Garganacl, Amoonguss, Flutter Mane, Dondozo, Tatsugiri Stretchy Form, Gholdengo"
