Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
1,25,Wolfe Glick,USA,"Rapid Strike Urshifu, Incineroar, Flutter Mane, Amoonguss, Landorus, Tornadus"
2,1784,Neil Patel,Canada,"Rapid Strike Urshifu, Rillaboom, Incineroar, Chien-Pao, Raging Bolt, Hearthflame Mask Ogerpon"
3,168,Justin Carris,USA,"Iron Crown, Rapid Strike Urshifu, Hearthflame Mask Ogerpon, Female Indeedee, Regidrago, Tornadus"
4,663,Ben Grissmer,USA,"Torkoal, Farigiraf, Female Indeedee, Smeargle, Single Strike Urshifu, Hatterene"
5,2811,Charles Moses,USA,"Wellspring Mask Ogerpon, Chi-Yu, Flutter Mane, Glimmora, Tornadus, Single Strike Urshifu"
6,2523,Zachary Weed,USA,"Raging Bolt, Scream Tail, Rapid Strike Urshifu, Incineroar, Hearthflame Mask Ogerpon, Rillaboom"
7,195,Joshua Lorcy,USA,"Raging Bolt, Landorus, Incineroar, Hearthflame Mask Ogerpon, Rillaboom, Rapid Strike Urshifu"
8,1693,Aaron Brok,USA,"Incineroar, Hearthflame Mask Ogerpon, Raging Bolt, Amoonguss, Rapid Strike Urshifu, Corviknight"
9,2991,Donghun Youm,USA,"Wellspring Mask Ogerpon, Bloodmoon Ursaluna, Raging Bolt, Incineroar, Flutter Mane, Farigiraf"
10,1603,Rowan Hall,USA,"Dragonite, Rillaboom, Raging Bolt, Incineroar, Chien-Pao, Rapid Strike Urshifu"
11,3126,Ryan Almeida,USA,"Walking Wake, Flutter Mane, Farigiraf, Torkoal, Hisuian Lilligant, Raging Bolt"
12,2218,Andrew Zheng,USA,"Gholdengo, Ting-Lu, Chien-Pao, Gouging Fire, Dragonite, Dondozo"
13,3264,Jacob Lintner,USA,"Gholdengo, Roaring Moon, Landorus, Incineroar, Amoonguss, Porygon2"
14,2810,Daniel Reyes,USA,"Incineroar, Rapid Strike Urshifu, Chien-Pao, Raging Bolt, Farigiraf, Ogerpon"
15,1907,Andrew Jenkins,USA,"Hisuian Arcanine, Weezing, Rillaboom, Flutter Mane, Wellspring Mask Ogerpon, Chien-Pao"
16,2662,Dylan Matthews,USA,"Pelipper, Flutter Mane, Rapid Strike Urshifu, Amoonguss, Archaludon, Thundurus"
17,2664,Ethan Trejo,USA,"Rapid Strike Urshifu, Flutter Mane, Female Indeedee, Hearthflame Mask Ogerpon, Tornadus, Iron Crown"
18,1480,Stefan Mott,Switzerland,"Wellspring Mask Ogerpon, Gholdengo, Landorus, Tornadus, Incineroar, Clefairy"
19,1234,Dawei Si,USA,"Maushold, Flutter Mane, Single Strike Urshifu, Raging Bolt, Hearthflame Mask Ogerpon, Glimmora"
20,1890,Wu Yichun,China,"Gholdengo, Dragonite, Rapid Strike Urshifu, Pelipper, Chien-Pao, Amoonguss"
21,1892,Yotam Cohen,USA,"Ursaluna, Porygon2, Incineroar, Rapid Strike Urshifu, Amoonguss, Flutter Mane"
22,1680,Luca Paz,USA,"Flutter Mane, Raging Bolt, Amoonguss, Hearthflame Mask Ogerpon, Incineroar, Rapid Strike Urshifu"
23,1802,Jonathan Duran,USA,"Incineroar, Rillaboom, Gholdengo, Rapid Strike Urshifu, Raging Bolt, Chien-Pao"
24,159,Riley Factura,USA,"Kingambit, Amoonguss, Rapid Strike Urshifu, Chien-Pao, Hearthflame Mask Ogerpon, Raging Bolt"
25,198,James Baek,USA,"Incineroar, Gholdengo, Chien-Pao, Raging Bolt, Rapid Strike Urshifu, Rillaboom"
26,1473,Luhou Shen,USA,"Amoonguss, Porygon2, Landorus, Gholdengo, Incineroar, Roaring Moon"
27,175,Paul Ruiz,Ecuador,"Amoonguss, Incineroar, Flutter Mane, Wellspring Mask Ogerpon, Landorus, Kommo-o"
28,132,Ashton Cox,USA,"Chien-Pao, Raging Bolt, Rapid Strike Urshifu, Rillaboom, Chesnaught, Incineroar"
29,575,Matteo Velata,Italy,"Flutter Mane, Incineroar, Hearthflame Mask Ogerpon, Raging Bolt, Rillaboom, Landorus"
30,3265,Rishi Gupta,USA,"Wellspring Mask Ogerpon, Gouging Fire, Baxcalibur, Rapid Strike Urshifu, Gholdengo, Rillaboom"
31,2525,Kylan Van  Severen,Canada,"Dondozo, Tatsugiri, Dragonite, Ogerpon, Chien-Pao, Glimmora"
32,3266,Marlox Enriquez,USA,"Raging Bolt, Alolan Ninetales, Wellspring Mask Ogerpon, Incineroar, Volcarona, Articuno"
33,1949,Jimmy Friedle,USA,"Flutter Mane, Farigiraf, Single Strike Urshifu, Torkoal, Wellspring Mask Ogerpon, Bloodmoon Ursaluna"
34,3230,Arath Alejandro Vera Almaraz,Mexico,"Landorus, Chien-Pao, Amoonguss, Raging Bolt, Rapid Strike Urshifu, Incineroar"
35,3057,Chengfu Ren,China,"Gouging Fire, Kingambit, Wellspring Mask Ogerpon, Dragonite, Flutter Mane, Porygon2"
36,3267,Javier Nain,Chile,"Rillaboom, Raging Bolt, Landorus, Chien-Pao, Incineroar, Rapid Strike Urshifu"
37,1287,Ezequiel Cordero,USA,"Flutter Mane, Rapid Strike Urshifu, Incineroar, Hearthflame Mask Ogerpon, Amoonguss, Raging Bolt"
38,1774,Jonathan Zuniga,N/A,"Porygon2, Amoonguss, Flutter Mane, Incineroar, Wellspring Mask Ogerpon, Ursaluna"
39,3268,Andreas Lietzau,USA,"Wellspring Mask Ogerpon, Raging Bolt, Entei, Single Strike Urshifu, Flutter Mane, Landorus"
40,3000,Nathan Parker,USA,"Rapid Strike Urshifu, Amoonguss, Entei, Dragonite, Chien-Pao, Flutter Mane"
41,3122,Averi Biery,USA,"Incineroar, Gholdengo, Porygon2, Ting-Lu, Kommo-o, Amoonguss"
42,3269,Michael Anzevino,USA,"Rillaboom, Rapid Strike Urshifu, Landorus, Raging Bolt, Incineroar, Chien-Pao"
43,3270,Travis Tyson,USA,"Dragonite, Munkidori, Milotic, Magmar, Hisuian Goodra, Raikou"
44,3271,Joshua Robinson,USA,"Female Indeedee, Tornadus, Dragonite, Rapid Strike Urshifu, Iron Crown, Flutter Mane"
45,1959,Zachary Mnich,USA,"Archaludon, Amoonguss, Thundurus, Rapid Strike Urshifu, Pelipper, Landorus"
46,3272,Luis M Roque,USA,"Chi-Yu, Flutter Mane, Wellspring Mask Ogerpon, Metagross, Raging Bolt, Garganacl"
47,1898,Sebastian Guerrero,USA,"Incineroar, Landorus, Chien-Pao, Rapid Strike Urshifu, Raging Bolt, Rillaboom"
48,1121,Yuki Zaninovich,USA,"Amoonguss, Thundurus, Rapid Strike Urshifu, Archaludon, Incineroar, Landorus"
49,3131,Hunter Braum,USA,"Chien-Pao, Dragonite, Ting-Lu, Gholdengo, Gouging Fire, Dondozo"
50,1607,Zhang Zhe,China,"Flutter Mane, Raging Bolt, Mamoswine, Hearthflame Mask Ogerpon, Rillaboom, Rapid Strike Urshifu"
51,193,Luis Diaz,USA,"Torkoal, Farigiraf, Flutter Mane, Raging Bolt, Hisuian Lilligant, Walking Wake"
